"GISJOIN","ADI_NATRANK","ADI_STATERNK","FIPS"
"G34000900213008","34","7","340090213008"
"G34000900214001","55","9","340090214001"
"G34000900214002","38","7","340090214002"
"G34000900214003","35","7","340090214003"
"G34000900214004","47","8","340090214004"
"G34000900214005","49","9","340090214005"
"G34000900214006","45","8","340090214006"
"G34000900214007","49","9","340090214007"
"G34000900215001","44","8","340090215001"
"G34000900215002","57","9","340090215002"
"G34000900215003","48","9","340090215003"
"G34000900215004","36","7","340090215004"
"G34000900216001","20","4","340090216001"
"G34000900216002","26","5","340090216002"
"G34000900216003","26","5","340090216003"
"G34000900216004","31","6","340090216004"
"G34000900216005","26","5","340090216005"
"G34000900216006","12","2","340090216006"
"G34000900216007","21","4","340090216007"
"G34000900217011","29","6","340090217011"
"G34000900217012","31","6","340090217012"
"G34000900217021","24","5","340090217021"
"G34000900217022","41","8","340090217022"
"G34000900217023","34","7","340090217023"
"G34000900218031","51","9","340090218031"
"G34000900218032","63","10","340090218032"
"G34000900218033","56","9","340090218033"
"G34000900218041","55","9","340090218041"
"G34000900218042","63","10","340090218042"
"G34000900218043","51","9","340090218043"
"G34000900218044","55","9","340090218044"
"G34000900218051","37","7","340090218051"
"G34000900218052","52","9","340090218052"
"G34000900218053","39","8","340090218053"
"G34000900218061","36","7","340090218061"
"G34000900218062","56","9","340090218062"
"G34000900218063","35","7","340090218063"
"G34000900218064","56","9","340090218064"
"G34000900219001","10","2","340090219001"
"G34000900219002","22","4","340090219002"
"G34000900219003","15","3","340090219003"
"G34000900220001","12","2","340090220001"
"G34000900220002","3","1","340090220002"
"G34000900220003","10","2","340090220003"
"G34000900220004","8","2","340090220004"
"G34000900220005","18","3","340090220005"
"G34000900221011","55","9","340090221011"
"G34000900221021","41","8","340090221021"
"G34000900221022","38","7","340090221022"
"G34000900221023","35","7","340090221023"
"G34000900221024","77","10","340090221024"
"G34000909901000","PH","PH","340099901000"
"G34001100101011","59","9","340110101011"
"G34001100101012","54","9","340110101012"
"G34001100101031","GQ-PH","GQ-PH","340110101031"
"G34001100102001","79","10","340110102001"
"G34001100102002","85","10","340110102002"
"G34001100102003","80","10","340110102003"
"G34001100102004","53","9","340110102004"
"G34001100103011","64","10","340110103011"
"G34001100103012","52","9","340110103012"
"G34001100103021","64","10","340110103021"
"G34001100103022","68","10","340110103022"
"G34001100104011","69","10","340110104011"
"G34001100104012","57","9","340110104012"
"G34001100104013","62","10","340110104013"
"G34001100104021","GQ-PH","GQ-PH","340110104021"
"G34001100105001","53","9","340110105001"
"G34001100105002","44","8","340110105002"
"G34001100106001","66","10","340110106001"
"G34001100106002","46","8","340110106002"
"G34001100106003","56","9","340110106003"
"G34001100106004","46","8","340110106004"
"G34001100107011","88","10","340110107011"
"G34001100107012","44","8","340110107012"
"G34001100107013","52","9","340110107013"
"G34001100107021","61","10","340110107021"
"G34001100107022","34","7","340110107022"
"G34001100108001","48","9","340110108001"
"G34001100108002","53","9","340110108002"
"G34001100108003","47","8","340110108003"
"G34001100201001","76","10","340110201001"
"G34001100202001","92","10","340110202001"
"G34001100202002","85","10","340110202002"
"G34001100203011","75","10","340110203011"
"G34001100203012","68","10","340110203012"
"G34001100203021","82","10","340110203021"
"G34001100203022","96","10","340110203022"
"G34001100204001","81","10","340110204001"
"G34001100204002","73","10","340110204002"
"G34001100205021","GQ-PH","GQ-PH","340110205021"
"G34001100205031","94","10","340110205031"
"G34001100205032","98","10","340110205032"
"G34001100206001","66","10","340110206001"
"G34001100206002","77","10","340110206002"
"G34001100206003","75","10","340110206003"
"G34001100301001","94","10","340110301001"
"G34001100302001","68","10","340110302001"
"G34001100302002","74","10","340110302002"
"G34001100302003","81","10","340110302003"
"G34001100302004","73","10","340110302004"
"G34001100302005","75","10","340110302005"
"G34001100303001","96","10","340110303001"
"G34001100303002","85","10","340110303002"
"G34001100303003","87","10","340110303003"
"G34001100304011","54","9","340110304011"
"G34001100304012","74","10","340110304012"
"G34001100304013","41","8","340110304013"
"G34001100304021","56","9","340110304021"
"G34001100304022","48","9","340110304022"
"G34001100304023","32","6","340110304023"
"G34001100305011","50","9","340110305011"
"G34001100305012","69","10","340110305012"
"G34001100305013","55","9","340110305013"
"G34001100305014","42","8","340110305014"
"G34001100305021","55","9","340110305021"
"G34001100305022","62","10","340110305022"
"G34001100403001","57","9","340110403001"
"G34001100403002","78","10","340110403002"
"G34001100403003","67","10","340110403003"
"G34001100404001","49","9","340110404001"
"G34001100404002","68","10","340110404002"
"G34001100404003","81","10","340110404003"
"G34001100404004","63","10","340110404004"
"G34001100405001","84","10","340110405001"
"G34001100405002","76","10","340110405002"
"G34001100405003","74","10","340110405003"
"G34001100406011","43","8","340110406011"
"G34001100406012","70","10","340110406012"
"G34001100406021","78","10","340110406021"
"G34001100406022","64","10","340110406022"
"G34001100407011","56","9","340110407011"
"G34001100407012","59","9","340110407012"
"G34001100407021","60","9","340110407021"
"G34001100407022","40","8","340110407022"
"G34001100408001","35","7","340110408001"
"G34001100408002","45","8","340110408002"
"G34001100408003","35","7","340110408003"
"G34001100408004","32","6","340110408004"
"G34001100409011","63","10","340110409011"
"G34001100409012","64","10","340110409012"
"G34001100409021","79","10","340110409021"
"G34001100409022","53","9","340110409022"
"G34001100409023","97","10","340110409023"
"G34001100409024","100","10","340110409024"
"G34001100409025","51","9","340110409025"
"G34001100410011","42","8","340110410011"
"G34001100410012","52","9","340110410012"
"G34001100410021","53","9","340110410021"
"G34001100410022","50","9","340110410022"
"G34001100411011","86","10","340110411011"
"G34001100411012","83","10","340110411012"
"G34001100411021","86","10","340110411021"
"G34001100411022","83","10","340110411022"
"G34001109900000","PH","PH","340119900000"
"G34001300001001","46","8","340130001001"
"G34001300001002","33","6","340130001002"
"G34001300001003","50","9","340130001003"
"G34001300002001","69","10","340130002001"
"G34001300002002","40","8","340130002002"
"G34001300003001","57","9","340130003001"
"G34001300003002","36","7","340130003002"
"G34001300004001","62","10","340130004001"
"G34001300005001","56","9","340130005001"
"G34001300005002","54","9","340130005002"
"G34001300006001","38","7","340130006001"
"G34001300006002","51","9","340130006002"
"G34001300007001","54","9","340130007001"
"G34001300007002","55","9","340130007002"
"G34001300007003","56","9","340130007003"
"G34001300007004","52","9","340130007004"
"G34001300008001","28","5","340130008001"
"G34001300008002","53","9","340130008002"
"G34001300009001","43","8","340130009001"
"G34001300009002","26","5","340130009002"
"G34001300009003","36","7","340130009003"
"G34001300010001","51","9","340130010001"
"G34001300010002","71","10","340130010002"
"G34001300011001","GQ","GQ","340130011001"
"G34001300011002","48","9","340130011002"
"G34001300013001","30","6","340130013001"
"G34001300014001","68","10","340130014001"
"G34001300014002","50","9","340130014002"
"G34001300015001","32","6","340130015001"
"G34001300016001","47","8","340130016001"
"G34001300016002","46","8","340130016002"
"G34001300017001","69","10","340130017001"
"G34001300017002","60","9","340130017002"
"G34001300018001","46","8","340130018001"
"G34001300018002","52","9","340130018002"
"G34001300019001","62","10","340130019001"
"G34001300019002","55","9","340130019002"
"G34001300020001","40","8","340130020001"
"G34001300020002","61","10","340130020002"
"G34001300020003","54","9","340130020003"
"G34001300021001","57","9","340130021001"
"G34001300021002","70","10","340130021002"
"G34001300021003","65","10","340130021003"
"G34001300021004","59","9","340130021004"
"G34001300022021","46","8","340130022021"
"G34001300022022","48","9","340130022022"
"G34001300022023","48","9","340130022023"
"G34001300022031","29","6","340130022031"
"G34001300022032","PH","PH","340130022032"
"G34001300022041","38","7","340130022041"
"G34001300022042","31","6","340130022042"
"G34001300022043","QDI","QDI","340130022043"
"G34001300023001","24","5","340130023001"
"G34001300023002","37","7","340130023002"
"G34001300023003","48","9","340130023003"
"G34001300023004","45","8","340130023004"
"G34001300024001","74","10","340130024001"
"G34001300024002","63","10","340130024002"
"G34001300024003","69","10","340130024003"
"G34001300025001","50","9","340130025001"
"G34001300025002","55","9","340130025002"
"G34001300025003","42","8","340130025003"
"G34001300026001","60","9","340130026001"
"G34001300028001","68","10","340130028001"
"G34001300031001","76","10","340130031001"
"G34001300035001","56","9","340130035001"
"G34001300035002","57","9","340130035002"
"G34001300037001","72","10","340130037001"
"G34001300037002","64","10","340130037002"
"G34001300038001","70","10","340130038001"
"G34001300038002","72","10","340130038002"
"G34001300039001","76","10","340130039001"
"G34001300039002","75","10","340130039002"
"G34001300041001","38","7","340130041001"
"G34001300041002","84","10","340130041002"
"G34001300041003","74","10","340130041003"
"G34001300042001","70","10","340130042001"
"G34001300042002","48","9","340130042002"
"G34001300043001","78","10","340130043001"
"G34001300043002","48","9","340130043002"
"G34001300044001","73","10","340130044001"
"G34001300044002","67","10","340130044002"
"G34001300045001","31","6","340130045001"
"G34001300045002","25","5","340130045002"
"G34001300045003","100","10","340130045003"
"G34001300045004","29","6","340130045004"
"G34001300046001","67","10","340130046001"
"G34001300046002","53","9","340130046002"
"G34001300046003","71","10","340130046003"
"G34001300047001","67","10","340130047001"
"G34001300047002","59","9","340130047002"
"G34001300047003","55","9","340130047003"
"G34001300047004","39","8","340130047004"
"G34001300047005","53","9","340130047005"
"G34001300048011","45","8","340130048011"
"G34001300048012","49","9","340130048012"
"G34001300048021","GQ","GQ","340130048021"
"G34001300048022","55","9","340130048022"
"G34001300048023","58","9","340130048023"
"G34001300049001","55","9","340130049001"
"G34001300049002","42","8","340130049002"
"G34001300049003","38","7","340130049003"
"G34001300050001","43","8","340130050001"
"G34001300050002","43","8","340130050002"
"G34001300051001","54","9","340130051001"
"G34001300051002","52","9","340130051002"
"G34001300051003","62","10","340130051003"
"G34001300052001","51","9","340130052001"
"G34001300052002","40","8","340130052002"
"G34001300053001","60","9","340130053001"
"G34001300053002","46","8","340130053002"
"G34001300054001","52","9","340130054001"
"G34001300054002","47","8","340130054002"
"G34001300057001","45","8","340130057001"
"G34001300057002","22","4","340130057002"
"G34001300062001","100","10","340130062001"
"G34001300062002","71","10","340130062002"
"G34001300064001","54","9","340130064001"
"G34001300066001","30","6","340130066001"
"G34001300066002","28","5","340130066002"
"G34001300067001","42","8","340130067001"
"G34001300067002","40","8","340130067002"
"G34001300067003","40","8","340130067003"
"G34001300068001","30","6","340130068001"
"G34001300068002","25","5","340130068002"
"G34001300068003","22","4","340130068003"
"G34001300069001","41","8","340130069001"
"G34001300069002","42","8","340130069002"
"G34001300070001","35","7","340130070001"
"G34001300070002","36","7","340130070002"
"G34001300071001","28","5","340130071001"
"G34001300071002","37","7","340130071002"
"G34001300071003","33","6","340130071003"
"G34001300072001","49","9","340130072001"
"G34001300072002","30","6","340130072002"
"G34001300073001","37","7","340130073001"
"G34001300073002","32","6","340130073002"
"G34001300073003","20","4","340130073003"
"G34001300074001","GQ-PH","GQ-PH","340130074001"
"G34001300074002","38","7","340130074002"
"G34001300075011","47","8","340130075011"
"G34001300075012","33","6","340130075012"
"G34001300075013","24","5","340130075013"
"G34001300075014","32","6","340130075014"
"G34001300075021","41","8","340130075021"
"G34001300075022","50","9","340130075022"
"G34001300076001","25","5","340130076001"
"G34001300076002","7","1","340130076002"
"G34001300077001","30","6","340130077001"
"G34001300077002","23","4","340130077002"
"G34001300078001","36","7","340130078001"
"G34001300078002","53","9","340130078002"
"G34001300079001","21","4","340130079001"
"G34001300079002","33","6","340130079002"
"G34001300079003","42","8","340130079003"
"G34001300080001","35","7","340130080001"
"G34001300080002","33","6","340130080002"
"G34001300081001","58","9","340130081001"
"G34001300081002","53","9","340130081002"
"G34001300082001","48","9","340130082001"
"G34001300082002","52","9","340130082002"
"G34001300087001","27","5","340130087001"
"G34001300087002","37","7","340130087002"
"G34001300087003","32","6","340130087003"
"G34001300088001","55","9","340130088001"
"G34001300088002","57","9","340130088002"
"G34001300089001","60","9","340130089001"
"G34001300090001","29","6","340130090001"
"G34001300091001","50","9","340130091001"
"G34001300091002","37","7","340130091002"
"G34001300092001","55","9","340130092001"
"G34001300092002","60","9","340130092002"
"G34001300092003","62","10","340130092003"
"G34001300093001","52","9","340130093001"
"G34001300093002","38","7","340130093002"
"G34001300094001","30","6","340130094001"
"G34001300094002","26","5","340130094002"
"G34001300094003","27","5","340130094003"
"G34001300095001","31","6","340130095001"
"G34001300095002","35","7","340130095002"
"G34001300095003","22","4","340130095003"
"G34001300095004","33","6","340130095004"
"G34001300096001","39","8","340130096001"
"G34001300096002","41","8","340130096002"
"G34001300096003","18","3","340130096003"
"G34001300097001","57","9","340130097001"
"G34001300097002","55","9","340130097002"
"G34001300097003","50","9","340130097003"
"G34001300099001","43","8","340130099001"
"G34001300099002","61","10","340130099002"
"G34001300099003","59","9","340130099003"
"G34001300100001","30","6","340130100001"
"G34001300100002","43","8","340130100002"
"G34001300100003","41","8","340130100003"
"G34001300101001","48","9","340130101001"
"G34001300101002","44","8","340130101002"
"G34001300101003","43","8","340130101003"
"G34001300102001","56","9","340130102001"
"G34001300102002","45","8","340130102002"
"G34001300102003","38","7","340130102003"
"G34001300102004","50","9","340130102004"
"G34001300103001","60","9","340130103001"
"G34001300103002","32","6","340130103002"
"G34001300103003","57","9","340130103003"
"G34001300103004","85","10","340130103004"
"G34001300104001","37","7","340130104001"
"G34001300104002","34","7","340130104002"
"G34001300104003","25","5","340130104003"
"G34001300105001","56","9","340130105001"
"G34001300105002","45","8","340130105002"
"G34001300105003","55","9","340130105003"
"G34001300106001","38","7","340130106001"
"G34001300106002","37","7","340130106002"
"G34001300106003","74","10","340130106003"
"G34001300107001","52","9","340130107001"
"G34001300107002","47","8","340130107002"
"G34001300107003","50","9","340130107003"
"G34001300108001","52","9","340130108001"
"G34001300108002","50","9","340130108002"
"G34001300109001","43","8","340130109001"
"G34001300109002","PH","PH","340130109002"
"G34001300109003","51","9","340130109003"
"G34001300109004","49","9","340130109004"
"G34001300111001","82","10","340130111001"
"G34001300111002","75","10","340130111002"
"G34001300112001","58","9","340130112001"
"G34001300112002","36","7","340130112002"
"G34001300112003","57","9","340130112003"
"G34001300113001","15","3","340130113001"
"G34001300113002","15","3","340130113002"
"G34001300113003","15","3","340130113003"
"G34001300114001","48","9","340130114001"
"G34001300114002","29","6","340130114002"
"G34001300114003","43","8","340130114003"
"G34001300115001","39","8","340130115001"
"G34001300115002","60","9","340130115002"
"G34001300116001","52","9","340130116001"
"G34001300116002","57","9","340130116002"
"G34001300117001","48","9","340130117001"
"G34001300117002","46","8","340130117002"
"G34001300117003","65","10","340130117003"
"G34001300117004","60","9","340130117004"
"G34001300118001","56","9","340130118001"
"G34001300118002","41","8","340130118002"
"G34001300119001","70","10","340130119001"
"G34001300119002","82","10","340130119002"
"G34001300120001","60","9","340130120001"
"G34001300120002","52","9","340130120002"
"G34001300120003","58","9","340130120003"
"G34001300120004","61","10","340130120004"
"G34001300120005","63","10","340130120005"
"G34001300120006","62","10","340130120006"
"G34001300121001","48","9","340130121001"
"G34001300121002","56","9","340130121002"
"G34001300121003","52","9","340130121003"
"G34001300122001","46","8","340130122001"
"G34001300122002","52","9","340130122002"
"G34001300122003","43","8","340130122003"
"G34001300122004","45","8","340130122004"
"G34001300122005","46","8","340130122005"
"G34001300123001","50","9","340130123001"
"G34001300123002","59","9","340130123002"
"G34001300123003","51","9","340130123003"
"G34001300123004","44","8","340130123004"
"G34001300124001","53","9","340130124001"
"G34001300124002","57","9","340130124002"
"G34001300124003","19","4","340130124003"
"G34001300124004","49","9","340130124004"
"G34001300125001","51","9","340130125001"
"G34001300125002","51","9","340130125002"
"G34001300125003","43","8","340130125003"
"G34001300125004","51","9","340130125004"
"G34001300126001","64","10","340130126001"
"G34001300126002","35","7","340130126002"
"G34001300126003","97","10","340130126003"
"G34001300126004","81","10","340130126004"
"G34001300127001","57","9","340130127001"
"G34001300127002","48","9","340130127002"
"G34001300127003","62","10","340130127003"
"G34001300128001","53","9","340130128001"
"G34001300128002","49","9","340130128002"
"G34001300128003","32","6","340130128003"
"G34001300128004","53","9","340130128004"
"G34001300129001","58","9","340130129001"
"G34001300129002","52","9","340130129002"
"G34001300129003","54","9","340130129003"
"G34001300130001","28","5","340130130001"
"G34001300131001","45","8","340130131001"
"G34001300131002","62","10","340130131002"
"G34001300132001","65","10","340130132001"
"G34001300132002","53","9","340130132002"
"G34001300132003","51","9","340130132003"
"G34001300133001","77","10","340130133001"
"G34001300133002","75","10","340130133002"
"G34001300133003","82","10","340130133003"
"G34001300133004","69","10","340130133004"
"G34001300134001","28","5","340130134001"
"G34001300134002","20","4","340130134002"
"G34001300134003","12","2","340130134003"
"G34001300134004","15","3","340130134004"
"G34001300134005","17","3","340130134005"
"G34001300135001","19","4","340130135001"
"G34001300135002","13","2","340130135002"
"G34001300135003","16","3","340130135003"
"G34001300135004","24","5","340130135004"
"G34001300135005","18","3","340130135005"
"G34001300136001","11","2","340130136001"
"G34001300136002","17","3","340130136002"
"G34001300136003","52","9","340130136003"
"G34001300136004","26","5","340130136004"
"G34001300137001","18","3","340130137001"
"G34001300137002","29","6","340130137002"
"G34001300137003","21","4","340130137003"
"G34001300137004","41","8","340130137004"
"G34001300137005","26","5","340130137005"
"G34001300138001","14","3","340130138001"
"G34001300138002","21","4","340130138002"
"G34001300138003","27","5","340130138003"
"G34001300138004","15","3","340130138004"
"G34001300138005","18","3","340130138005"
"G34001300139001","25","5","340130139001"
"G34001300139002","20","4","340130139002"
"G34001300139003","23","4","340130139003"
"G34001300139004","28","5","340130139004"
"G34001300139005","23","4","340130139005"
"G34001300140001","24","5","340130140001"
"G34001300140002","53","9","340130140002"
"G34001300140003","24","5","340130140003"
"G34001300140004","21","4","340130140004"
"G34001300141001","32","6","340130141001"
"G34001300141002","30","6","340130141002"
"G34001300141003","34","7","340130141003"
"G34001300142001","22","4","340130142001"
"G34001300142002","25","5","340130142002"
"G34001300142003","20","4","340130142003"
"G34001300142004","29","6","340130142004"
"G34001300143001","33","6","340130143001"
"G34001300143002","31","6","340130143002"
"G34001300143003","36","7","340130143003"
"G34001300143004","43","8","340130143004"
"G34001300143005","36","7","340130143005"
"G34001300144001","53","9","340130144001"
"G34001300144002","38","7","340130144002"
"G34001300144003","53","9","340130144003"
"G34001300145001","28","5","340130145001"
"G34001300145002","48","9","340130145002"
"G34001300145003","47","8","340130145003"
"G34001300145004","39","8","340130145004"
"G34001300146001","25","5","340130146001"
"G34001300146002","34","7","340130146002"
"G34001300146003","28","5","340130146003"
"G34001300146004","35","7","340130146004"
"G34001300147001","31","6","340130147001"
"G34001300147002","58","9","340130147002"
"G34001300147003","42","8","340130147003"
"G34001300147004","32","6","340130147004"
"G34001300147005","47","8","340130147005"
"G34001300148001","19","4","340130148001"
"G34001300148002","9","2","340130148002"
"G34001300148003","12","2","340130148003"
"G34001300148004","19","4","340130148004"
"G34001300149001","16","3","340130149001"
"G34001300149002","20","4","340130149002"
"G34001300149003","14","3","340130149003"
"G34001300149004","17","3","340130149004"
"G34001300149005","20","4","340130149005"
"G34001300150001","31","6","340130150001"
"G34001300150002","17","3","340130150002"
"G34001300150003","9","2","340130150003"
"G34001300151001","26","5","340130151001"
"G34001300151002","30","6","340130151002"
"G34001300151003","23","4","340130151003"
"G34001300151004","32","6","340130151004"
"G34001300152001","34","7","340130152001"
"G34001300152002","31","6","340130152002"
"G34001300152003","30","6","340130152003"
"G34001300152004","59","9","340130152004"
"G34001300153001","25","5","340130153001"
"G34001300153002","23","4","340130153002"
"G34001300154001","20","4","340130154001"
"G34001300154002","21","4","340130154002"
"G34001300154003","23","4","340130154003"
"G34001300154004","26","5","340130154004"
"G34001300155001","34","7","340130155001"
"G34001300155002","31","6","340130155002"
"G34001300155003","39","8","340130155003"
"G34001300155004","27","5","340130155004"
"G34001300156001","31","6","340130156001"
"G34001300156002","25","5","340130156002"
"G34001300156003","26","5","340130156003"
"G34001300156004","31","6","340130156004"
"G34001300157001","40","8","340130157001"
"G34001300157002","45","8","340130157002"
"G34001300158001","29","6","340130158001"
"G34001300158002","30","6","340130158002"
"G34001300158003","31","6","340130158003"
"G34001300159001","38","7","340130159001"
"G34001300159002","46","8","340130159002"
"G34001300159003","34","7","340130159003"
"G34001300159004","42","8","340130159004"
"G34001300160001","4","1","340130160001"
"G34001300160002","5","1","340130160002"
"G34001300160003","4","1","340130160003"
"G34001300160004","13","2","340130160004"
"G34001300160005","8","2","340130160005"
"G34001300160006","5","1","340130160006"
"G34001300160007","7","1","340130160007"
"G34001300161001","3","1","340130161001"
"G34001300161002","4","1","340130161002"
"G34001300161003","5","1","340130161003"
"G34001300161004","GQ","GQ","340130161004"
"G34001300162001","6","1","340130162001"
"G34001300162002","3","1","340130162002"
"G34001300162003","3","1","340130162003"
"G34001300162004","3","1","340130162004"
"G34001300163001","7","1","340130163001"
"G34001300163002","6","1","340130163002"
"G34001300163003","13","2","340130163003"
"G34001300163004","4","1","340130163004"
"G34001300164001","7","1","340130164001"
"G34001300164002","4","1","340130164002"
"G34001300164003","10","2","340130164003"
"G34001300164004","4","1","340130164004"
"G34001300165001","6","1","340130165001"
"G34001300165002","6","1","340130165002"
"G34001300165003","7","1","340130165003"
"G34001300165004","5","1","340130165004"
"G34001300165005","3","1","340130165005"
"G34001300166001","19","4","340130166001"
"G34001300166002","12","2","340130166002"
"G34001300166003","11","2","340130166003"
"G34001300167001","31","6","340130167001"
"G34001300167002","19","4","340130167002"
"G34001300168001","18","3","340130168001"
"G34001300168002","17","3","340130168002"
"G34001300168003","27","5","340130168003"
"G34001300168004","24","5","340130168004"
"G34001300169001","2","1","340130169001"
"G34001300169002","10","2","340130169002"
"G34001300169003","4","1","340130169003"
"G34001300170001","18","3","340130170001"
"G34001300170002","3","1","340130170002"
"G34001300170003","17","3","340130170003"
"G34001300171001","37","7","340130171001"
"G34001300171002","28","5","340130171002"
"G34001300172001","15","3","340130172001"
"G34001300172002","20","4","340130172002"
"G34001300172003","18","3","340130172003"
"G34001300172004","16","3","340130172004"
"G34001300173011","17","3","340130173011"
"G34001300173012","15","3","340130173012"
"G34001300173013","20","4","340130173013"
"G34001300173021","20","4","340130173021"
"G34001300173022","24","5","340130173022"
"G34001300173023","8","2","340130173023"
"G34001300173024","24","5","340130173024"
"G34001300173025","17","3","340130173025"
"G34001300173026","24","5","340130173026"
"G34001300174001","11","2","340130174001"
"G34001300174002","21","4","340130174002"
"G34001300174003","17","3","340130174003"
"G34001300174004","18","3","340130174004"
"G34001300175001","27","5","340130175001"
"G34001300175002","2","1","340130175002"
"G34001300175003","35","7","340130175003"
"G34001300175004","25","5","340130175004"
"G34001300175005","21","4","340130175005"
"G34001300176001","31","6","340130176001"
"G34001300176002","31","6","340130176002"
"G34001300176003","30","6","340130176003"
"G34001300176004","41","8","340130176004"
"G34001300177001","65","10","340130177001"
"G34001300177002","42","8","340130177002"
"G34001300177003","46","8","340130177003"
"G34001300177004","38","7","340130177004"
"G34001300178001","22","4","340130178001"
"G34001300178002","26","5","340130178002"
"G34001300178003","18","3","340130178003"
"G34001300178004","43","8","340130178004"
"G34001300179001","10","2","340130179001"
"G34001300179002","17","3","340130179002"
"G34001300179003","22","4","340130179003"
"G34001300179004","15","3","340130179004"
"G34001300180001","10","2","340130180001"
"G34001300180002","9","2","340130180002"
"G34001300180003","15","3","340130180003"
"G34001300180004","19","4","340130180004"
"G34001300180005","18","3","340130180005"
"G34001300180006","14","3","340130180006"
"G34001300181001","47","8","340130181001"
"G34001300181002","17","3","340130181002"
"G34001300182001","66","10","340130182001"
"G34001300182002","72","10","340130182002"
"G34001300182003","34","7","340130182003"
"G34001300182004","65","10","340130182004"
"G34001300183001","49","9","340130183001"
"G34001300183002","52","9","340130183002"
"G34001300183003","47","8","340130183003"
"G34001300184001","61","10","340130184001"
"G34001300184002","59","9","340130184002"
"G34001300186001","44","8","340130186001"
"G34001300186002","44","8","340130186002"
"G34001300186003","44","8","340130186003"
"G34001300186004","48","9","340130186004"
"G34001300186005","44","8","340130186005"
"G34001300187001","54","9","340130187001"
"G34001300187002","52","9","340130187002"
"G34001300187003","49","9","340130187003"
"G34001300187004","50","9","340130187004"
"G34001300188001","33","6","340130188001"
"G34001300188002","47","8","340130188002"
"G34001300188003","31","6","340130188003"
"G34001300188004","34","7","340130188004"
"G34001300189001","39","8","340130189001"
"G34001300189002","47","8","340130189002"
"G34001300189003","41","8","340130189003"
"G34001300189004","69","10","340130189004"
"G34001300190001","7","1","340130190001"
"G34001300190002","4","1","340130190002"
"G34001300190003","4","1","340130190003"
"G34001300190004","3","1","340130190004"
"G34001300191001","14","3","340130191001"
"G34001300191002","12","2","340130191002"
"G34001300191003","6","1","340130191003"
"G34001300191004","3","1","340130191004"
"G34001300192001","GQ","GQ","340130192001"
"G34001300192002","9","2","340130192002"
"G34001300192003","21","4","340130192003"
"G34001300193001","36","7","340130193001"
"G34001300193002","12","2","340130193002"
"G34001300193003","11","2","340130193003"
"G34001300194001","4","1","340130194001"
"G34001300194002","5","1","340130194002"
"G34001300194003","6","1","340130194003"
"G34001300195001","5","1","340130195001"
"G34001300195002","5","1","340130195002"
"G34001300195003","6","1","340130195003"
"G34001300195004","4","1","340130195004"
"G34001300195005","16","3","340130195005"
"G34001300196001","21","4","340130196001"
"G34001300196002","23","4","340130196002"
"G34001300196003","18","3","340130196003"
"G34001300196004","8","2","340130196004"
"G34001300196005","21","4","340130196005"
"G34001300197001","26","5","340130197001"
"G34001300197002","34","7","340130197002"
"G34001300197003","20","4","340130197003"
"G34001300197004","17","3","340130197004"
"G34001300197005","10","2","340130197005"
"G34001300198001","6","1","340130198001"
"G34001300198002","7","1","340130198002"
"G34001300198003","14","3","340130198003"
"G34001300199001","6","1","340130199001"
"G34001300199002","4","1","340130199002"
"G34001300199003","3","1","340130199003"
"G34001300200001","2","1","340130200001"
"G34001300200002","2","1","340130200002"
"G34001300200003","1","1","340130200003"
"G34001300200004","1","1","340130200004"
"G34001300200005","1","1","340130200005"
"G34001300200006","1","1","340130200006"
"G34001300200007","1","1","340130200007"
"G34001300201001","1","1","340130201001"
"G34001300201002","2","1","340130201002"
"G34001300201003","1","1","340130201003"
"G34001300201004","1","1","340130201004"
"G34001300202001","2","1","340130202001"
"G34001300202002","7","1","340130202002"
"G34001300202003","4","1","340130202003"
"G34001300202004","3","1","340130202004"
"G34001300202005","4","1","340130202005"
"G34001300203001","6","1","340130203001"
"G34001300203002","9","2","340130203002"
"G34001300203003","2","1","340130203003"
"G34001300203004","3","1","340130203004"
"G34001300204001","11","2","340130204001"
"G34001300204002","9","2","340130204002"
"G34001300204003","5","1","340130204003"
"G34001300204004","4","1","340130204004"
"G34001300205001","3","1","340130205001"
"G34001300205002","4","1","340130205002"
"G34001300205003","13","2","340130205003"
"G34001300205004","7","1","340130205004"
"G34001300205005","7","1","340130205005"
"G34001300206001","5","1","340130206001"
"G34001300206002","3","1","340130206002"
"G34001300206003","7","1","340130206003"
"G34001300206004","6","1","340130206004"
"G34001300206005","13","2","340130206005"
"G34001300207001","14","3","340130207001"
"G34001300207002","10","2","340130207002"
"G34001300207003","9","2","340130207003"
"G34001300207004","13","2","340130207004"
"G34001300207005","12","2","340130207005"
"G34001300208001","11","2","340130208001"
"G34001300208002","3","1","340130208002"
"G34001300208003","9","2","340130208003"
"G34001300208004","7","1","340130208004"
"G34001300209011","3","1","340130209011"
"G34001300209012","3","1","340130209012"
"G34001300209013","5","1","340130209013"
"G34001300209021","9","2","340130209021"
"G34001300209022","11","2","340130209022"
"G34001300209023","13","2","340130209023"
"G34001300209024","12","2","340130209024"
"G34001300210001","10","2","340130210001"
"G34001300210002","20","4","340130210002"
"G34001300210003","9","2","340130210003"
"G34001300210004","9","2","340130210004"
"G34001300211001","32","6","340130211001"
"G34001300211002","14","3","340130211002"
"G34001300211003","12","2","340130211003"
"G34001300211004","17","3","340130211004"
"G34001300211005","14","3","340130211005"
"G34001300212001","6","1","340130212001"
"G34001300212002","12","2","340130212002"
"G34001300212003","15","3","340130212003"
