"GISJOIN","ADI_NATRANK","ADI_STATERNK","FIPS"
"G34000300451012","16","3","340030451012"
"G34000300451013","15","3","340030451013"
"G34000300451014","29","6","340030451014"
"G34000300451021","12","2","340030451021"
"G34000300451022","15","3","340030451022"
"G34000300451023","13","2","340030451023"
"G34000300451024","17","3","340030451024"
"G34000300452001","12","2","340030452001"
"G34000300452002","13","2","340030452002"
"G34000300452003","39","7","340030452003"
"G34000300452004","20","4","340030452004"
"G34000300461001","20","4","340030461001"
"G34000300461002","26","5","340030461002"
"G34000300461003","13","2","340030461003"
"G34000300461004","23","4","340030461004"
"G34000300462001","20","4","340030462001"
"G34000300462002","21","4","340030462002"
"G34000300462003","22","4","340030462003"
"G34000300462004","28","5","340030462004"
"G34000300463001","31","6","340030463001"
"G34000300463002","24","5","340030463002"
"G34000300463003","34","7","340030463003"
"G34000300463004","29","6","340030463004"
"G34000300471001","7","1","340030471001"
"G34000300471002","6","1","340030471002"
"G34000300471003","8","2","340030471003"
"G34000300471004","8","2","340030471004"
"G34000300471005","4","1","340030471005"
"G34000300472001","3","1","340030472001"
"G34000300472002","3","1","340030472002"
"G34000300472003","3","1","340030472003"
"G34000300472004","4","1","340030472004"
"G34000300473001","2","1","340030473001"
"G34000300473002","2","1","340030473002"
"G34000300473003","2","1","340030473003"
"G34000300474001","10","2","340030474001"
"G34000300474002","7","1","340030474002"
"G34000300474003","4","1","340030474003"
"G34000300474004","6","1","340030474004"
"G34000300474005","5","1","340030474005"
"G34000300475001","5","1","340030475001"
"G34000300475002","5","1","340030475002"
"G34000300475003","12","2","340030475003"
"G34000300475004","5","1","340030475004"
"G34000300475005","4","1","340030475005"
"G34000300475006","3","1","340030475006"
"G34000300481001","11","2","340030481001"
"G34000300481002","20","4","340030481002"
"G34000300481003","19","4","340030481003"
"G34000300481004","12","2","340030481004"
"G34000300482001","10","2","340030482001"
"G34000300482002","11","2","340030482002"
"G34000300482003","8","2","340030482003"
"G34000300482004","10","2","340030482004"
"G34000300482005","10","2","340030482005"
"G34000300482006","6","1","340030482006"
"G34000300482007","16","3","340030482007"
"G34000300490011","6","1","340030490011"
"G34000300490012","6","1","340030490012"
"G34000300490013","4","1","340030490013"
"G34000300490021","18","3","340030490021"
"G34000300490022","10","2","340030490022"
"G34000300490023","8","2","340030490023"
"G34000300500001","21","4","340030500001"
"G34000300500002","20","4","340030500002"
"G34000300500003","19","4","340030500003"
"G34000300500004","25","5","340030500004"
"G34000300500005","26","5","340030500005"
"G34000300511001","12","2","340030511001"
"G34000300511002","11","2","340030511002"
"G34000300511003","11","2","340030511003"
"G34000300511004","33","6","340030511004"
"G34000300511005","17","3","340030511005"
"G34000300511006","23","4","340030511006"
"G34000300512001","11","2","340030512001"
"G34000300512002","25","5","340030512002"
"G34000300513001","15","3","340030513001"
"G34000300513002","18","3","340030513002"
"G34000300513003","11","2","340030513003"
"G34000300513004","22","4","340030513004"
"G34000300513005","12","2","340030513005"
"G34000300513006","11","2","340030513006"
"G34000300514001","24","5","340030514001"
"G34000300514002","15","3","340030514002"
"G34000300514003","10","2","340030514003"
"G34000300514004","15","3","340030514004"
"G34000300514005","11","2","340030514005"
"G34000300521001","17","3","340030521001"
"G34000300521002","19","4","340030521002"
"G34000300521003","22","4","340030521003"
"G34000300521004","24","5","340030521004"
"G34000300521005","19","4","340030521005"
"G34000300521006","22","4","340030521006"
"G34000300522001","22","4","340030522001"
"G34000300522002","26","5","340030522002"
"G34000300522003","29","6","340030522003"
"G34000300522004","21","4","340030522004"
"G34000300522005","27","5","340030522005"
"G34000300531001","1","1","340030531001"
"G34000300531002","1","1","340030531002"
"G34000300531003","1","1","340030531003"
"G34000300532011","3","1","340030532011"
"G34000300532012","2","1","340030532012"
"G34000300532013","4","1","340030532013"
"G34000300532021","2","1","340030532021"
"G34000300532022","6","1","340030532022"
"G34000300541011","23","4","340030541011"
"G34000300541012","22","4","340030541012"
"G34000300541013","21","4","340030541013"
"G34000300541014","20","4","340030541014"
"G34000300541021","26","5","340030541021"
"G34000300541022","18","3","340030541022"
"G34000300541023","8","2","340030541023"
"G34000300542001","29","6","340030542001"
"G34000300542002","25","5","340030542002"
"G34000300542003","21","4","340030542003"
"G34000300542004","21","4","340030542004"
"G34000300542005","32","6","340030542005"
"G34000300543001","6","1","340030543001"
"G34000300543002","13","2","340030543002"
"G34000300543003","6","1","340030543003"
"G34000300543004","11","2","340030543004"
"G34000300543005","2","1","340030543005"
"G34000300543006","5","1","340030543006"
"G34000300544001","10","2","340030544001"
"G34000300544002","26","5","340030544002"
"G34000300544003","GQ","GQ","340030544003"
"G34000300544004","32","6","340030544004"
"G34000300544005","20","4","340030544005"
"G34000300544006","20","4","340030544006"
"G34000300544007","14","3","340030544007"
"G34000300545001","13","2","340030545001"
"G34000300545002","14","3","340030545002"
"G34000300545003","13","2","340030545003"
"G34000300545004","12","2","340030545004"
"G34000300546011","38","7","340030546011"
"G34000300546012","31","6","340030546012"
"G34000300546013","22","4","340030546013"
"G34000300546021","18","3","340030546021"
"G34000300546022","24","5","340030546022"
"G34000300546023","14","3","340030546023"
"G34000300546024","23","4","340030546024"
"G34000300551001","1","1","340030551001"
"G34000300551002","2","1","340030551002"
"G34000300551003","1","1","340030551003"
"G34000300551004","2","1","340030551004"
"G34000300551005","4","1","340030551005"
"G34000300551006","6","1","340030551006"
"G34000300552011","6","1","340030552011"
"G34000300552012","4","1","340030552012"
"G34000300552013","4","1","340030552013"
"G34000300552021","13","2","340030552021"
"G34000300552022","7","1","340030552022"
"G34000300552023","6","1","340030552023"
"G34000300561001","14","3","340030561001"
"G34000300561002","17","3","340030561002"
"G34000300561003","15","3","340030561003"
"G34000300561004","19","4","340030561004"
"G34000300562001","14","3","340030562001"
"G34000300562002","14","3","340030562002"
"G34000300562003","12","2","340030562003"
"G34000300562004","14","3","340030562004"
"G34000300571011","25","5","340030571011"
"G34000300571012","22","4","340030571012"
"G34000300571013","29","6","340030571013"
"G34000300571021","21","4","340030571021"
"G34000300571022","21","4","340030571022"
"G34000300571023","24","5","340030571023"
"G34000300571024","19","4","340030571024"
"G34000300572001","35","7","340030572001"
"G34000300572002","33","6","340030572002"
"G34000300572003","22","4","340030572003"
"G34000300581001","7","1","340030581001"
"G34000300581002","10","2","340030581002"
"G34000300581003","13","2","340030581003"
"G34000300582001","11","2","340030582001"
"G34000300582002","8","2","340030582002"
"G34000300582003","16","3","340030582003"
"G34000300582004","12","2","340030582004"
"G34000300582005","13","2","340030582005"
"G34000300591001","12","2","340030591001"
"G34000300591002","17","3","340030591002"
"G34000300591003","18","3","340030591003"
"G34000300591004","22","4","340030591004"
"G34000300591005","26","5","340030591005"
"G34000300592001","17","3","340030592001"
"G34000300592002","18","3","340030592002"
"G34000300592003","9","2","340030592003"
"G34000300592004","15","3","340030592004"
"G34000300592005","14","3","340030592005"
"G34000300592006","13","2","340030592006"
"G34000300600011","20","4","340030600011"
"G34000300600012","16","3","340030600012"
"G34000300600013","17","3","340030600013"
"G34000300600014","18","3","340030600014"
"G34000300600021","13","2","340030600021"
"G34000300600022","15","3","340030600022"
"G34000300600023","12","2","340030600023"
"G34000300600024","15","3","340030600024"
"G34000300611001","2","1","340030611001"
"G34000300611002","5","1","340030611002"
"G34000300611003","8","2","340030611003"
"G34000300611004","13","2","340030611004"
"G34000300612001","6","1","340030612001"
"G34000300612002","3","1","340030612002"
"G34000300612003","5","1","340030612003"
"G34000300613001","3","1","340030613001"
"G34000300613002","3","1","340030613002"
"G34000300614001","7","1","340030614001"
"G34000300614002","6","1","340030614002"
"G34000300614003","4","1","340030614003"
"G34000300614004","8","2","340030614004"
"G34000507001021","47","8","340057001021"
"G34000507001031","65","10","340057001031"
"G34000507001032","61","10","340057001032"
"G34000507001041","51","9","340057001041"
"G34000507001042","64","10","340057001042"
"G34000507001043","PH","PH","340057001043"
"G34000507002001","35","7","340057002001"
"G34000507002002","28","5","340057002002"
"G34000507003031","33","6","340057003031"
"G34000507003032","20","4","340057003032"
"G34000507003033","36","7","340057003033"
"G34000507003034","PH","PH","340057003034"
"G34000507003041","48","9","340057003041"
"G34000507003042","33","6","340057003042"
"G34000507003051","27","5","340057003051"
"G34000507003052","37","7","340057003052"
"G34000507003053","27","5","340057003053"
"G34000507003061","35","7","340057003061"
"G34000507003062","29","6","340057003062"
"G34000507003071","27","5","340057003071"
"G34000507003072","19","4","340057003072"
"G34000507004011","59","9","340057004011"
"G34000507004012","41","8","340057004012"
"G34000507004021","53","9","340057004021"
"G34000507004022","46","8","340057004022"
"G34000507004031","52","9","340057004031"
"G34000507004032","47","8","340057004032"
"G34000507004033","48","9","340057004033"
"G34000507004034","54","9","340057004034"
"G34000507004051","52","9","340057004051"
"G34000507004052","54","9","340057004052"
"G34000507004071","86","10","340057004071"
"G34000507004072","76","10","340057004072"
"G34000507004073","72","10","340057004073"
"G34000507004074","84","10","340057004074"
"G34000507004081","78","10","340057004081"
"G34000507004082","87","10","340057004082"
"G34000507005011","8","2","340057005011"
"G34000507005012","22","4","340057005012"
"G34000507005013","19","4","340057005013"
"G34000507005014","23","4","340057005014"
"G34000507005021","8","2","340057005021"
"G34000507005022","35","7","340057005022"
"G34000507005031","7","1","340057005031"
"G34000507005032","8","2","340057005032"
"G34000507005033","19","4","340057005033"
"G34000507005041","16","3","340057005041"
"G34000507005042","13","2","340057005042"
"G34000507005051","4","1","340057005051"
"G34000507005052","6","1","340057005052"
"G34000507005053","7","1","340057005053"
"G34000507005054","2","1","340057005054"
"G34000507005055","3","1","340057005055"
"G34000507006021","24","5","340057006021"
"G34000507006022","31","6","340057006022"
"G34000507006023","26","5","340057006023"
"G34000507006024","54","9","340057006024"
"G34000507006025","18","3","340057006025"
"G34000507006031","47","8","340057006031"
"G34000507006032","39","7","340057006032"
"G34000507006033","53","9","340057006033"
"G34000507006051","28","5","340057006051"
"G34000507006052","31","6","340057006052"
"G34000507006053","41","8","340057006053"
"G34000507007011","52","9","340057007011"
"G34000507007012","60","9","340057007012"
"G34000507007021","68","10","340057007021"
"G34000507007022","55","9","340057007022"
"G34000507007031","56","9","340057007031"
"G34000507007032","70","10","340057007032"
"G34000507008001","51","9","340057008001"
"G34000507008002","41","8","340057008002"
"G34000507008003","42","8","340057008003"
"G34000507009001","47","8","340057009001"
"G34000507009002","60","9","340057009002"
"G34000507010011","71","10","340057010011"
"G34000507010012","54","9","340057010012"
"G34000507010013","69","10","340057010013"
"G34000507010014","63","10","340057010014"
"G34000507010021","45","8","340057010021"
"G34000507010022","39","7","340057010022"
"G34000507010023","43","8","340057010023"
"G34000507011021","37","7","340057011021"
"G34000507011022","32","6","340057011022"
"G34000507011023","28","5","340057011023"
"G34000507011024","30","6","340057011024"
"G34000507011031","64","10","340057011031"
"G34000507011032","PH","PH","340057011032"
"G34000507011033","24","5","340057011033"
"G34000507011034","36","7","340057011034"
"G34000507011041","32","6","340057011041"
