rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
284,Franklin D Roosevelt Elementary School,"PK, KG-5",North Arlington School District,221,14.9%,"$7,991",78.7,2018
285,Port Colden School,1-3,Washington Township School District,164,21.3%,"$12,139",78.7,2018
286,Atlantic Highlands Elementary School,"PK, KG-6",Atlantic Highlands School District,318,8.5%,"$14,588",78.6,2018
287,School No. 3,"PK, KG-4",Fort Lee School District,576,16.5%,"$6,876",78.6,2018
288,Frank J. Dugan Elementary School,K-5,Marlboro Township School District,595,4.0%,"$8,652",78.5,2018
289,Califon Public School,"PK, KG-8",Califon Borough School District,87,3.4%,"$28,096",78.5,2018
290,Lake Parsippany Elementary School,K-5,Parsippany-Troy Hills Township School District,284,13.7%,"$13,041",78.5,2018
291,Lincoln Elementary School,"PK, KG-5",Bergenfield Borough School District,396,27.8%,"$11,093",78.4,2018
292,Valley Road School,K-5,Clark Township Public School District,465,4.7%,"$10,631",78.2,2018
293,Village Elementary School,3-4,Montgomery Township School District,679,4.4%,"$13,514",78.1,2018
294,William Mason School,K-5,Montville Township School District,241,1.7%,"$19,549",78,2018
295,Knollwood Elementary School,K-5,Parsippany-Troy Hills Township School District,401,23.2%,"$9,117",78,2018
296,Dr. Michael Conti School,"PK, KG-8",Jersey City Public Schools,675,55.3%,"$10,825",78,2018
297,Chittick Elementary School,"PK, KG-5",East Brunswick Township School District,437,21.5%,"$13,704",77.9,2018
298,High Bridge Elementary School,"PK, KG-4",High Bridge Borough School District,206,10.2%,"$17,715",77.9,2018
299,Ramtown Elementary School,3-5,Howell Township Public School District,356,14.3%,"$10,995",77.9,2018
300,Catherine A Dwyer Elementary School,K-5,Rockaway Township School District,305,12.1%,"$16,158",77.8,2018
301,Brookdale Elementary School,K-6,Bloomfield Township School District,338,5.0%,"$6,568",77.8,2018
302,Washington Elementary School,K-5,Bergenfield Borough School District,294,37.8%,"$9,806",77.8,2018
303,Bayberry School,"PK, KG-4",Watchung Borough School District,342,1.5%,"$9,432",77.7,2018
304,Langtree Elementary School,"PK, KG-5",Hamilton Township Public School District,373,30.3%,"$8,715",77.6,2018
305,Woodside Avenue School,K-5,Franklin Lakes School District,254,0.0%,"$11,699",77.6,2018
306,Thelma L. Sandmeier Elementary School,3-5,Springfield Public School District,261,11.9%,"$13,736",77.6,2018
307,Samuel Mickle School,3-6,East Greenwich Township School District,711,7.2%,"$10,092",77.5,2018
308,Spring Lake Heights Elementary School,"PK, KG-8",Spring Lake Heights School District,337,4.5%,"$13,667",77.5,2018
309,Aaron Decker School,"PK, KG-4",Butler Public School District,380,26.6%,"$12,052",77.4,2018
310,Evergreen Elementary School,"PK, KG-4",Scotch Plains-Fanwood School District,396,6.8%,"$9,438",77.4,2018
311,Heights Elementary School,"PK, KG-5",Oakland Public School District,327,6.4%,"$11,259",77.4,2018
312,Lincoln School,"PK, KG-5",Pompton Lakes School District,319,23.5%,"$14,057",77.3,2018
313,Lincoln School,"PK, KG-3",Rutherford School District,488,5.9%,"$7,698",77.2,2018
314,Copper Hill Elementary School,"PK, KG-4",Flemington-Raritan Regional School District,405,12.8%,"$15,346",77.2,2018
315,Bowne-Munro Elementary School,"PK, KG-5",East Brunswick Township School District,224,17.0%,"$13,912",77.2,2018
316,Signal Hill School,"PK, KG-5",Voorhees Township School District,530,10.2%,"$12,765",77.2,2018
317,Elwood Kindle Elementary School,2-5,Pitman Boro School District,174,17.2%,"$10,965",77.2,2018
318,Lincoln Elementary School,K-5,Dumont Public School District,180,10.0%,"$10,424",77,2018
319,Bragg Elementary School,3-5,Chester Township School District,363,7.4%,"$11,112",76.9,2018
320,Osage School,K-5,Voorhees Township School District,664,17.5%,"$12,761",76.6,2018
321,Clinton Elementary School,"PK, KG-5",South Orange-Maplewood School District,578,15.9%,"$5,261",76.5,2018
322,Brookside Elementary School,3-5,Monroe Township School District,411,5.8%,"$12,551",76.4,2018
323,Kings Road School,K-5,Madison Public School District,308,3.9%,"$12,736",76.4,2018
324,Eastlake Elementary School,"PK, KG-5",Parsippany-Troy Hills Township School District,352,10.5%,"$12,346",76.4,2018
325,Northvale Public School,K-8,Northvale Public School District,517,0.0%,"$14,135",76.3,2018
326,Whitman Elementary School,K-5,Washington Township School District,494,21.3%,"$10,724",76.3,2018
327,Center Grove School,"PK, KG-5",Randolph Township School District,496,6.3%,"$12,140",76.3,2018
328,Anna C. Scott Elementary School,"PK, KG-4",Leonia Public School District,662,15.3%,"$13,425",76.3,2018
329,Betty McElmon Elementary School,"PK, KG-4",West Long Branch School District,294,13.9%,"$11,422",76.3,2018
330,Sandyston Walpack Consolidated School,K-6,Sandyston-Walpack Consolidated School District,141,4.3%,"$17,437",76.3,2018
331,Crescent Elementary School,K-5,Waldwick School District,353,0.0%,"$9,264",76.3,2018
332,James Madison School #10,"PK, KG-5",Garfield Public School District,323,62.2%,"$12,134",76.2,2018
333,Intervale Elementary School,K-5,Parsippany-Troy Hills Township School District,287,14.6%,"$11,528",76.2,2018
334,Marian E. McKeown Elementary School,"PK, KG-6",Hampton Township School District,277,15.9%,"$17,454",76.2,2018
335,North Dover Elementary School,K-5,Toms River Regional School District,524,21.8%,"$6,547",76.1,2018
336,Irene E. Feldkirchner Elementary School,"PK, KG-4",Green Brook Township Public School District,417,3.4%,"$17,389",76.1,2018
337,South Mountain Elementary School,"PK, KG-5",South Orange-Maplewood School District,591,5.2%,"$5,242",76,2018
338,Dennis Township Primary School,"PK, KG-2",Dennis Township School District,279,27.6%,"$14,492",76,2018
339,Morris Plains Borough School,3-8,Morris Plains School District,368,6.0%,"$12,826",76,2018
340,Nellie F. Bennett Elementary School,"PK, KG-5",Point Pleasant Borough School District,745,10.9%,"$9,835",76,2018
341,Taunton Forge Elementary School,K-5,Medford Township School District,274,3.3%,"$9,935",75.9,2018
342,Laurel Springs School,"PK, KG-6",Laurel Springs School District,182,25.8%,"$11,410",75.8,2018
343,Washington Elementary School,K-5,Caldwell-West School District,366,5.2%,"$11,389",75.8,2018
344,Euclid Elementary School,"PK, KG-5",Hasbrouck Heights School District,343,13.1%,"$12,378",75.8,2018
345,Mohawk Avenue School,3,Sparta Township Public School District,196,6.6%,"$9,749",75.8,2018
346,Allenwood Elementary School,K-5,Wall Township Public School District,380,4.2%,"$10,534",75.8,2018
347,Whitehouse School,K-3,Readington Township School District,303,10.6%,"$10,740",75.8,2018
348,Sewell Elementary School,PK-K,Mantua Township School District,283,15.5%,"$8,500",75.8,2018
349,Pace Charter School of Hamilton,K-8,Pace Charter School of Hamilton,295,75.9%,"$10,730",75.7,2018
350,Marion T. Bedwell Elementary School,"PK, KG-4",Somerset Hills Regional School District,568,15.1%,"$12,505",75.7,2018
351,Green Hills School,K-8,Green Township School District,432,5.6%,"$14,773",75.6,2018
352,Ravine Drive Elementary School,K-4,Matawan-Aberdeen Regional School District,343,25.1%,"$10,613",75.6,2018
353,Jotham W. Wakeman School,"PK, KG-5",Jersey City Public Schools,753,55.4%,"$12,283",75.5,2018
354,Soaring Heights Charter School,K-8,Soaring Heights Charter School,241,50.6%,"$8,696",75.4,2018
355,Sharon School,"PK, KG-4",Robbinsville Public Schools,"1,116",4.9%,"$4,555",75.4,2018
356,Port Republic Elementary School,K-8,Port Republic School District,114,14.9%,"$16,428",75.4,2018
357,Dogwood Hill Elementary School,K-5,Oakland Public School District,241,12.0%,"$13,907",75.3,2018
358,Grade Downing Elementary School,K-3,Runnemede Public School District,184,40.2%,"$10,336",75.3,2018
359,Kresson School,K-5,Voorhees Township School District,393,8.1%,"$12,759",75.2,2018
360,Brookdale Avenue School,K-4,Verona Public School District,130,0.0%,"$14,613",75.2,2018
361,Randall Carter Elementary School,K-5,Wayne Township Public School District,300,12.0%,"$15,525",75.1,2018
362,Irwin Elementary School,"PK, KG-5",East Brunswick Township School District,449,24.1%,"$12,122",75.1,2018
363,River Plaza Elementary School,K-5,Middletown Township Public School District,281,5.0%,"$8,973",75,2018
364,Hillside Avenue School,K-8,Cranford Public School District,715,7.1%,"$10,688",75,2018
365,Springfield Township School,"PK, KG-6",Springfield Township School District,216,18.1%,"$15,391",74.9,2018
366,Atlantic Avenue,"PK, KG-2",HADDON HEIGHTS School District,166,4.2%,"$13,637",74.8,2018
367,William H. Ross III School,"PK, KG-4",Margate City School District,190,11.1%,"$18,057",74.8,2018
368,Redwood Elementary School,K-5,West Orange Public Schools,533,28.9%,"$11,835",74.7,2018
369,Jefferson Elementary School,"PK, KG-4",Roxbury Township School District,349,8.9%,"$12,644",74.7,2018
370,E. Roy Bixby,"PK, KG-5",Bogota Public School District,282,39.0%,"$14,677",74.6,2018
371,Fairview Elementary School,"PK, KG-5",Middletown Township Public School District,308,7.5%,"$9,003",74.6,2018
372,Chester M. Stephens Elementary School,"PK, KG-5",Mount Olive Township School District,705,16.0%,"$9,600",74.6,2018
373,Charles H. Bullock School,K-5,Montclair Public School District,448,25.9%,"$12,790",74.6,2018
374,Robert B Jaggard School,K-5,Evesham Township School District,436,11.7%,"$10,326",74.6,2018
375,Lincroft Elementary School,K-5,Middletown Township Public School District,442,1.8%,"$8,048",74.4,2018
376,Chesterfield Township Elementary School,"PK, KG-6",Chesterfield Township School District,751,2.4%,"$10,698",74.4,2018
377,Bret Harte Elementary School,K-5,Cherry Hill School District,409,8.3%,"$7,655",74.3,2018
378,Canfield Avenue School,"PK, KG-6",Mine Hill Township School District,362,27.3%,"$14,201",74.2,2018
379,Norwood Public School,"PK, KG-8",Norwood Public School District,598,0.0%,"$12,636",74.1,2018
380,C. Richard Applegate School,K-5,Freehold Township School District,453,9.9%,"$13,333",74.1,2018
381,School One Elementary,"PK, KG-4",Scotch Plains-Fanwood School District,396,9.1%,"$8,863",74,2018
382,Washington School,K-6,Nutley Public School District,554,20.2%,"$11,365",74,2018
383,Brunswick Acres Elementary School,K-5,South Brunswick School District,539,17.3%,"$12,141",74,2018
384,Livingston Elementary,"PK, KG-4",Township of Union School District,434,20.0%,"$7,845",73.9,2018
385,Navesink Elementary School,K-5,Middletown Township Public School District,274,14.6%,"$10,198",73.9,2018
386,Countryside Elementary School,"PK, KG-4",Mount Laurel Township School District,316,11.1%,"$9,922",73.8,2018
387,Springville Elementary School,"PK, KG-4",Mount Laurel Township School District,494,9.1%,"$8,454",73.8,2018
388,William P Tatem Elementary School,K-5,Collingswood Public School District,233,17.6%,"$8,518",73.8,2018
389,Thomas Jefferson Elementary School,"PK, KG-5",Hawthorne Public School District,273,16.8%,"$17,713",73.7,2018
390,Central Elementary School,3-5,East Hanover Township School District,286,2.1%,"$12,210",73.7,2018
391,School #9,"PK, KG-5",Clifton Public School District,332,30.1%,"$13,262",73.6,2018
392,Radix Elementary,"PK, KG-4",Monroe Township Public School District,797,16.6%,"$5,194",73.6,2018
393,Mannington Township Elementary School,"PK, KG-8",Mannington Township School District,152,26.3%,"$13,691",73.5,2018
394,Roosevelt School,"PK, KG-5",Lodi School District,177,53.1%,"$7,918",73.5,2018
395,West Freehold School,"PK, KG-5",Freehold Township School District,503,8.5%,"$10,466",73.5,2018
396,Wanaque Elementary School,"PK, KG-8",Wanaque School District,503,13.1%,"$15,590",73.4,2018
397,Horace Mann Elementary School,K-5,Cherry Hill School District,297,16.5%,"$10,186",73.3,2018
398,Englewood on the Palisades Charter School,K-8,Englewood on the Palisades Charter School,279,1.1%,"$11,407",73.3,2018
399,Salome H. Long Memorial School,K-6,Saddle Brook School District,272,8.5%,"$13,912",73.3,2018
400,Lillian M. Steen,"PK, KG-5",Bogota Public School District,300,47.0%,"$8,428",73.3,2018
401,School #4,K-5,Cliffside Park School District,577,49.0%,"$13,133",73.1,2018
402,James Fallon Elementary School,K-5,Wayne Township Public School District,382,4.2%,"$14,842",73.1,2018
403,Teaneck Community Charter school,K-8,Teaneck Community Charter School,322,15.2%,"$10,075",73.1,2018
404,Knollwood Elementary School,K-3,Piscataway Township School District,492,30.9%,"$5,790",72.8,2018
405,Franklin Elementary School,"PK, KG-4",South Plainfield School District,240,22.9%,"$7,790",72.8,2018
406,Lincoln Elementary School,K-5,Caldwell-West School District,247,12.1%,"$14,951",72.8,2018
407,Kirby's Mill Elementary School,"PK, KG-5",Medford Township School District,354,9.6%,"$10,032",72.8,2018
408,Salem Drive School,K-5,Hanover Township School District,258,1.2%,"$9,615",72.7,2018
409,Rockaway Meadow Elementary School,K-5,Parsippany-Troy Hills Township School District,228,24.6%,"$15,440",72.6,2018
410,Marshall W. Errickson School,K-5,Freehold Township School District,431,11.1%,"$10,121",72.5,2018
411,Hilltop School,"PK, KG-5",Lodi School District,361,46.8%,"$7,701",72.4,2018
412,Lawrenceville Elementary School,"PK, KG-3",Lawrence Township Public School District,307,13.0%,"$15,394",72.4,2018
413,Jefferson Elementary School,K-5,Caldwell-West School District,274,8.8%,"$13,355",72.3,2018
414,Selzer Elementary/Middle School,"PK, KG-8",Dumont Public School District,520,8.7%,"$7,760",72.3,2018
415,Bradley Gardens Primary School,"PK, KG-4",Bridgewater-Raritan Regional School District,294,6.8%,"$12,003",72.2,2018
416,Peter Cooper School,K-3,Ringwood School District,267,1.9%,"$13,283",72.2,2018
417,Edgemont Elementary School,K-5,Montclair Public School District,291,22.0%,"$13,652",72.2,2018
418,Dr. Paul Rafalides School,"PK, KG-4",Jersey City Public Schools,427,79.4%,"$10,226",72,2018
419,Midstreams Elementary School,K-5,Brick Township Public School District,473,16.1%,"$7,076",71.9,2018
420,Belleville PS10,"PK, KG-6",Belleville Public School District,171,46.2%,,71.9,2018
421,Learning Community Charter School,"PK, KG-8",The Learning Community Charter School,578,32.2%,"$9,314",71.9,2018
422,Shongum School,K-5,Randolph Township School District,467,1.9%,"$10,002",71.8,2018
423,Oldmans Township School,"PK, KG-8",Oldmans Township School District,274,23.4%,"$12,139",71.8,2018
424,James Monroe Elementary School,K-5,Edison Township School District,502,17.7%,"$5,983",71.8,2018
425,Jersey City Global Charter School,K-8,Jersey City Global Charter School,383,43.6%,"$6,567",71.8,2018
426,Upper Pittsgrove School,"PK, KG-8",UPPER PITTSGROVE Township School District,336,1.2%,"$14,593",71.7,2018
427,Benedict A. Cucinella School,"PK, KG-5",Washington Township School District,497,1.8%,"$10,786",71.5,2018
428,School #8,"PK, KG-5",Clifton Public School District,345,62.6%,"$18,003",71.5,2018
429,Slocum Skewes School,2-9,Ridgefield School District,743,33.2%,"$11,589",71.5,2018
430,Flocktown-Kossmann Elementary School,"PK, KG-5",Washington Township School District,460,1.7%,"$10,912",71.4,2018
431,Bedminster Township Public School,"PK, KG-8",Bedminster Township Public School District,523,9.4%,"$17,615",71.3,2018
432,Franklin Elementary School,"PK, KG-5",Bergenfield Borough School District,338,30.5%,"$10,856",71.3,2018
433,Mawbey Street Elementary School,K-5,Woodbridge Township School District,392,12.2%,"$5,002",71.2,2018
434,Swimming River School,3-5,Tinton Falls School District,491,20.2%,"$12,736",71.1,2018
435,Lopatcong Elementary School,"PK, KG-4",Lopatcong Township School District,387,13.7%,"$6,672",71.1,2018
436,Memorial Elementary School,"PK, KG-5",East Brunswick Township School District,537,19.9%,"$12,923",71.1,2018
437,Stony Lane Elementary School,K-4,Paramus Public School District,183,6.6%,"$15,297",71.1,2018
438,Old Mill Elementary School,K-5,Wall Township Public School District,405,6.9%,"$10,056",71,2018
439,Harrison Township Elementary School,"PK, KG-3",Harrison Township School District,772,12.2%,"$10,581",70.8,2018
440,Demarest Elementary School,K-6,Bloomfield Township School District,518,30.5%,"$5,551",70.5,2018
441,Osbornville Elementary School,K-5,Brick Township Public School District,395,43.8%,"$8,198",70.4,2018
442,South End Elementary School,"PK, KG-4",Cedar Grove Township School District,300,1.0%,"$8,403",70.2,2018
443,Ann Blanche Smith,K-4,Hillsdale School District,299,10.0%,"$10,680",70.2,2018
444,Honiss Elementary/Middle School,K-8,Dumont Public School District,614,12.7%,"$8,229",70.1,2018
445,Stillwater Township School,"PK, KG-6",Stillwater Township School District,285,21.8%,"$17,126",69.9,2018
446,Kingston Elementary School,K-5,Cherry Hill School District,403,25.6%,"$9,353",69.9,2018
447,Byram Lakes Elementary School,"PK, KG-4",Byram Township School District,440,6.1%,"$13,821",69.8,2018
448,Patrick McGaheran,"PK, KG-2",Clinton Township School District,256,5.9%,"$6,639",69.7,2018
449,Stone Harbor Elementary School,K-4,Stone Harbor School District,90,0.0%,"$19,958",69.7,2018
450,Washington School,"PK, KG-5",Lodi School District,397,45.3%,"$6,490",69.6,2018
451,Lavallette Elementary School,K-8,Lavallette Borough School District,146,11.0%,"$18,143",69.5,2018
452,Joseph J Catena School,K-5,Freehold Township School District,486,14.2%,"$9,688",69.5,2018
453,Alexander Elementary School,K-5,Hamilton Township Public School District,312,17.3%,"$9,054",69.4,2018
454,West Belmar Elementary School,K-5,Wall Township Public School District,185,27.6%,"$13,457",69.4,2018
455,Ironia School,K-5,Randolph Township School District,451,4.9%,"$11,341",69.3,2018
456,Frelinghuysen Township Elementary School,"PK, KG-6",Frelinghuysen Township School District,142,7.0%,"$12,044",69.2,2018
457,Indiana Avenue Elementary School,K-5,Woodbridge Township School District,607,18.6%,"$4,151",69,2018
458,Mount Arlington Public School,3-8,Mount Arlington Public School District,243,19.3%,"$3,206",68.9,2018
459,Lafayette Elementary School,K-5,Wayne Township Public School District,358,6.4%,"$15,454",68.9,2018
460,Campbell Elementary School,1-4,Metuchen Public School District,675,7.9%,"$6,898",68.8,2018
461,School 19,K-4,Paterson Public School District,371,87.6%,"$9,566",68.7,2018
462,Northeast Elementary School,K-5,Montclair Public School District,416,13.0%,"$11,807",68.7,2018
463,Bertrand F. Gibbs Elementary School,K-5,New Milford Public School District,467,15.6%,"$9,803",68.6,2018
464,Constable Elementary School,K-5,South Brunswick School District,473,13.1%,"$11,281",68.6,2018
465,Thomas Paine Elementary School,K-5,Cherry Hill School District,361,28.8%,"$9,500",68.5,2018
466,Farmingdale Elementary,"PK, KG-8",Farmingdale Public School District,156,27.6%,"$15,141",68.4,2018
467,G. Harold Antrim Elementary School,"PK, KG-8",Point Pleasant Beach School District,406,24.6%,"$18,007",68.4,2018
468,Indian Fields Elementary School,"PK, KG-5",South Brunswick School District,699,7.9%,"$12,419",68.2,2018
469,Norman S. Weir,K-8,Paterson Public School District,280,64.6%,"$13,381",68,2018
470,Washington School,1-3,Rutherford School District,335,5.1%,"$8,096",67.9,2018
471,Memorial School,"PK, KG-3",Maywood School District,419,8.4%,"$11,306",67.9,2018
472,Newbury Elementary School,3-5,Howell Township Public School District,399,19.8%,"$8,417",67.9,2018
473,Memorial Elementary School,K-5,Old Bridge Township School District,398,28.1%,"$13,387",67.8,2018
474,Number 10,"PK, KG-5",Linden Public School District,261,31.4%,"$10,420",67.8,2018
475,James Russell Lowell Elementary School,K-4,Teaneck School District,343,48.4%,"$6,521",67.8,2018
476,Woodcrest Elementary School,K-5,Cherry Hill School District,371,8.4%,"$8,197",67.6,2018
477,Yardville Heights Elementary School,K-5,Hamilton Township Public School District,258,33.3%,"$9,462",67.6,2018
478,Stony Brook Elementary School,K-5,Rockaway Township School District,360,2.8%,"$15,515",67.5,2018
479,Woodrow Wilson Elementary School,K-3,Sayreville School District,399,34.6%,"$7,702",67.5,2018
480,Beach Haven School,"PK, KG-6",Beach Haven School District,67,0.0%,"$23,211",67.5,2018
481,Laura Donovan School,K-5,Freehold Township School District,433,19.6%,"$10,648",67.2,2018
482,Haskell Elementary School,"PK, KG-8",Wanaque School District,411,32.4%,"$15,716",67.1,2018
483,Central Avenue School,"PK, KG-5",Madison Public School District,519,8.9%,"$13,439",67,2018
484,Dr. Gerald H. Woehr Elementary School,"PK, KG-5",Plumsted Township School District,528,19.9%,"$9,581",67,2018
485,Mark Newbie Elementary School,K-5,Collingswood Public School District,132,25.8%,"$11,326",67,2018
486,Wilson Elementary School,K-5,Caldwell-West School District,240,4.2%,"$15,722",67,2018
487,Willow Grove Elementary School,2-4,Hackettstown Public School District,253,29.6%,"$14,182",66.8,2018
488,Mercerville Elementary School,K-5,Hamilton Township Public School District,312,19.6%,"$8,682",66.8,2018
489,Avon Elementary School,"PK, KG-8",Avon Boro School District,142,12.0%,"$17,400",66.7,2018
490,Leroy Gordon Cooper Elementary School,K-5,Old Bridge Township School District,234,41.0%,"$12,805",66.7,2018
491,Millstone Township Elementary School,3-5,Millstone Township School District,321,6.5%,"$15,600",66.5,2018
492,Elms Elementary School,"PK, KG-5",Jackson Township School District,689,13.2%,"$10,364",66.4,2018
493,Adamsville Primary School,"PK, KG-4",Bridgewater-Raritan Regional School District,569,16.7%,"$11,024",66.3,2018
494,Aldrich Elementary School,3-5,Howell Township Public School District,427,16.9%,"$8,546",66.3,2018
495,Randolphville Elementary School,K-3,Piscataway Township School District,465,24.1%,"$5,821",66.2,2018
496,Memorial Elementary School,3-5,Howell Township Public School District,344,19.2%,"$13,399",66.2,2018
497,Franklin Park School,"PK, KG-5",Franklin Township Public School District,781,30.9%,"$12,403",66.1,2018
498,Frank K. Hehnly,K-5,Clark Township Public School District,549,4.7%,"$10,499",66.1,2018
499,Riverbank Charter School of Excellence,K-3,Riverbank Charter School of Excellence,144,10.4%,"$7,871",65.9,2018
500,School #5,"PK, KG-4",Cliffside Park School District,326,57.4%,"$16,248",65.8,2018
501,Taylor Mills School,K-6,Manalapan-Englishtown Regional School District,570,16.7%,"$9,016",65.8,2018
502,Grandview Elementary School,K-3,Piscataway Township School District,744,34.1%,"$5,683",65.8,2018
503,Lebanon Borough School,"PK, KG-6",Lebanon Borough School District,107,6.5%,"$16,745",65.7,2018
504,Stoy Elementary School,"PK, KG-5",Haddon Township School District,155,11.0%,"$9,973",65.6,2018
505,Frenchtown Elementary,"PK, KG-8",Frenchtown Borough School District,121,11.6%,"$17,886",65.6,2018
506,Franklin Township School,"PK, KG-6",Franklin Township School District,213,12.2%,"$17,688",65.6,2018
507,Frankford Township School,"PK, KG-8",Frankford Township Consolidated School District,519,12.7%,"$16,040",65.5,2018
508,Sussex Avenue School,3-5,Morris School District,307,34.5%,"$11,169",65.5,2018
509,Fredon Township School,"PK, KG-6",Fredon Township School District,219,10.5%,"$17,927",65.5,2018
510,Normandy Park School,K-5,Morris School District,304,35.9%,"$12,130",65.4,2018
511,School #2,K-5,Clifton Public School District,418,25.1%,"$11,988",65.3,2018
512,Mary S. Shoemaker School,1-5,Woodstown-Pilesgrove Regional School District,459,28.3%,"$5,196",65.3,2018
513,Greenwich School,"PK, KG-5",Greenwich Township School District,444,8.6%,"$6,883",65.2,2018
514,Southwood Elementary School,K-5,Old Bridge Township School District,437,22.2%,"$16,304",65.2,2018
515,Bradford Elementary School,"PK, KG-5",Montclair Public School District,430,10.2%,"$13,293",65.1,2018
516,Thomas Jefferson Elementary School,K-5,North Arlington School District,291,24.1%,"$5,542",64.9,2018
517,Mill Lake,"PK, KG-3",Monroe Township School District,563,11.5%,"$13,039",64.8,2018
518,Frank W. Gavlak Elementary School,K-6,Wallington Boro School District,462,34.4%,"$7,394",64.6,2018
519,Memorial Elementary School,"PK, KG-4",North Haledon School District,363,12.7%,"$11,307",64.6,2018
520,Ardena Elementary School,3-5,Howell Township Public School District,348,23.6%,"$9,486",64.6,2018
521,Newell Elementary School,"PK, KG-4",Upper Freehold Regional School District,513,9.7%,"$11,192",64.5,2018
522,Frederic N. Brown Elementary School,K-4,Verona Public School District,240,0.0%,"$13,894",64.4,2018
523,Hillside Elementary School,"PK, KG-4",Mount Laurel Township School District,353,11.0%,"$7,745",64.3,2018
524,Connecticut Farms Elementary,"PK, KG-5",Township of Union School District,395,24.6%,"$9,283",64.2,2018
525,Thomas Jefferson School,3-5,Morris School District,321,39.9%,"$11,406",64.2,2018
526,Hope Township School,"PK, KG-8",Hope Township School District,145,16.6%,"$19,117",64.2,2018
527,Midland Elementary School,K-4,Paramus Public School District,214,10.3%,"$15,352",64.1,2018
528,Strathmore Elementary School,K-3,Matawan-Aberdeen Regional School District,440,23.0%,"$11,082",64,2018
529,Robert Hunter Elementary School,K-4,Flemington-Raritan Regional School District,358,23.5%,"$12,745",63.9,2018
530,Memorial School,"PK, KG-8",South Hackensack School District,288,35.4%,"$14,711",63.9,2018
531,Pines Lake Elementary School,K-5,Wayne Township Public School District,367,7.6%,"$14,923",63.9,2018
532,Hillside Elementary School,3-5,Montclair Public School District,593,17.4%,"$12,700",63.8,2018
533,Manasquan Elementary School,"PK, KG-8",Manasquan School District,580,16.6%,"$16,394",63.7,2018
534,John A. Forrest Elementary School,K-4,Fair Lawn Public School District,285,14.7%,"$7,529",63.6,2018
535,Seventh Avenue,3-6,HADDON HEIGHTS School District,128,5.5%,"$10,786",63.5,2018
536,Memorial School,"PK, KG-2",Lyndhurst Public School District,163,25.2%,"$6,528",63.5,2018
537,Kingwood Township School,"PK, KG-8",Kingwood Township School District,335,9.0%,"$15,499",63.4,2018
538,Community Park School,"PK, KG-5",Princeton Public School District,376,18.9%,"$14,862",63.4,2018
539,Theunis Dey Elementary School,K-5,Wayne Township Public School District,431,1.6%,"$15,454",63.2,2018
540,Thomas B. Conley Elementary School,"PK, KG-6",Bethlehem Township School District,226,5.3%,"$19,833",63.1,2018
541,Harry S. Truman Elementary School,K-3,Sayreville School District,506,35.6%,"$7,343",62.9,2018
542,Walter C. Black Elementary School,K-2,East Windsor Regional School District,557,37.2%,"$14,313",62.7,2018
543,John Hill School,3-8,Boonton Town Public School District,668,35.9%,"$11,679",62.7,2018
544,Hampton Borough School,"PK, KG-5",Hampton Borough School District,134,24.6%,"$19,485",62.7,2018
545,Central Elementary School,K-5,Wall Township Public School District,523,13.2%,"$8,202",62.6,2018
546,A.E. Burling Elementary School,"PK, KG-5",Pennsauken Township Board of Education School District,113,67.3%,"$12,804",62.3,2018
547,Alan B. Shepard Elementary School,K-5,Old Bridge Township School District,249,23.7%,"$15,420",62.2,2018
548,E Raymond Appleby Elementary School,2-5,Spotswood Public School District,442,17.2%,"$11,070",62.2,2018
549,Valley Road School,"PK, KG-8",Stanhope School District,322,15.8%,"$15,419",62.2,2018
550,Lincoln Park Elementary School,"PK, KG-4",Lincoln Park School District,520,16.2%,"$10,226",62.1,2018
551,Washington Elementary School,K-5,Westwood Regional School District,296,6.1%,"$5,601",62,2018
552,Kennedy Elementary School,K-4,Roxbury Township School District,248,5.6%,"$13,088",62,2018
553,Howard C. Johnson Elementary School,"PK, KG-5",Jackson Township School District,468,15.4%,"$9,917",61.9,2018
554,Lanoka Harbor Elementary School,K-4,Lacey Township School District,459,28.8%,"$11,750",61.7,2018
555,Mary Bray Elementary School,"PK, KG-5",Mt. Ephraim School District,262,28.2%,"$11,701",61.6,2018
556,John F. Kennedy Elementary School,K-5,Wayne Township Public School District,414,14.3%,"$14,918",61.6,2018
557,Holly Glen Elementary School,"PK, KG-4",Monroe Township Public School District,649,35.1%,"$6,850",61.5,2018
558,Clyde S. Jennings Elementary School,K-5,Haddon Township School District,114,25.4%,"$12,020",61.4,2018
559,Richard L Rice School,"PK, KG-5",Evesham Township School District,551,8.2%,"$8,190",61.2,2018
560,The Ethical Community Charter School,K-8,The Ethical Community Charter School,377,42.4%,"$8,303",61.1,2018
561,Montague Township School,"PK, KG-8",Montague Township School District,246,37.0%,"$17,566",60.9,2018
562,South Harrison Elementary School,"PK, KG-6",South Harrison Township School District,365,12.9%,"$11,098",60.9,2018
563,White Rock Elementary School,2-5,Jefferson Township Public School District,329,7.6%,"$10,339",60.7,2018
564,Alfred Zampella School,"PK, KG-8",Jersey City Public Schools,"1,037",73.6%,"$10,970",60.7,2018
565,Cape May City Elementary School,"PK, KG-6",Cape May City School District,175,45.1%,"$20,849",60.7,2018
566,Washington Elementary School,K-5,Hawthorne Public School District,264,42.0%,"$16,467",60.5,2018
567,Sylvia Rosenauer Elementary School,"PK, KG-5",Jackson Township School District,319,42.9%,"$13,203",60,2018
