rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
567,Knowlton Township Board of Education,"PK, KG-6",Knowlton Township School District,174,16.7%,"$17,942",61,2019
568,Forest Avenue School,K-4,Verona Public School District,205,0.0%,"$14,134",60.9,2019
569,School 1,K-5,Paterson Public School District,267,68.5%,"$9,731",60.9,2019
570,Hudson Elementary School,"PK, KG-3",Union City School District,367,80.7%,"$11,375",60.8,2019
571,George Washington Elementary School,"PK, KG-5",North Arlington School District,357,25.5%,"$7,120",60.8,2019
572,Switlik Elementary School,"PK, KG-5",Jackson Township School District,751,24.8%,"$8,304",60.7,2019
573,Lucy N. Holman Elementary School,"PK, KG-5",Jackson Township School District,549,37.0%,"$8,913",60.7,2019
574,Aldrich Elementary School,3-5,Howell Township Public School District,385,14.5%,"$8,546",60.7,2019
575,Thomas Jefferson School,3-5,Morris School District,314,37.3%,"$11,406",60.7,2019
576,East Dover Elementary School,K-6,Dover Public School District,468,80.3%,"$4,452",60.6,2019
577,Stony Brook Elementary School,K-5,Rockaway Township School District,359,2.5%,"$15,515",60.6,2019
578,Clarendon School,K-5,Secaucus School District,492,29.1%,"$9,914",60.3,2019
579,Mercerville Elementary School,K-5,Hamilton Township Public School District,330,19.1%,"$8,682",60.3,2019
580,First Avenue School,"PK, KG-8",Newark Public School District,"1,118",87.7%,"$8,759",60.3,2019
581,South Harrison Elementary School,"PK, KG-6",South Harrison Township School District,357,14.6%,"$11,098",60.1,2019
582,Clyde S. Jennings Elementary School,K-5,Haddon Township School District,113,21.2%,"$12,020",60,2019
583,Grandview Elementary School,K-3,Piscataway Township School District,789,27.5%,"$5,683",60,2019
584,Lenox School,K-5,Pompton Lakes School District,351,25.9%,"$9,988",59.9,2019
585,Slocum Skewes School,2-9,Ridgefield School District,771,33.1%,"$11,589",59.9,2019
586,Mawbey Street Elementary School,K-5,Woodbridge Township School District,365,15.3%,"$5,002",59.8,2019
587,Howard C. Johnson Elementary School,"PK, KG-5",Jackson Township School District,463,15.3%,"$9,917",59.8,2019
588,Fernbrook School,K-5,Randolph Township School District,549,17.5%,"$11,152",59.8,2019
589,Huber Street School,"PK, KG-5",Secaucus School District,642,22.7%,"$7,790",59.7,2019
590,James Monroe Elementary School,K-5,Edison Township School District,519,6.0%,"$5,983",59.5,2019
591,Union Valley Elementary School,"PK, KG-5",Gloucester Township Public Schools,455,30.5%,"$13,813",59.5,2019
592,Virgil I. Grissom Elementary School,K-5,Old Bridge Township School District,229,22.3%,"$12,335",59.4,2019
593,Randall Carter Elementary School,K-5,Wayne Township Public School District,334,9.6%,"$15,525",59.4,2019
594,G. Harold Antrim Elementary School,"PK, KG-8",Point Pleasant Beach School District,384,23.7%,"$18,007",59.4,2019
595,Hillside Elementary School,"PK, KG-4",Mount Laurel Township School District,348,12.4%,"$7,745",59.1,2019
596,Washington Elementary School,K-5,Edison Township School District,588,17.3%,"$6,250",59.1,2019
597,Adamsville Primary School,"PK, KG-4",Bridgewater-Raritan Regional School District,516,17.4%,"$11,024",59.1,2019
598,Cedar Creek Elementary School,K-4,Lacey Township School District,499,19.4%,"$12,360",58.9,2019
599,Connecticut Farms Elementary,"PK, KG-5",Township of Union School District,403,27.5%,"$9,283",58.9,2019
600,Kingston Elementary School,K-5,Cherry Hill School District,367,27.8%,"$9,353",58.6,2019
601,Middle Road School,1-4,Hazlet Township Public School District,277,18.4%,"$8,074",58.6,2019
602,Oak Ridge Heights Elementary School,K-5,Woodbridge Township School District,289,14.9%,"$4,848",58.5,2019
603,Lebanon Borough School,"PK, KG-6",Lebanon Borough School District,40,0.0%,"$16,745",58.4,2019
604,Neeta School,3-8,Medford Lakes School District,363,3.3%,"$6,879",58,2019
605,Nellie K. Parker,"PK, KG-4",Hackensack School District,575,57.9%,"$15,918",57.9,2019
606,Alexander Hamilton Academy,K-8,Paterson Public School District,564,61.7%,"$8,344",57.9,2019
607,Thomas A. Edison Elementary School,"PK, KG-5",Haddon Township School District,152,12.5%,"$9,097",57.9,2019
608,Birches Elementary School,K-5,Washington Township School District,453,20.1%,"$12,502",57.8,2019
609,Kingwood Township School,"PK, KG-8",Kingwood Township School District,326,9.2%,"$15,499",57.7,2019
610,Woodrow Wilson School #5,"PK, KG-5",Garfield Public School District,293,53.2%,"$10,577",57.7,2019
611,Warren H. Wolf Early Childhood Development Center,PK,Brick Township Public School District,351,37.6%,"$8,505",57.3,2019
612,Hurffville Elementary School,K-5,Washington Township School District,492,14.0%,"$9,904",57.2,2019
613,Alan B. Shepard Elementary School,K-5,Old Bridge Township School District,238,26.9%,"$15,420",57.2,2019
614,Grace N. Rogers Elementary School,3-5,East Windsor Regional School District,616,39.4%,"$11,916",57.1,2019
615,General Charles G. Harker School,3-5,Swedesboro-Woolwich School District,676,18.2%,"$8,057",56.9,2019
616,Private Nicholas Minue Elementary School,"PK, KG-5",Carteret Public School District,653,67.7%,"$4,949",56.9,2019
617,Frederic N. Brown Elementary School,K-4,Verona Public School District,254,0.0%,"$13,894",56.9,2019
618,Lincoln,"PK, KG-8",Garwood Boro,379,14.2%,"$11,448",56.7,2019
619,Eleanor Van Gelder,3-6,Edgewater School District,447,13.9%,"$10,452",56.6,2019
620,Fleetwood Elementary School,"PK, KG-4",Mount Laurel Township School District,372,15.3%,"$7,934",56.6,2019
621,Avon Elementary School,"PK, KG-4",Barrington School District,311,22.5%,"$4,908",56.5,2019
622,Robert Mascenik Elementary School,K-5,Woodbridge Township School District,312,18.9%,"$5,299",56.4,2019
623,University Heights Elementary School,"PK, KG-5",Hamilton Township Public School District,320,24.1%,"$12,468",56.4,2019
624,School #2,K-5,Clifton Public School District,425,29.2%,"$11,988",56.2,2019
625,McKinley Avenue Elementary School,3-4,Stafford Township School District,570,21.4%,"$7,441",56.1,2019
626,Unity Charter School,K-8,Unity Charter School,236,16.5%,"$10,094",56,2019
627,Joseph J Catena School,K-5,Freehold Township School District,488,11.5%,"$9,688",56,2019
628,School 19,K-4,Paterson Public School District,367,66.2%,"$9,566",56,2019
629,Osbornville Elementary School,K-5,Brick Township Public School District,376,43.1%,"$8,198",55.9,2019
630,Wayside Elementary School,"PK, KG-4",Township of Ocean School District,566,27.2%,"$9,175",55.7,2019
631,Clara Barton Elementary School,K-5,Cherry Hill School District,477,30.6%,"$7,759",55.7,2019
632,Joyce Kilmer Elementary School,K-5,Cherry Hill School District,460,30.4%,"$7,774",55.6,2019
633,Ernest J. Finizio Junior - Aldene School,"PK, KG-5",Roselle Park Public School District,286,34.3%,"$7,029",55.4,2019
634,Woodbury Heights Elementary,"PK, KG-6",Woodbury Heights Public School District,229,12.7%,"$12,936",55.3,2019
635,Jefferson Elementary School,"PK, KG-4",Union City School District,329,87.8%,"$11,594",55.3,2019
636,Port Colden School,1-3,Washington Township School District,163,20.9%,"$12,139",55.3,2019
637,Alexander Elementary School,K-5,Hamilton Township Public School District,330,17.6%,"$9,054",55.2,2019
638,Alexander Hamilton,3-5,Morris School District,293,42.3%,"$13,131",55.2,2019
639,Hatchery Hill Elementary School,"PK, KG-1",Hackettstown Public School District,361,41.0%,"$12,316",55.2,2019
640,Morgan Elementary School,"PK, KG-5",Hamilton Township Public School District,313,19.2%,"$10,522",55.1,2019
641,Robert B Jaggard School,K-5,Evesham Township School District,440,11.8%,"$10,326",55,2019
642,Lopatcong Elementary School,"PK, KG-4",Lopatcong Township School District,378,14.8%,"$6,672",55,2019
643,Grant Elementary School,K-6,Ridgefield Park Public School District,230,36.1%,"$12,601",54.9,2019
644,Cape May City Elementary School,"PK, KG-6",Cape May City School District,151,35.8%,"$20,849",54.9,2019
645,White Rock Elementary School,2-5,Jefferson Township Public School District,325,9.2%,"$10,339",54.9,2019
646,Franklin Elementary School,K-6,Bloomfield Township School District,366,39.9%,"$7,165",54.9,2019
647,Herbertsville Early Childhood Development Center,PK,Brick Township Public School District,242,26.0%,"$8,496",54.9,2019
648,E Raymond Appleby Elementary School,2-5,Spotswood Public School District,418,16.3%,"$11,070",54.8,2019
649,Claremont Avenue Elementary School,K-5,Woodbridge Township School District,305,20.7%,"$4,849",54.8,2019
650,Highlands Elementary School,"PK, KG-6",Highlands Borough School District,189,49.2%,"$19,302",54.8,2019
651,Salome H. Long Memorial School,K-6,Saddle Brook School District,272,7.7%,"$13,912",54.7,2019
652,Harmony Elementary School,"PK, KG-5",Middletown Township Public School District,507,15.2%,"$9,359",54.6,2019
653,BelovED Community Charter School,K-11,BelovED Community Charter School,"1,079",65.7%,"$7,699",54.6,2019
654,Kelly Elementary School,K-5,West Orange Public Schools,460,41.5%,"$14,318",54.6,2019
655,Eleanor Rush Intermediate School,3-5,Cinnaminson Township School District,588,14.6%,"$8,892",54.5,2019
656,Holland Township Elementary School,"PK, KG-8",Holland Township School District,531,8.7%,"$16,743",54.5,2019
657,Green-Fields Elementary School,3-4,West Deptford Township School District,488,24.2%,"$10,486",54.4,2019
658,Thomas Jefferson Elementary School,K-5,North Arlington School District,298,28.5%,"$5,542",54.3,2019
659,John F. Kennedy Elementary School,K-5,Wayne Township Public School District,416,12.5%,"$14,918",54.3,2019
660,Slackwood Elementary School,K-3,Lawrence Township Public School District,248,47.2%,"$16,162",54.2,2019
661,Broad Street Elementary School,"PK, KG-5",Greenwich Township School District,273,35.9%,$337,54.1,2019
662,Sussex Avenue School,3-5,Morris School District,301,39.9%,"$11,169",54,2019
663,Berlin Community School,"PK, KG-8",Berlin Borough School District,813,14.3%,"$11,413",53.9,2019
664,Gloucester Township Elementary School,K-5,Gloucester Township Public Schools,249,32.9%,"$12,587",53.8,2019
665,Dr. Paul Rafalides School,"PK, KG-4",Jersey City Public Schools,424,90.1%,"$10,226",53.8,2019
666,Merchantville Elementary School,"PK, KG-8",Merchantville School District,425,26.4%,"$10,608",53.7,2019
667,Menlo Park Terrace Elementary School,K-5,Woodbridge Township School District,349,38.7%,"$5,741",53.6,2019
668,Robert Gordon Elementary School,"PK, KG-5",Roselle Park Public School District,266,41.7%,"$7,199",53.5,2019
669,Benedict A. Cucinella School,"PK, KG-5",Washington Township School District,499,4.8%,"$10,786",53.4,2019
670,Washington Community School #9,"PK, KG-8",Bayonne School District,723,59.6%,"$11,445",53.3,2019
671,New Monmouth Elementary School,K-5,Middletown Township Public School District,367,12.8%,"$13,439",53.3,2019
672,Greenbrook Elementary School,K-5,South Brunswick School District,391,27.1%,"$13,104",53.3,2019
673,Watchung Elementary School,K-3,Middlesex Borough School District,242,20.7%,"$7,418",53.2,2019
674,Valley View School,"PK, KG-4",Lebanon Township School District,310,6.8%,"$11,199",53.1,2019
675,Fort Dix Elementary School,"PK, KG-5",Pemberton Township School District,451,16.2%,"$14,204",53.1,2019
676,Wilson School,"PK, KG-5",Lodi School District,331,42.0%,"$6,821",52.9,2019
677,Number 5,"PK, KG-5",Linden Public School District,315,67.0%,"$9,457",52.8,2019
678,Oaklyn Public School,"PK, KG-5",Oaklyn Public School District,233,34.8%,"$16,778",52.7,2019
679,Lincoln School,K-6,Nutley Public School District,497,18.9%,"$11,383",52.5,2019
680,Richard L Rice School,"PK, KG-5",Evesham Township School District,555,8.6%,"$8,190",52.5,2019
681,Woodrow Wilson Community School,"PK, KG-8",Bayonne School District,714,63.9%,"$12,061",52.4,2019
682,Winslow Township Elementary School Four,"PK, KG-3",Winslow Township School District,508,43.5%,"$9,518",52.4,2019
683,Passaic Gifted and Talented Academy School No. 20,2-8,Passaic City School District,959,100.0%,"$7,620",52.2,2019
684,Whitehall Elementary School,"PK, KG-4",Monroe Township Public School District,354,39.8%,"$6,021",52.2,2019
685,Delaware Township School,"PK, KG-8",Delaware Township School District,373,9.7%,"$17,866",52.1,2019
686,Richmond Avenue School,"PK, KG-8",Atlantic City School District,674,90.8%,"$12,517",52,2019
687,Dr. Orlando Edreira Academy School No. 26,"PK, KG-8",Elizabeth Public Schools,680,84.4%,"$9,454",52,2019
688,Stoy Elementary School,"PK, KG-5",Haddon Township School District,168,7.1%,"$9,973",51.9,2019
689,Washington Elementary School,K-5,Hawthorne Public School District,270,47.8%,"$16,467",51.9,2019
690,Nathaniel Hawthorne Elementary School,K-4,Teaneck School District,317,40.7%,"$6,234",51.9,2019
691,Memorial Elementary School,3-5,Howell Township Public School District,301,18.9%,"$13,399",51.8,2019
692,John A. Forrest Elementary School,K-4,Fair Lawn Public School District,286,14.7%,"$7,529",51.7,2019
693,Strawbridge Elementary School,K-5,Haddon Township School District,196,5.1%,"$13,228",51.7,2019
694,Paradise Knoll Elementary School,K-5,West Milford Township Public School District,273,10.3%,"$10,908",51.6,2019
695,James Johnson Elementary School,K-5,Cherry Hill School District,424,31.4%,"$8,729",51.6,2019
696,Frank R Conwell School,"PK, KG-5",Jersey City Public Schools,643,50.2%,"$9,863",51.3,2019
697,John Greenleaf Whittier Elementary School,K-4,Teaneck School District,344,41.6%,"$6,681",51.2,2019
698,Academy Street Elementary School,"PK, KG-6",Dover Public School District,547,75.9%,"$4,572",51.2,2019
699,The Ethical Community Charter School,K-8,The Ethical Community Charter School,387,44.4%,"$8,303",51.1,2019
700,Olivet Elementary School,2-4,Pittsgrove Township School District,357,31.7%,"$8,066",51.1,2019
701,MacAfee Road School,"PK, KG-5",Franklin Township Public School District,381,34.9%,"$11,373",51,2019
702,Empowerment Academy Charter School,K-7,Empowerment Academy Charter School,574,56.8%,"$8,106",50.9,2019
703,Samuel R. Donald Elementary School,2-4,Bloomingdale School District,169,30.2%,"$16,555",50.9,2019
704,James W. Lilley Elementary School,K-5,Gloucester Township Public Schools,497,46.5%,"$13,945",50.9,2019
705,John F. Kennedy Primary School,K-4,Bridgewater-Raritan Regional School District,436,26.1%,"$9,400",50.8,2019
706,Northfield Community Elementary School,"PK, KG-4",Northfield City School District,505,21.4%,"$10,405",50.6,2019
707,Parker Elementary School,K-3,Middlesex Borough School District,218,51.8%,"$10,883",50.5,2019
708,Roosevelt Elementary School,K-5,Hawthorne Public School District,523,24.9%,"$11,687",50.5,2019
709,Elsinboro Township School,K-8,Elsinboro Township School District,116,49.1%,"$14,031",50.4,2019
710,Fairview Elementary School,"PK, KG-6",Bloomfield Township School District,531,42.2%,"$6,620",50.4,2019
711,Cold Springs School,"PK, KG-3",Gloucester City Public School District,850,62.1%,"$11,740",50.3,2019
712,Raritan Valley School,1-4,Hazlet Township Public School District,243,16.9%,"$10,336",50.3,2019
713,White Township Consolidated School,"PK, KG-8",White Township Consolidated School District,267,17.6%,"$16,580",50.2,2019
714,Number 8,"PK, KG-5",Linden Public School District,348,55.2%,"$9,886",50.2,2019
715,Blairstown Elementary School,"PK, KG-6",Blairstown Elementary Township School District,462,12.6%,"$13,951",50.2,2019
716,Jersey City Golden Door Charter School,"PK, KG-8",Jersey City Golden Door Charter School,587,52.0%,"$7,171",50.1,2019
717,Nixon Elementary School,K-4,Roxbury Township School District,258,23.6%,"$13,933",50.1,2019
718,Beatrice Gilmore School,3-5,Woodland Park School District,217,39.6%,"$12,753",50.1,2019
719,School #13,K-5,Clifton Public School District,472,47.0%,"$11,664",50,2019
720,Oak Knoll Elementary School,"PK, KG-4",Monroe Township Public School District,503,28.4%,"$5,139",50,2019
721,Swift-Slaybaugh Complex,"PK, KG-3",Egg Harbor Township School District,851,28.3%,"$12,373",49.9,2019
722,Livingston Park,"PK, KG-4",North Brunswick Township School District,604,38.9%,"$9,438",49.9,2019
723,Raymond E. Voorhees Elementary School,K-5,Old Bridge Township School District,384,22.9%,"$12,225",49.9,2019
724,North Dover Elementary School,"PK, KG-6",Dover Public School District,673,74.0%,"$5,024",49.8,2019
725,Schuyler Elementary School,"PK, KG-6",Kearny,452,53.5%,"$6,903",49.7,2019
726,Silver Bay Elementary School,"PK, KG-5",Toms River Regional School District,637,23.1%,"$7,524",49.5,2019
727,Warren E. Sooy Junior Elementary School,2-5,Hammonton School District,873,52.3%,"$10,636",49.2,2019
728,Margaret Mace Elementary School,"PK, KG-8",North Wildwood School District,221,62.4%,"$26,141",49.2,2019
729,Beach Haven School,"PK, KG-6",Beach Haven School District,52,0.0%,"$23,211",49.1,2019
730,Bartle Elementary School,2-5,Highland Park Boro School District,461,40.1%,"$9,348",49.1,2019
731,Hooper Avenue Elementary School,K-5,Toms River Regional School District,720,13.1%,"$6,561",48.8,2019
732,Fountain Woods Elementary School,2-5,Burlington Township School District,793,27.6%,"$10,824",48.7,2019
733,Midland School #1,"PK, KG-8",Rochelle Park School District,506,20.6%,"$14,087",48.7,2019
734,Number 9,"PK, KG-5",Linden Public School District,344,37.2%,"$9,767",48.4,2019
735,Perry L. Drew Elementary School,3-5,East Windsor Regional School District,582,43.5%,"$11,627",48.1,2019
736,Wallace Elementary School,"PK, KG-5",Hoboken Public School District,724,35.9%,"$12,764",48.1,2019
737,The Queen City Academy Charter School,K-12,The Queen City Academy Charter School District,323,83.0%,"$9,791",48.1,2019
738,McGalliard Elementary School,K-5,Hamilton Township Public School District,276,30.1%,"$8,432",47.9,2019
739,'Franklin Elementary School,"PK, KG-6",Kearny,893,60.7%,"$8,366",47.8,2019
740,The Village Charter School,K-8,The Village Charter School,361,69.0%,"$10,151",47.7,2019
741,Wantage Elementary School,3-5,Sussex-Wantage Regional School District,355,29.6%,"$11,412",47.7,2019
742,Lynn Crest Elementary School,"PK, KG-5",Woodbridge Township School District,336,20.5%,"$6,206",47.6,2019
743,Cedar Grove Elementary School,"PK, KG-5",Toms River Regional School District,889,22.6%,"$4,999",47.5,2019
744,Grade Downing Elementary School,K-3,Runnemede Public School District,167,34.7%,"$10,336",47.4,2019
745,Mullica Township Primary School,"PK, KG-4",Mullica Township School District,382,22.5%,"$9,923",47.4,2019
746,Montague Township School,"PK, KG-8",Montague Township School District,253,44.7%,"$17,566",47.3,2019
747,Stow Creek Township School,"PK, KG-8",Stow Creek Township School District,114,28.1%,"$13,343",47.3,2019
748,Memorial School,"PK, KG-8",Union Beach Public School District,645,32.4%,"$13,079",47.3,2019
749,Christa McAuliffe School,"PK, KG-8",Jersey City Public Schools,"1,023",77.7%,"$10,643",47.2,2019
750,Bergen Arts and Sciences Charter School,K-12,Bergen Arts and Science Charter School,"1,163",46.9%,"$8,403",47.1,2019
751,Weymouth Township Elementary School,"PK, KG-8",Weymouth Township School District,165,50.9%,"$14,972",47.1,2019
752,Seth Boyden Elementary Demonstration School,K-5,South Orange-Maplewood School District,496,44.2%,"$6,478",47.1,2019
753,Hazel Avenue Elementary School,K-5,West Orange Public Schools,335,59.1%,"$11,540",47,2019
754,Gilbert Avenue School,"PK, KG-5",Elmwood Park School District,409,42.3%,"$5,323",46.9,2019
755,John P. Faber Elementary School,"PK, KG-5",Dunellen Public School District,598,48.8%,"$4,605",46.7,2019
756,Eagleswood Elementary School,"PK, KG-6",Eagleswood Township School District,128,35.2%,"$16,244",46.7,2019
757,Carlstadt Public School,"PK, KG-8",Carlstadt Public School District,549,27.7%,"$13,954",46.5,2019
758,Madison Elementary School,"PK, KG-6",Rahway Public School District,346,37.0%,"$13,840",46.2,2019
759,Mill Lake,"PK, KG-3",Monroe Township School District,544,8.1%,"$13,039",46.1,2019
760,School #15,"PK, KG-5",Clifton Public School District,321,67.6%,"$12,735",46.1,2019
761,Public School Number Two,K-6,West New York School District,736,77.0%,"$9,439",46,2019
762,Hardyston Township Elementary School,"PK, KG-4",Hardyston Township School District,353,11.9%,"$8,751",46,2019
763,Oak Valley Elementary School,2-6,Deptford Township Public School District,379,36.4%,"$6,912",46,2019
764,Chessie Dentley Roberts Academy School No. 30,"PK, KG-8",Elizabeth Public Schools,808,84.3%,"$8,093",45.8,2019
765,Clementon Elementary School,"PK, KG-8",Clementon Elementary School District,479,59.1%,"$13,193",45.7,2019
766,Ann Street School,K-8,Newark Public School District,"1,196",79.2%,"$8,426",45.6,2019
767,Union County TEAMS Charter School,K-12,Union County TEAMS Charter School-High School/College LA,394,93.9%,"$9,143",45.6,2019
768,Dwight D. Eisenhower Elementary School,K-3,Piscataway Township School District,506,37.5%,"$6,340",45.5,2019
769,Fanny Meyer Hillers,"PK, KG-4",Hackensack School District,627,64.1%,"$15,996",45.5,2019
770,Forest Street Community Elementary School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,381,85.6%,"$9,797",45.4,2019
771,Franklin Park School,"PK, KG-5",Franklin Township Public School District,664,39.0%,"$12,403",45.4,2019
772,Robert Fulton Elementary School,1-8,North Bergen School District,"1,180",60.5%,"$4,189",45.4,2019
773,Charles E. Trefurt School,"PK, KG-5",Jersey City Public Schools,765,84.1%,"$12,189",45.3,2019
774,Bayville Elementary School,"PK, KG-4",Berkeley Township School District,455,38.5%,"$12,564",45.3,2019
775,Joseph T. Donahue Elementary School,3-4,Barnegat Township School District,278,23.4%,"$8,441",45,2019
776,Southampton Township School #2,3-5,Southampton Township School District,230,23.9%,"$12,084",45,2019
777,Rolling Hills Primary School,2-3,Vernon Township School District,429,16.8%,"$11,628",45,2019
778,Van Derveer Elementary School,"PK, KG-5",Somerville Public School District,802,38.3%,"$11,128",44.8,2019
779,Leonardo Elementary School,K-5,Middletown Township Public School District,274,21.2%,"$9,254",44.8,2019
780,Franklin Borough School,"PK, KG-8",Franklin Borough School District,438,38.1%,"$15,890",44.8,2019
781,Marlton Elementary,K-5,Evesham Township School District,438,5.9%,"$9,212",44.7,2019
782,School #11,K-5,Clifton Public School District,431,65.4%,"$12,583",44.6,2019
783,Roosevelt School #7,"PK, KG-5",Garfield Public School District,230,51.3%,"$12,612",44.6,2019
784,Arthur M. Judd,"PK, KG-4",North Brunswick Township School District,793,36.7%,"$10,316",44.5,2019
785,Florence M. Burd,"PK, KG-4",Andover Regional School District,225,14.7%,"$14,461",44.4,2019
786,Jefferson (Annex) Elementary School,K-3,Wallington Boro School District,243,33.3%,"$6,495",44.4,2019
787,Vineland Public Charter School,"PK, KG-8",Vineland Public Charter School,383,42.0%,"$7,019",44.2,2019
788,Hoover Elementary School,"PK, KG-5",Bergenfield Borough School District,235,63.0%,"$12,367",44.2,2019
789,Martin Luther King Junior School,"PK, KG-8",Jersey City Public Schools,912,89.7%,"$9,613",44.1,2019
790,Joseph A. Citta Elementary School,"PK, KG-5",Toms River Regional School District,569,43.4%,"$6,372",44.1,2019
791,Washington Street Elementary School,K-5,Toms River Regional School District,369,30.9%,"$6,399",44,2019
792,Roosevelt Elementary School,"PK, KG-6",Kearny,407,28.3%,"$8,172",44,2019
793,Ocean Avenue Elementary School,"PK, KG-5",Middletown Township Public School District,294,31.6%,"$8,747",44,2019
794,Mansfield Township Elementary,"PK, KG-6",Mansfield Township Elementary School District,609,33.5%,"$12,529",44,2019
795,John Adams,"PK, KG-4",North Brunswick Township School District,598,34.9%,"$9,137",43.8,2019
796,Ogdensburg Borough School,"PK, KG-8",Ogdensburg Borough School District,235,26.0%,"$14,824",43.8,2019
797,Franklin Elementary,"PK, KG-4",Township of Union School District,417,34.1%,"$8,711",43.8,2019
798,Sayen Elementary School,K-5,Hamilton Township Public School District,288,18.4%,"$9,728",43.5,2019
799,Washington Elementary School,"PK, KG-4",Little Ferry Public School District,466,35.0%,"$1,225",43.5,2019
800,Tabernacle Elementary School,"PK, KG-4",Tabernacle Township School District,373,12.3%,"$11,182",43.4,2019
801,Marie V. Duffy Elementary School,"PK, KG-5",Wharton Borough School District,462,51.7%,"$10,879",43.3,2019
802,Park Elementary School,"PK, KG-8",Newark Public School District,832,81.0%,"$8,704",43.2,2019
803,Belleville PS4,"PK, KG-6",Belleville Public School District,430,55.1%,,43.1,2019
804,Merriam Avenue School,"PK, KG-4",Newton Public School District,475,46.1%,"$9,845",43.1,2019
805,Helen L Beeler,K-5,Evesham Township School District,592,12.2%,"$7,091",43,2019
806,Indian Mills Elementary School,"PK, KG-4",Shamong Township School District,394,9.4%,"$15,158",43,2019
807,Cecil S. Collins Elementary,K-2,Barnegat Township School District,390,25.1%,"$5,306",42.7,2019
808,Ridgeway Elementary School,"PK, KG-5",Manchester Township School District,430,33.3%,"$15,367",42.7,2019
809,Crawford-Rodriguez Elementary School,"PK, KG-5",Jackson Township School District,674,32.0%,"$8,982",42.6,2019
810,Estell Manor Elementary School,K-8,Estell Manor School District,181,27.6%,"$13,620",42.6,2019
811,Rafael Cordero y Molina,"PK, KG-8",Jersey City Public Schools,816,40.7%,"$10,087",42.5,2019
812,Belleville PS5,K-6,Belleville Public School District,420,49.0%,,42.3,2019
813,Benjamin Franklin Elementary School,K-5,Edison Township School District,604,20.5%,"$6,208",42.2,2019
814,Robinson Elementary School,K-5,Hamilton Township Public School District,384,28.6%,"$8,942",42.2,2019
815,Washington Elementary School,"PK, KG-5",West Orange Public Schools,428,82.5%,"$11,461",42.2,2019
816,Robert Morris School,"PK, KG-8",South Bound Brook Public School District,423,49.2%,"$13,506",42.2,2019
817,Francis Lore Elementary School,"PK, KG-5",Ewing Township School District,557,39.0%,"$11,727",42,2019
818,James J. Flynn Elementary School,K-4,Perth Amboy Public School District,763,82.4%,"$17,149",41.9,2019
819,Parkview Elementary School,"PK, KG-3",Stratford School District,367,38.7%,"$10,763",41.9,2019
820,John F. Kennedy Elementary School,"PK, KG-5",Jamesburg Public School District,501,61.7%,"$12,212",41.9,2019
821,West Amwell Township School,K-6,South Hunterdon Regional School District,224,14.3%,"$11,144",41.9,2019
822,Camden's Promise Charter School,"PK, KG-12",Camden's Promise Charter School,"2,252",88.5%,"$8,782",41.9,2019
823,Lower Alloways Creek Elementary School,"PK, KG-8",The Lower Alloways Creek School District,163,25.2%,"$15,051",41.8,2019
824,Drum Point Road Elementary School,K-5,Brick Township Public School District,430,30.2%,"$8,027",41.8,2019
825,Yardville Heights Elementary School,K-5,Hamilton Township Public School District,261,39.1%,"$9,462",41.8,2019
826,Franklin School,K-6,Saddle Brook School District,320,23.4%,"$12,257",41.8,2019
827,Blackwood Elementary School,"PK, KG-5",Gloucester Township Public Schools,575,52.5%,"$11,827",41.7,2019
828,Battle Hill Elementary,"PK, KG-4",Township of Union School District,391,19.2%,"$12,502",41.6,2019
829,Ben Franklin Elementary,"PK, KG-3",Lawrence Township Public School District,399,16.5%,"$15,316",41.6,2019
830,Camden Prep Inc.,K-10,Camden Prep Inc.,734,99.6%,"$11,619",41.6,2019
831,J Harold Van Zant,K-5,Evesham Township School District,513,10.9%,"$8,694",41.5,2019
832,Whiting Elementary School,"PK, KG-5",Manchester Township School District,249,35.3%,"$19,177",41.4,2019
833,Pohatcong Township School,"PK, KG-8",Pohatcong Township School District,302,16.6%,"$14,021",41.2,2019
834,Belmar Elementary,"PK, KG-8",Belmar Elementary School District,466,58.6%,"$15,538",41.2,2019
835,Washington Memorial Elementary School,2-6,Washington Borough School District,293,42.0%,"$11,382",41.1,2019
836,Carteret Elementary School,K-6,Bloomfield Township School District,379,67.5%,"$7,694",41.1,2019
837,Lillian Drive School,1-4,Hazlet Township Public School District,252,21.4%,"$8,335",41.1,2019
838,Aura Elementary School,"PK, KG-6",Elk Township School District,349,30.1%,"$13,054",41,2019
839,Clarence B. Lamb Elementary School,"PK, KG-4",North Hanover Township School District,331,36.3%,"$11,042",41,2019
840,Erial Elementary School,"PK, KG-5",Gloucester Township Public Schools,642,45.8%,"$12,280",41,2019
841,Lake Tract Elementary School,2-6,Deptford Township Public School District,502,39.8%,"$6,306",40.8,2019
842,J. Garfield Jackson Senior Academy,"PK, KG-5",East Orange School District,256,53.9%,"$11,552",40.8,2019
843,Chews Elementary School,"PK, KG-5",Gloucester Township Public Schools,661,31.8%,"$11,338",40.7,2019
844,Long Beach Island Grade School,3-6,Long Beach Island Consolidated School District,117,24.8%,"$22,591",40.5,2019
845,Quinton Township School,"PK, KG-8",Quinton Township School District,306,35.0%,"$11,907",40.5,2019
846,Arthur Stanlick Elementary School,2-5,Jefferson Township Public School District,280,9.6%,"$10,708",40.4,2019
