rank,school,type,grades,address,city,zip,county,district,year
364,Newell Elementary School,Public,"PK, KG-4",27 High Street,Allentown,08501,Monmouth County,Upper Freehold Regional School District,2020
365,BelovED Community Charter School,"Public, Charter, Alternative",K-11,508 Grand Street,Jersey City,07302,Hudson County,BelovED Community Charter School,2020
366,Howard C. Johnson Elementary School,Public,"PK, KG-5",1021 Larsen Road,Jackson,08527,Ocean County,Jackson Township School District,2020
367,Logan Township Elementary School,Public,1-4,110 School Lane,Logan Township,08085,Gloucester County,Logan Township School District,2020
368,Katharine D Malone Elementary School,Public,K-5,524 Green Pond Road,Rockaway,07866,Morris County,Rockaway Township School District,2020
369,C. Richard Applegate School,Public,K-5,47 Jeanne Brennan Drive,Freehold,07728,Monmouth County,Freehold Township School District,2020
370,Fernbrook School,Public,K-5,206 Quaker Church Road,Randolph,07869,Morris County,Randolph Township School District,2020
371,Greenbrook Elementary School,Public,K-5,23 Roberts Street,Kendall Park,08824,Middlesex County,South Brunswick School District,2020
372,Marlton Elementary,Public,K-5,190 Tomlinson Mill Road,Marlton,08053,Burlington County,Evesham Township School District,2020
373,Horace Mann Elementary School,Public,K-5,150 Walt Whitman Blvd.,Cherry Hill,08003,Camden County,Cherry Hill School District,2020
374,School #2,Public,K-5,1270 Van Houten Avenue,Clifton,07013,Passaic County,Clifton Public School District,2020
375,Nellie F. Bennett Elementary School,Public,"PK, KG-5",Riviera Parkway,Point Pleasant Beach,08742,Ocean County,Point Pleasant Borough School District,2020
376,Virgil I. Grissom Elementary School,Public,K-5,One Sims Avenue,Old Bridge,08857,Middlesex County,Old Bridge Township School District,2020
377,Dr. Michael Conti School,Public,"PK, KG-8",182 Merseles St,Jersey City,07302,Hudson County,Jersey City Public Schools,2020
378,Chittick Elementary School,Public,"PK, KG-5",5 Flagler Street,E Brunswick,08816,Middlesex County,East Brunswick Township School District,2020
379,Stony Lane Elementary School,Public,K-4,W 110 Ridgewood Avenue,Paramus,07652,Bergen County,Paramus Public School District,2020
380,Bear Tavern Elementary School,Public,"PK, KG-5",1162 Bear Tavern Road,Titusville,08560,Mercer County,Hopewell Valley Regional School District,2020
381,Thomas A. Edison Elementary School,Public,"PK, KG-5",205 Melrose Avenue,Westmont,08108,Camden County,Haddon Township School District,2020
382,Robert L. Craig School,Public,"PK, KG-8",20 West Park Street,Moonachie,07074,Bergen County,Moonachie School District,2020
383,Benedict A. Cucinella School,Public,"PK, KG-5",470 Naughright Road,Long Valley,07853,Morris County,Washington Township School District,2020
384,Greenwich School,Public,"PK, KG-5",101 Wyndham Farm Boulevard,Stewartsville,08886,Warren County,Greenwich Township School District,2020
385,Oak Ridge Heights Elementary School,Public,K-5,720 Inman Avenue,Colonia,07067,Middlesex County,Woodbridge Township School District,2020
386,Ocean Road Elementary School,Public,"PK, KG-5",Benedict Street,Point Pleasant Beach,08742,Ocean County,Point Pleasant Borough School District,2020
387,Bay Head Elementary,Public,K-8,145 Grove Street,Bay Head,08742,Ocean County,Bay Head Borough School District,2020
388,Honiss Elementary/Middle School,Public,K-8,31 Depew St,Dumont,07628,Bergen County,Dumont Public School District,2020
389,Mill Lake,Public,"PK, KG-3",115 Monmouth Road,Monroe Twp,08831,Middlesex County,Monroe Township School District,2020
390,John F. Kennedy Elementary School,Public,K-5,1310 Ratzer Road,Wayne,07470,Passaic County,Wayne Township Public School District,2020
391,Ann Blanche Smith,Public,K-4,1000 Hillsdale Ave,Hillsdale,07642,Bergen County,Hillsdale School District,2020
392,School #9,Public,"PK, KG-5",25 Brighton Road,Clifton,07012,Passaic County,Clifton Public School District,2020
393,William A. Miller Elementary School,Public,K-5,2 Old Matawan Road,Old Bridge,08857,Middlesex County,Old Bridge Township School District,2020
394,Laning Avenue School,Public,"PK, KG-4",18 Lanning Rd,Verona,07044,Essex County,Verona Public School District,2020
395,Wayside Elementary School,Public,"PK, KG-4",733 Bowne Road,Ocean,07712,Monmouth County,Township of Ocean School District,2020
396,Stillwater Township School,Public,"PK, KG-6",904 Stillwater Road,Stillwater,07875,Sussex County,Stillwater Township School District,2020
397,Laura Donovan School,Public,K-5,237 Stonehurst Blvd,Freehold,07728,Monmouth County,Freehold Township School District,2020
398,Jefferson Elementary School,Public,K-5,200 Hickory Avenue,Bergenfield,07621,Bergen County,Bergenfield Borough School District,2020
399,Port Republic Elementary School,Public,K-8,137 Pomona Avenue,Port Republic,08241,Atlantic County,Port Republic School District,2020
400,Claremont Avenue Elementary School,Public,K-5,Claremont Avenue,Colonia,07067,Middlesex County,Woodbridge Township School District,2020
501,Lawrenceville Elementary School,Public,"PK, KG-3",40 Craven Lane,Lawrenceville,08648,Mercer County,Lawrence Township Public School District,2020
502,Washington Elementary School,Public,K-5,600 School Street,Township Of Washington,07676,Bergen County,Westwood Regional School District,2020
503,James A. Garfield Elementary School,Public,K-5,480 Haddon Ave,Collingswood,08108,Camden County,Collingswood Public School District,2020
504,Frenchtown Elementary,Public,"PK, KG-8",902 Harrison St,Frenchtown,08825,Hunterdon County,Frenchtown Borough School District,2020
505,Adlai E. Stevenson School,Public,"PK, KG-3",15 Knoll Road,Fairfield,07004,Essex County,Fairfield Public School District,2020
506,Harmony Elementary School,Public,"PK, KG-5",100 Murphy Road,New Monmouth,07748,Monmouth County,Middletown Township Public School District,2020
507,Island Heights Elementary School,Public,"PK, KG-6",115 Summit Ave,Island Heights,08732,Ocean County,Island Heights School District,2020
508,Adamsville Primary School,Public,"PK, KG-4",400 Union Avenue,Bridgewater,08807,Somerset County,Bridgewater-Raritan Regional School District,2020
509,Leonardo Elementary School,Public,K-5,14 Hosford Avenue,Leonardo,07737,Monmouth County,Middletown Township Public School District,2020
510,McKenzie School,Public,"PK, KG-4",125 Carlton Avenue,East Rutherford,07073,Bergen County,East Rutherford School District,2020
511,Oxford Central School,Public,"PK, KG-8",17 Kent Street,Oxford,07863,Warren County,Oxford Township School District,2020
512,Long Beach Island Grade School,Public,3-6,201    20th Street,Ship Bottom,08008,Ocean County,Long Beach Island Consolidated School District,2020
513,Laurel Springs School,Public,"PK, KG-6",623 Grand Avenue,Laurel Springs,08021,Camden County,Laurel Springs School District,2020
514,Morgan Elementary School,Public,"PK, KG-5",38 Stamford Road,Hamilton,08619,Mercer County,Hamilton Township Public School District,2020
515,Robert Treat Academy Charter School,"Public, Charter",K-8,443 Clifton Avenue,Newark,07104,Essex County,Robert Treat Academy Charter School,2020
516,Belleville PS9,Public,K-6,301 Ralph St,Belleville,07109,Essex County,Belleville Public School District,2020
517,Belleville PS10,Public,"PK, KG-6",527 Belleville Ave,Belleville,07109,Essex County,Belleville Public School District,2020
518,Lloyd Road Elementary School,Public,3-5,401 Lloyd Road,Aberdeen,07747,Monmouth County,Matawan-Aberdeen Regional School District,2020
519,Bertrand F. Gibbs Elementary School,Public,K-5,195 Sutton Place,New Milford,07646,Bergen County,New Milford Public School District,2020
520,Richard L Rice School,Public,"PK, KG-5",50 Crown Royal Parkway,Marlton,08053,Burlington County,Evesham Township School District,2020
521,Kingston Elementary School,Public,K-5,320 Kingston Rd.,Cherry Hill,08034,Camden County,Cherry Hill School District,2020
522,Byram Lakes Elementary School,Public,"PK, KG-4",11 Mansfield Drive,Stanhope,07874,Sussex County,Byram Township School District,2020
523,School #4,Public,K-5,279 Columbia Avenue,Cliffside Park,07010,Bergen County,Cliffside Park School District,2020
524,McKinley Avenue Elementary School,Public,3-4,1000 McKinley Avenue,Manahawkin,08050,Ocean County,Stafford Township School District,2020
525,Berkley Street School,Public,K-5,812 Berkley Street,New Milford,07646,Bergen County,New Milford Public School District,2020
526,Stoy Elementary School,Public,"PK, KG-5",206 Briarwood Avenue,Haddonfield,08033,Camden County,Haddon Township School District,2020
527,Ocean Township Elementary School,Public,"PK, KG-4",555 Dow Avenue,Oakhurst,07755,Monmouth County,Township of Ocean School District,2020
528,James A. McDivitt Elementary School,Public,K-5,1 Manny Martin Way,Old Bridge,08857,Middlesex County,Old Bridge Township School District,2020
529,Catherine A Dwyer Elementary School,Public,K-5,665 Mt  Hope Avenue,Wharton,07885,Morris County,Rockaway Township School District,2020
530,Abraham Lincoln Elementary School,Public,K-5,325 Mason Ave,Wyckoff,07481,Bergen County,Wyckoff Township Public School District,2020
531,Thomas Jefferson Elementary School,Public,"PK, KG-5",233 Goffle Hill Road,Hawthorne,07507,Passaic County,Hawthorne Public School District,2020
532,Bergen Arts and Sciences Charter School,"Public, Charter, Alternative",K-12,200 MacArthur Avenue,Garfield,07026,Bergen County,Bergen Arts and Science Charter School,2020
533,Ironia School,Public,K-5,303 Dover  Chester Road,Randolph,07869,Morris County,Randolph Township School District,2020
534,Fredon Township School,Public,"PK, KG-6",459 Route 94,Newton,07860,Sussex County,Fredon Township School District,2020
535,Crest Memorial School,Public,"PK, KG-8",9100 Pacific Ave,Wildwood Crest,08260,Cape May County,Wildwood Crest Borough School District,2020
536,Estell Manor Elementary School,Public,K-8,128 Cape May Avenue,Estell Manor,08319,Atlantic County,Estell Manor School District,2020
537,Lincoln School,Public,K-6,301 Harrison St,Nutley,07110,Essex County,Nutley Public School District,2020
538,Atlantic Avenue,Public,"PK, KG-2",21 East Atlantic Avenue,Haddon Heights,08035,Camden County,HADDON HEIGHTS School District,2020
539,Dwight D. Eisenhower Elementary School,Public,K-3,601 Ernston Road,Parlin,08859,Middlesex County,Sayreville School District,2020
540,Lafayette Township School,Public,"PK, KG-8",178 Beaver Run Road,Lafayette,07848,Sussex County,Lafayette Township School District,2020
541,Mount Arlington Public School,Public,3-8,235 Howard Boulevard,Mount Arlington,07856,Morris County,Mount Arlington Public School District,2020
542,Bayview Elementary School,Public,K-5,300 Leonardville Road,Belford,07718,Monmouth County,Middletown Township Public School District,2020
543,Memorial Elementary School,Public,3-5,485 Adelphia Road,Freehold,07728,Monmouth County,Howell Township Public School District,2020
544,Swimming River School,Public,3-5,220 Hance Avenue,Tinton Falls,07724,Monmouth County,Tinton Falls School District,2020
545,Apshawa Elementary School,Public,K-5,140 High Crest Drive,West Milford,07480,Passaic County,West Milford Township Public School District,2020
546,Gilbert Avenue School,Public,"PK, KG-5",151 Gilbert Avenue,Elmwood Park,07407,Bergen County,Elmwood Park School District,2020
547,Lanoka Harbor Elementary School,Public,K-4,281 Manchester Ave,Lanoka Harbor,08734,Ocean County,Lacey Township School District,2020
548,Clarendon School,Public,K-5,685 Fifth St,Secaucus,07094,Hudson County,Secaucus School District,2020
549,Langtree Elementary School,Public,"PK, KG-5",2080 Whatley Road,Hamilton,08690,Mercer County,Hamilton Township Public School District,2020
550,Indian Mills Elementary School,Public,"PK, KG-4",112 Indian Mills Road,Shamong,08088,Burlington County,Shamong Township School District,2020
551,Northfield Community Elementary School,Public,"PK, KG-4",2000 New Road,Northfield,08225,Atlantic County,Northfield City School District,2020
552,Hooper Avenue Elementary School,Public,K-5,1517  Hooper Avenue,Toms River,08753,Ocean County,Toms River Regional School District,2020
553,Ardena Elementary School,Public,3-5,355 Adelphia Road,Farmingdale,07727,Monmouth County,Howell Township Public School District,2020
554,Hardyston Township Elementary School,Public,"PK, KG-4",50 Route 23,Franklin,07416,Sussex County,Hardyston Township School District,2020
555,Whitman Elementary School,Public,K-5,827 Whitman School Dr,Turnersville,08012,Gloucester County,Washington Township School District,2020
556,Aura Elementary School,Public,"PK, KG-6",900 Clems Run,Glassboro,08028,Gloucester County,Elk Township School District,2020
557,Bloomsbury Borough School,Public,"PK, KG-8",20 Main Street,Bloomsbury,08804,Hunterdon County,Bloomsbury Borough School District,2020
558,Oldmans Township School,Public,"PK, KG-8",10 Freed Road,Pedricktown,08067,Salem County,Oldmans Township School District,2020
559,Washington Street Elementary School,Public,K-5,500 West Earl Court,Toms River,08753,Ocean County,Toms River Regional School District,2020
560,Ben Franklin Elementary,Public,"PK, KG-3",2939 Princeton Pike,Lawrenceville,08648,Mercer County,Lawrence Township Public School District,2020
561,John Adams,Public,"PK, KG-4",1420 Redmond Street,North Brunswick,08902,Middlesex County,North Brunswick Township School District,2020
562,Englewood on the Palisades Charter School,"Public, Charter",K-8,65  West Demarest Avenue,Englewood,07631,Bergen County,Englewood on the Palisades Charter School,2020
563,Hainesport Township School,Public,"PK, KG-8",211 Broad Street,Hainesport,08036,Burlington County,Hainesport Township School District,2020
564,Sayen Elementary School,Public,K-5,3333 Nottingham Way,Hamilton,08690,Mercer County,Hamilton Township Public School District,2020
565,Lillian Drive School,Public,1-4,28 Lillian Drive,Hazlet,07730,Monmouth County,Hazlet Township Public School District,2020
566,Patricia M. Noonan School PS #26,Public,"PK, KG-5",164 Laidlaw Ave,Jersey City,07306,Hudson County,Jersey City Public Schools,2020
567,Fleetwood Elementary School,Public,"PK, KG-4",231 Fleetwood Ave,Mount Laurel,08054,Burlington County,Mount Laurel Township School District,2020
568,Raritan Valley School,Public,1-4,37 Cresci Blvd,Hazlet,07730,Monmouth County,Hazlet Township Public School District,2020
569,M. Scott Carpenter Elementary School,Public,K-5,One Par Avenue,Old Bridge,08857,Middlesex County,Old Bridge Township School District,2020
570,Paradise Knoll Elementary School,Public,K-5,103 Paradise Road,Oak Ridge,07438,Passaic County,West Milford Township Public School District,2020
571,Slocum Skewes School,"Public, Alternative",2-9,650 Prospect Ave,Ridgefield,07657,Bergen County,Ridgefield School District,2020
572,Thomas Paine Elementary School,Public,K-5,4001 Church Rd.,Cherry Hill,08034,Camden County,Cherry Hill School District,2020
573,Frank W. Gavlak Elementary School,Public,K-6,106 King St,Wallington,07057,Bergen County,Wallington Boro School District,2020
574,Green Hills School,Public,K-8,69 Mackerly Road,Greendell,07839,Sussex County,Green Township School District,2020
575,Bells Elementary School,Public,K-5,227 Greentree Rd,Turnersville,08012,Gloucester County,Washington Township School District,2020
576,School #1,Public,K-5,158 Park Slope,Clifton,07011,Passaic County,Clifton Public School District,2020
577,The Ethical Community Charter School,"Public, Charter",K-8,95 Broadway,Jersey City,07306,Hudson County,The Ethical Community Charter School,2020
578,Arthur Stanlick Elementary School,Public,2-5,121 B  Shawnee Trail,Wharton,07885,Morris County,Jefferson Township Public School District,2020
579,School #16,Public,K-5,755 Grove Street,Clifton,07013,Passaic County,Clifton Public School District,2020
580,Manchester Township Elementary School,Public,K-5,101 N  Colonial Drive,Manchester,08733,Ocean County,Manchester Township School District,2020
581,Nixon Elementary School,Public,K-4,275 Mt  Arlington Boulevard,Landing,07850,Morris County,Roxbury Township School District,2020
582,Sandyston Walpack Consolidated School,Public,K-6,100 Route 560,Layton,07851,Sussex County,Sandyston-Walpack Consolidated School District,2020
583,Valley Road School,Public,"PK, KG-8",24 Valley Road,Stanhope,07874,Sussex County,Stanhope School District,2020
584,West Belmar Elementary School,Public,K-5,925 17th Avenue,Wall,07719,Monmouth County,Wall Township Public School District,2020
585,Elwood Kindle Elementary School,Public,2-5,211 Washington Avenue,Pitman,08071,Gloucester County,Pitman Boro School District,2020
586,Empowerment Academy Charter School,"Public, Charter",K-7,240 Ege Avenue,Jersey City,07304,Hudson County,Empowerment Academy Charter School,2020
587,Arthur Rann Elementary School,Public,K-6,515 S Eighth Ave,Galloway,08205,Atlantic County,Galloway Township Public School District,2020
588,Franklin Elementary School,Public,K-4,8 Meeker Street,Succasunna,07876,Morris County,Roxbury Township School District,2020
589,John Hill School,Public,3-8,435 Lathrop Avenue,Boonton,07005,Morris County,Boonton Town Public School District,2020
590,Mark Newbie Elementary School,Public,K-5,2 East Browning Rd,Collingswood,08108,Camden County,Collingswood Public School District,2020
591,Brigantine Community School,Public,"PK, KG-8",301 East Evans Blvd,Brigantine,08203,Atlantic County,Brigantine Public School District,2020
592,Endeavour Elementary School,Public,"PK, KG-4",1 School Road,Joint Base Mdl,08641,Burlington County,North Hanover Township School District,2020
593,Pohatcong Township School,Public,"PK, KG-8",240 Rte  519,Phillipsburg,08865,Warren County,Pohatcong Township School District,2020
594,Private Nicholas Minue Elementary School,Public,"PK, KG-5",83 Post Blvd,Carteret,07008,Middlesex County,Carteret Public School District,2020
595,Marian E. McKeown Elementary School,Public,"PK, KG-6",One School Road,Newton,07860,Sussex County,Hampton Township School District,2020
596,School #13,Public,K-5,782 Van Houten Avenue,Clifton,07013,Passaic County,Clifton Public School District,2020
597,Woodside Avenue School,Public,K-5,305 Woodside Avenue,Franklin Lakes,07417,Bergen County,Franklin Lakes School District,2020
598,John F. Kennedy Primary School,Public,K-4,255 Woodmere Street,Raritan,08869,Somerset County,Bridgewater-Raritan Regional School District,2020
599,Number 9,Public,"PK, KG-5",1401 Deerfield Terrace,Linden,07036,Union County,Linden Public School District,2020
600,Roosevelt Elementary School,Public,K-5,50 Roosevelt Avenue,Hawthorne,07506,Passaic County,Hawthorne Public School District,2020
601,Holland Township Elementary School,Public,"PK, KG-8",710 Milford  Warren Glen Road,Milford,08848,Hunterdon County,Holland Township School District,2020
602,Birches Elementary School,Public,K-5,416 Westminster Blvd,Turnersville,08012,Gloucester County,Washington Township School District,2020
603,Memorial School,Public,"PK, KG-3",1 Haines Avenue,Emerson,07630,Bergen County,Emerson Public School District,2020
604,Switlik Elementary School,Public,"PK, KG-5",75 West Veterans Highway,Jackson,08527,Ocean County,Jackson Township School District,2020
605,Cedar Creek Elementary School,Public,K-4,220 Western Blvd,Lanoka Harbor,08734,Ocean County,Lacey Township School District,2020
606,Warren E. Sooy Junior Elementary School,Public,2-5,601 N  Fourth Street,Hammonton,08037,Atlantic County,Hammonton School District,2020
607,Florence M. Burd,Public,"PK, KG-4",219 Newton Sparta Road,Newton,07860,Sussex County,Andover Regional School District,2020
608,Clara Barton Elementary School,Public,K-5,223 Rhode Island Ave.,Cherry Hill,08034,Camden County,Cherry Hill School District,2020
609,Jefferson (Annex) Elementary School,Public,K-3,6 Bond Street,Wallington,07057,Bergen County,Wallington Boro School District,2020
610,South Harrison Elementary School,Public,"PK, KG-6",904 Mullica Hill Rd,Harrisonville,08039,Gloucester County,South Harrison Township School District,2020
611,Westbrook Elementary School,Public,K-5,55 Nosenzo Pond Road,West Milford,07480,Passaic County,West Milford Township Public School District,2020
612,White Rock Elementary School,Public,2-5,2 Francine Place,Oak Ridge,07438,Morris County,Jefferson Township Public School District,2020
613,Cedar Grove Elementary School,Public,"PK, KG-5",179 Cedar Grove Road,Toms River,08753,Ocean County,Toms River Regional School District,2020
614,University Heights Elementary School,Public,"PK, KG-5",645 Paxson Avenue,Hamilton,08690,Mercer County,Hamilton Township Public School District,2020
615,Haskell Elementary School,Public,"PK, KG-8",973 Ringwood Avenue,Haskell,07420,Passaic County,Wanaque School District,2020
616,MacAfee Road School,Public,"PK, KG-5",53 Macafee Road,Somerset,08873,Somerset County,Franklin Township Public School District,2020
617,E. Roy Bixby,Public,"PK, KG-5",25 Fischer Ave,Bogota,07603,Bergen County,Bogota Public School District,2020
618,Number 10,Public,"PK, KG-5",2801 Highland Avenue,Linden,07036,Union County,Linden Public School District,2020
619,Farmingdale Elementary,Public,"PK, KG-8",49 Academy St,Farmingdale,07727,Monmouth County,Farmingdale Public School District,2020
620,Washington Irving School #4,Public,"PK, KG-5",12 Madonna Place,Garfield,07026,Bergen County,Garfield Public School District,2020
621,Eldridge Park School,Public,K-3,55 Lawn Park Ave,Lawrenceville,08648,Mercer County,Lawrence Township Public School District,2020
622,Harmony Township School,Public,"PK, KG-8",2551 Belvidere Road,Phillipsburg,08865,Warren County,Harmony Township School District,2020
623,Columbus School,Public,K-5,370 Westervelt Place,Lodi,07644,Bergen County,Lodi School District,2020
624,School #5,Public,K-5,136 Valley Road,Clifton,07013,Passaic County,Clifton Public School District,2020
625,Madison Elementary School,Public,"PK, KG-6",944 Madison Avenue,Rahway,07065,Union County,Rahway Public School District,2020
626,Roosevelt Elementary School,Public,"PK, KG-4",135 Jackson Avenue,South Plainfield,07080,Middlesex County,South Plainfield School District,2020
627,John A. Forrest Elementary School,Public,K-4,10 - 00 Hopper Ave,Fair Lawn,07410,Bergen County,Fair Lawn Public School District,2020
628,Ridgeway Elementary School,Public,"PK, KG-5",2861 Ridgeway Rd,Manchester,08759,Ocean County,Manchester Township School District,2020
629,School #14,Public,"PK, KG-5",99 St  Andrews Boulevard,Clifton,07012,Passaic County,Clifton Public School District,2020
630,Wilson School,Public,"PK, KG-5",80 Union Street,Lodi,07644,Bergen County,Lodi School District,2020
631,Lenape Meadows,Public,"PK, KG-3",160 Ridge Road,Mahwah,07430,Bergen County,Mahwah Township Public School District,2020
632,Green-Fields Elementary School,Public,3-4,15 Hill Lane,Woodbury,08096,Gloucester County,West Deptford Township School District,2020
633,Yardville Elementary School,Public,"PK, KG-5",450 Yardville  Allentown Rd,Hamilton,08620,Mercer County,Hamilton Township Public School District,2020
634,Woodrow Wilson School #5,Public,"PK, KG-5",205 Outwater Lane,Garfield,07026,Bergen County,Garfield Public School District,2020
635,Frankford Township School,Public,"PK, KG-8",4 Pines Road,Branchville,07826,Sussex County,Frankford Township Consolidated School District,2020
636,Fort Dix Elementary School,Public,"PK, KG-5",1199 Fort Dix  Juliustown Road,Fort Dix,08640,Burlington County,Pemberton Township School District,2020
637,Midland School #1,Public,"PK, KG-8",300 Rochelle Ave,Rochelle Park,07662,Bergen County,Rochelle Park School District,2020
638,School #8,Public,"PK, KG-5",41 Oak Street,Clifton,07014,Passaic County,Clifton Public School District,2020
639,Roosevelt School,Public,"PK, KG-5",435 Passaic Avenue,Lodi,07644,Bergen County,Lodi School District,2020
640,Summerfiled Elementary School,Public,"PK, KG-5",1 Summerfield La,Neptune,07753,Monmouth County,Neptune Township School District,2020
641,Wanaque Elementary School,Public,"PK, KG-8",First Street,Wanaque,07465,Passaic County,Wanaque School District,2020
642,Cape May City Elementary School,Public,"PK, KG-6",921 Lafayette St,Cape May,08204,Cape May County,Cape May City School District,2020
643,Eagleswood Elementary School,Public,"PK, KG-6",511 Route 9,West Creek,08092,Ocean County,Eagleswood Township School District,2020
644,Reeds Road Elementary School,Public,K-6,103 South Reeds Road,Galloway,08205,Atlantic County,Galloway Township Public School District,2020
645,Central Elementary School,Public,"PK, KG-3",281 Route 46,Great Meadows,07838,Warren County,Great Meadows Regional School District,2020
646,Swift-Slaybaugh Complex,Public,"PK, KG-3",11 Swift Avenue,Egg Harbor Township,08234,Atlantic County,Egg Harbor Township School District,2020
647,Lincoln Elementary School,Public,"PK, KG-5",Burton & Paterson Aves,Hasbrouck Heights,07604,Bergen County,Hasbrouck Heights School District,2020
648,Whiting Elementary School,Public,"PK, KG-5",412 Manchester Blvd,Whiting,08759,Ocean County,Manchester Township School District,2020
649,Warren G. Harding Elementary School,Public,"PK, KG-6",426 Boulevard,Kenilworth,07033,Union County,Kenilworth School District,2020
650,Mansfield Township Elementary,Public,"PK, KG-6",50 Port Murray Road,Port Murray,07865,Warren County,Mansfield Township Elementary School District,2020
651,Netcong Elementary School,Public,"PK, KG-8",26 College Road,Netcong,07857,Morris County,Netcong School District,2020
652,Lafayette Estates Elementary School,Public,K-5,Ford Avenue,Fords,08863,Middlesex County,Woodbridge Township School District,2020
653,Parkview Elementary School,Public,"PK, KG-3",123 Parkview Rd,Stratford,08084,Camden County,Stratford School District,2020
654,Memorial Elementary School,Public,"PK, KG-4",201 Squaw Brook Rd.,North Haledon,07508,Passaic County,North Haledon School District,2020
655,Silver Bay Elementary School,Public,"PK, KG-5",100 Silver Bay Road,Toms River,08753,Ocean County,Toms River Regional School District,2020
656,Crawford-Rodriguez Elementary School,Public,"PK, KG-5",1025 Larsen Road,Jackson,08527,Ocean County,Jackson Township School District,2020
657,Maple Road Elementary School,Public,"PK, KG-5",36 Maple Road,West Milford,07480,Passaic County,West Milford Township Public School District,2020
658,E Raymond Appleby Elementary School,Public,2-5,23 Vliet Street,Spotswood,08884,Middlesex County,Spotswood Public School District,2020
659,Whitehall Elementary School,Public,"PK, KG-4",161 Whitehall Rd,Williamstown,08094,Gloucester County,Monroe Township Public School District,2020
660,Mary S. Shoemaker School,Public,1-5,201 E  Millbrooke Ave,Woodstown,08098,Salem County,Woodstown-Pilesgrove Regional School District,2020
661,Dennis B O'Brien Elementary School,Public,"PK, KG-5",16 Mineral Spring Drive,Dover,07801,Morris County,Rockaway Township School District,2020
662,Drum Point Road Elementary School,Public,K-5,41 Drum Point Rd,Brick,08723,Ocean County,Brick Township Public School District,2020
663,Seth Boyden Elementary Demonstration School,Public,K-5,274 Boyden Ave,Maplewood,07040,Essex County,South Orange-Maplewood School District,2020
664,Middle Road School,Public,1-4,305 Middle Road,Hazlet,07730,Monmouth County,Hazlet Township Public School District,2020
665,Thomas Jefferson School #9,Public,"PK, KG-5",62 Alpine Street,Garfield,07026,Bergen County,Garfield Public School District,2020
666,Alexander Hamilton,Public,3-5,24 Mills Street,Morristown,07960,Morris County,Morris School District,2020
667,South End Elementary School,Public,"PK, KG-4",116 Harper Terrace,Cedar Grove,07009,Essex County,Cedar Grove Township School District,2020
668,Roland Rogers Elementary School,Public,"PK, KG-6",105 S  Reeds Road,Galloway,08205,Atlantic County,Galloway Township Public School District,2020
669,Lillian M. Steen,Public,"PK, KG-5",134 W. Main,Bogota,07603,Bergen County,Bogota Public School District,2020
670,National Park School,Public,"PK, KG-6",516 Lakehurst Ave,National Park,08063,Gloucester County,National Park Boro School District,2020
671,Menlo Park Terrace Elementary School,Public,K-5,19 Maryknoll Road,Metuchen,08840,Middlesex County,Woodbridge Township School District,2020
672,Roosevelt School,Public,3-5,530 Stuyvesant Ave,Lyndhurst,07071,Bergen County,Lyndhurst Public School District,2020
673,Belmar Elementary,Public,"PK, KG-8",1101 Main Street,Belmar,07719,Monmouth County,Belmar Elementary School District,2020
674,Upper Greenwood Lake Elementary School,Public,K-5,41 Henry Road,Hewitt,07421,Passaic County,West Milford Township Public School District,2020
675,Beatrice Gilmore School,Public,3-5,1075 McBride Avenue,Woodland Park,07424,Passaic County,Woodland Park School District,2020
676,Merchantville Elementary School,Public,"PK, KG-8",130 S Centre St,Merchantville,08109,Camden County,Merchantville School District,2020
677,Washington School,Public,"PK, KG-5",310 N  Main Street,Lodi,07644,Bergen County,Lodi School District,2020
678,Southwood Elementary School,Public,K-5,64 Southwood Dr,Old Bridge,08857,Middlesex County,Old Bridge Township School District,2020
679,George Washington Elementary School,Public,"PK, KG-5",175 Albert Street,North Arlington,07031,Bergen County,North Arlington School District,2020
680,Holly Hills Elementary School,Public,"PK, KG-3",500 Ogden Drive,Westampton,08060,Burlington County,Westampton Township Public School District,2020
681,Carlstadt Public School,Public,"PK, KG-8",550 Washington Street,Carlstadt,07072,Bergen County,Carlstadt Public School District,2020
682,Ventnor Elementary School,Public,"PK, KG-4",400 N  Lafayette Avenue,Ventnor City,08406,Atlantic County,Ventnor City School District,2020
683,Lucy N. Holman Elementary School,Public,"PK, KG-5",125 Manhattan Street,Jackson,08527,Ocean County,Jackson Township School District,2020
684,Southampton Township School #2,Public,3-5,100 Miss Mabel Drive,Southampton,08088,Burlington County,Southampton Township School District,2020
685,Thomas Jefferson Elementary School,Public,K-5,100 Prospect Avenue,North Arlington,07031,Bergen County,North Arlington School District,2020
686,Oak Knoll Elementary School,Public,"PK, KG-4",23 Bodine Avenue,Williamstown,08094,Gloucester County,Monroe Township Public School District,2020
687,Delran Intermediate School,Public,3-5,20 Creek Road,Delran,08075,Burlington County,Delran Township School District,2020
688,Dennis Township Elementary/Middle Schools,Public,3-8,165 Academy Road,Dennisville,08214,Cape May County,Dennis Township School District,2020
689,Bartle Elementary School,Public,2-5,435 Mansfield Street,Highland Park,08904,Middlesex County,Highland Park Boro School District,2020
690,Washington Elementary School,Public,"PK, KG-4",130 A Liberty St,Little Ferry,07643,Bergen County,Little Ferry Public School District,2020
691,Joseph T. Donahue Elementary School,Public,3-4,200 Bengal Blvd,Barnegat,08005,Ocean County,Barnegat Township School District,2020
