rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
536,Lawnside School,"PK, KG-8",Lawnside School Distric,311,49.50%,"$13,798 ",27.9,2019
537,Hackensack Middle School,8-May,Hackensack School District,"1,499",70.60%,"$13,905 ",27.5,2019
538,Kenneth R. Olson Middle School,8-May,Tabernacle Township School District,323,14.60%,"$10,423 ",27.4,2019
539,Eastampton Township Community School,"PK, KG-8",Eastampton Township School District,586,24.10%,"$12,289 ",27.3,2019
540,Sgt. Dominick Pilla Middle School,8-Jun,Vineland Public School District,675,48.00%,"$12,703 ",27.2,2019
541,Marion P. Thomas Charter School,"PK, KG-12",Marion P. Thomas Charter School,"1,618",90.50%,"$8,798 ",27.2,2019
542,Fords Middle School,8-Jun,Woodbridge Township School District,653,50.70%,"$8,737 ",27,2019
543,Maple Shade High School,12-Jul,Maple Shade School District,861,43.30%,"$9,391 ",26.9,2019
544,Pine Hill Middle School,8-Jun,Pine Hill School District,377,59.20%,"$10,061 ",26.9,2019
545,Community Charter School of Paterson,K-8,Community Charter School of Paterson,918,63.50%,"$10,771 ",26.3,2019
546,Nicholas S. Lacorte-Peterstown School No. 3,K-8,Elizabeth Public Schools,728,85.90%,"$10,474 ",26.3,2019
547,Glassboro Intermediate School,8-Jul,Glassboro School District,281,47.70%,,26.3,2019
548,Woodrow Wilson,"PK, KG-8",Neptune City School District,263,55.50%,"$16,187 ",26.3,2019
549,Walnut Street School,8-Jun,Delanco Township School District,137,35.80%,"$6,370 ",26.1,2019
550,Jersey City Community Charter School,K-8,Jersey City Community Charter School,582,76.50%,"$5,983 ",26,2019
551,Millville Public Charter School,K-8,Millville Public Charter School,227,39.20%,"$8,381 ",25.9,2019
552,George Washington Academy School No. 1,"PK, KG-8",Elizabeth Public Schools,579,87.60%,"$7,312 ",25.5,2019
553,Franklin Elementary School,8-Jan,North Bergen School District,612,62.90%,"$5,450 ",25.4,2019
554,Hoboken Middle School,8-Jun,Hoboken Public School District,164,65.20%,"$12,680 ",25.3,2019
555,Phillipsburg Middle School,8-Jun,Phillipsburg School District,676,66.40%,"$14,763 ",25.2,2019
556,School 24,"PK, KG-8",Paterson Public School District,840,79.20%,"$7,719 ",25.1,2019
557,Somerville Middle School,8-Jun,Somerville Public School District,371,43.40%,"$12,292 ",25.1,2019
558,Elmora School No. 12,"PK, KG-8",Elizabeth Public Schools,688,77.60%,"$9,954 ",24.8,2019
559,Helen A. Fort Middle School,8-Jul,Pemberton Township School District,664,45.00%,"$18,350 ",24.7,2019
560,Woodbridge Middle School,8-Jun,Woodbridge Township School District,516,44.40%,"$10,503 ",24.6,2019
561,Clayton Middle School,8-Jun,Clayton Public School District,343,51.90%,"$9,678 ",24.4,2019
562,Lincoln Middle School,8-Jul,Kearny,856,56.90%,"$7,850 ",24.3,2019
563,Walter O. Krumbiegel Middle School,8-Jul,Hillside Public School District,452,67.70%,"$8,834 ",24.1,2019
564,Woodrow Wilson School No. 19,"PK, KG-8",Elizabeth Public Schools,656,80.50%,"$9,319 ",24.1,2019
565,Winfield Township,"PK, KG-8",Winfield Township,135,22.20%,"$15,980 ",23.3,2019
566,John F Kennedy Elementary School,8-Jan,North Bergen School District,529,72.00%,"$6,067 ",23.1,2019
567,Whitney E. Houston Academy,"PK, KG-8",East Orange School District,369,62.30%,"$15,694 ",23.1,2019
568,Harmony Township School,"PK, KG-8",Harmony Township School District,243,11.50%,"$16,374 ",23.1,2019
569,Downe Township Elementary School,"PK, KG-8",Downe Township School District,183,42.60%,"$15,041 ",23,2019
570,Lincoln Community School #5,"PK, KG-8",Bayonne School District,434,56.50%,"$15,194 ",22.9,2019
571,Mabel G. Homes School No. 5,"PK, KG-8",Elizabeth Public Schools,863,85.20%,"$8,660 ",22.7,2019
572,Maurice River Township School,"PK, KG-8",Maurice River Township School District,403,41.90%,"$11,252 ",22.2,2019
573,Sonia Sotomayor School No 25,K-8,Elizabeth Public Schools,609,94.40%,"$11,125 ",22.1,2019
574,Lakehurst Elementary School,"PK, KG-8",Lakehurst School District,366,53.00%,"$16,629 ",22,2019
575,Paterson Arts and Science Charter School,K-12,Paterson Arts and Science Charter School,788,73.90%,"$9,134 ",22,2019
576,Rahway 7th & 8th Grade Academy,8-Jul,Rahway Public School District,688,58.00%,"$13,603 ",22,2019
577,Joseph E. Soehl Middle School,8-Jun,Linden Public School District,679,65.40%,"$9,465 ",21.4,2019
578,Belleville Middle School,8-Jul,Belleville Public School District,624,58.80%,,21,2019
579,Lincoln School,8-May,Fairview Public School District,700,64.40%,"$10,180 ",21,2019
580,Park Avenue Elementary School,"PK, KG-8",ORANGE BOARD OF EDUCATION School District,427,82.20%,"$11,933 ",20.9,2019
581,Joseph Battin School No 4,K-8,Elizabeth Public Schools,825,82.50%,"$10,619 ",20.9,2019
582,Winslow Township Middle School,8-Jul,Winslow Township School District,720,55.00%,"$11,293 ",20.9,2019
583,Paul Robeson Community School for the Arts,"PK, KG-8",New Brunswick School District,665,56.10%,"$9,460 ",20.8,2019
584,Mahatma K. Gandhi School,"PK, KG-8",Jersey City Public Schools,"1,434",70.70%,"$10,107 ",20.8,2019
585,Samuel E. Shull Middle School,8-May,Perth Amboy Public School District,"1,399",87.50%,"$12,637 ",20.6,2019
586,Myles J. McManus MIddle School,8-Jun,Linden Public School District,687,54.10%,"$9,022 ",20.5,2019
587,Veterans Memorial Middle,8-Jun,Vineland Public School District,787,62.00%,"$13,388 ",20,2019
588,Alice Costello Elementary School,"PK, KG-8",Brooklawn Public School District,315,60.60%,"$12,492 ",19.8,2019
589,Neptune Middle School,8-Jun,Neptune Township School District,721,57.00%,"$13,565 ",19.7,2019
590,Hawthorne Avenue School,"PK, KG-8",Newark Public School District,457,73.30%,"$10,415 ",19.5,2019
591,Ivy Hill Elementary School,"PK, KG-8",Newark Public School District,548,63.00%,"$11,199 ",19.1,2019
592,John Marshal School No. 20,K-8,Elizabeth Public Schools,382,89.30%,"$12,585 ",18.9,2019
593,Long Branch Middle School,8-Jun,LONG BRANCH PUBLIC SCHOOL District,"1,198",87.00%,"$11,016 ",18.8,2019
594,School 25,"PK, KG-8",Paterson Public School District,601,53.40%,"$8,314 ",18.6,2019
595,College Achieve Paterson Charter School,K-10,College Achieve Paterson Charter School,504,91.30%,"$10,075 ",18.5,2019
596,Community Middle School,8-Jul,Bound Brook School District,256,75.80%,"$9,871 ",18.5,2019
597,Burlington City High School,12-Jul,Burlington City Public School District,643,54.40%,"$20,674 ",18.2,2019
598,Buena Regional Middle School,8-Jun,Buena Regional School District,375,62.70%,"$12,071 ",18.2,2019
599,Dr. Charles P. DeFuccio School,"PK, KG-8",Jersey City Public Schools,387,87.30%,"$16,245 ",18.2,2019
600,North Plainfield Middle School,8-Jul,North Plainfield School District,544,50.20%,"$8,550 ",18.2,2019
601,University High School,12-Jul,Newark Public School District,505,67.10%,"$12,448 ",17.8,2019
602,School 18,8-Jan,Paterson Public School District,935,59.80%,"$6,561 ",17.2,2019
603,William C. McGinnis Middle School,8-May,Perth Amboy Public School District,"1,508",94.10%,"$12,488 ",17.2,2019
604,Hawkins Street School,K-8,Newark Public School District,661,88.40%,"$9,204 ",17.1,2019
605,West Avenue School,K-8,Bridgeton City School District,711,86.90%,"$12,057 ",17,2019
606,Woodbury Junior-Senior High School,12-Jun,Woodbury City Public School District,680,63.50%,"$15,502 ",17,2019
607,Belvidere Elementary School,"PK, KG-8",Belvidere School District,169,25.40%,"$16,862 ",16.9,2019
608,Howard M. Phifer Middle School,8-Jun,Pennsauken Township Board of Education School District,"1,151",73.70%,"$9,290 ",16.9,2019
609,Benjamin Banneker Preparatory Charter School,K-8,Benjamin Banneker Preparatory Charter School,360,15.30%,"$8,406 ",16.4,2019
610,Texas Avenue School,K-8,Atlantic City School District,522,97.90%,"$12,119 ",15.9,2019
611,Lakewood Middle School,8-Jun,Lakewood Township School District,"1,334",94.50%,"$13,211 ",15.9,2019
612,Lincoln Annex School,8-Apr,New Brunswick School District,746,58.70%,"$8,890 ",15.9,2019
613,School No. 5,K-8,Passaic City School District,472,99.20%,"$12,553 ",15.7,2019
614,Grace Wilday Junior High School,8-Jul,Roselle Public School District,468,65.00%,"$12,239 ",15.7,2019
615,Janis E. Dismus Middle School,8-Jun,Englewood Public School District,563,77.10%,"$11,153 ",15.7,2019
616,New Brunswick Middle School,8-Jun,New Brunswick School District,"1,167",48.20%,"$10,184 ",15.6,2019
617,School 7,8-May,Paterson Public School District,198,58.60%,"$12,688 ",15.4,2019
618,Christopher Columbus School No. 15,K-8,Elizabeth Public Schools,665,86.50%,"$9,543 ",15.3,2019
619,Speedway Avenue School,K-8,Newark Public School District,685,79.70%,"$8,301 ",15.1,2019
620,Joseph A. Taub School,8-Jun,Paterson Public School District,696,78.60%,"$7,202 ",15.1,2019
621,Cleveland Street Elementary School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,298,83.90%,"$11,904 ",15.1,2019
622,Dr. Hani Awadallah School,"PK, KG-8",Paterson Public School District,669,74.90%,"$8,552 ",15.1,2019
623,School 3,K-8,Paterson Public School District,415,70.80%,"$8,917 ",15.1,2019
624,Prospect Park School No. 1,"PK, KG-8",Prospect Park Public School District,884,60.00%,"$11,282 ",14.9,2019
625,Mckinley Community School,"PK, KG-8",New Brunswick School District,761,42.80%,"$12,963 ",14.5,2019
626,School 2,K-8,Paterson Public School District,533,67.70%,"$11,646 ",14.4,2019
627,Cleveland Avenue School,"PK, KG-8",Newark Public School District,426,77.90%,"$11,554 ",14.3,2019
628,Wildwood Middle School,8-Jun,Wildwood City School District,174,85.60%,"$19,878 ",14.3,2019
629,Greater Brunswick Charter School,K-8,Greater Brunswick Charter School,392,83.70%,"$10,212 ",14.3,2019
630,KIPP: Cooper Norcross A New Jersey Nonprofit Corporation,K-10,KIPP: Cooper Norcross A New Jersey Nonprofit Corporation,"1,362",96.80%,"$12,672 ",14.1,2019
631,Union Avenue Middle School,8-Jun,Irvington Public School District,723,84.90%,"$9,597 ",13.9,2019
632,Leap Academy University Charter School,K-12,LEAP Academy University Charter School,"1,482",83.50%,"$10,261 ",13.9,2019
633,Peshine Avenue School,"PK, KG-8",Newark Public School District,735,75.50%,"$11,004 ",13.9,2019
634,Avon Avenue School,"PK, KG-8",Newark Public School District,466,76.20%,"$12,937 ",13.8,2019
635,Joseph R. Bolger Middle School,8-Jun,Keansburg School District,348,50.90%,"$15,314 ",13.8,2019
636,Dr. Henry H. Davis Elementary School,"PK, KG-8",Camden City School District,321,63.20%,"$20,427 ",13.7,2019
637,School 16,"PK, KG-8",Paterson Public School District,851,59.80%,"$6,870 ",13.2,2019
638,University Heights Charter School,"PK, KG-8",University Heights Charter School,970,62.00%,"$9,462 ",12.5,2019
639,New Horizons Community Charter School,K-8,New Horizons Community Charter School,679,97.10%,"$12,066 ",12.3,2019
640,Freedom Prep Charter School,K-12,Freedom Prep Charter School,879,69.90%,"$11,641 ",12.1,2019
641,President Barack Obama Elementary School,"PK, KG-8",Jersey City Public Schools,453,89.20%,"$15,299 ",11.8,2019
642,Winfield Scott School No. 2,"PK, KG-8",Elizabeth Public Schools,655,84.90%,"$9,616 ",11.5,2019
643,Jerome Dunn Academy No 9,K-8,Elizabeth Public Schools,863,93.30%,"$9,150 ",11.4,2019
644,South Street Elementary School,"PK, KG-8",Newark Public School District,672,81.30%,"$10,591 ",11.4,2019
645,School 13,K-8,Paterson Public School District,533,65.70%,"$8,300 ",11.3,2019
646,Luis Mu?oz Marin Elementary School,"PK, KG-8",Newark Public School District,840,83.70%,"$9,330 ",11.3,2019
647,Cedarbrook Elementary School,K-8,Plainfield Public School District,699,75.50%,"$9,658 ",11.1,2019
648,Benjamin Franklin School No. 13,K-8,Elizabeth Public Schools,463,91.80%,"$11,847 ",11,2019
649,Thomas W. Wallace Junior Middle School,8-Jun,Vineland Public School District,751,72.30%,"$13,228 ",10.9,2019
650,Penns Grove Middle School,8-Jun,Penns Grove-Carneys Point Regional School District,465,74.40%,"$11,510 ",10.7,2019
651,Mastery Schools of Camden Inc.,K-12,Mastery Schools of Camden Inc.,"2,319",97.90%,"$14,663 ",10.6,2019
652,Rev. Dr. Frank Napier Junior School,8-Jan,Paterson Public School District,426,78.90%,"$10,865 ",10.6,2019
653,Willingboro Memorial Middle School,8-May,Willingboro Public School District,501,63.70%,"$16,254 ",10.6,2019
654,School 26,"PK, KG-8",Paterson Public School District,518,63.90%,"$8,427 ",10.5,2019
655,Octavio V. Catto Community Family School,"PK, KG-8",Camden City School District,579,51.50%,"$16,913 ",10.4,2019
656,School 8,K-8,Paterson Public School District,495,70.30%,"$9,233 ",10.3,2019
657,Daniel F. Ryan Elementary School No. 19,8-Jan,Passaic City School District,874,99.70%,"$9,378 ",10.3,2019
658,Riverside Middle School,8-Jun,Riverside Township School District,290,67.20%,"$13,073 ",10.3,2019
659,Lakeside Middle School,8-Jun,Millville School District,"1,074",69.60%,"$9,743 ",10.2,2019
660,Ollie Culbreth Junior School,"PK, KG-8",Jersey City Public Schools,452,90.00%,"$15,626 ",10.2,2019
661,South Seventeenth Street School,K-8,Newark Public School District,482,80.10%,"$11,770 ",10,2019
662,Whitney M. Young Junior School,"PK, KG-8",Jersey City Public Schools,679,93.50%,"$15,967 ",9.9,2019
663,Dr Martin Luther King Junior School Complex,"PK, KG-8",Atlantic City School District,611,96.90%,"$13,546 ",9.8,2019
664,Maxson Middle School,8-Jun,Plainfield Public School District,726,81.70%,"$9,328 ",9.8,2019
665,Nicholas Murray Butler Academy School No. 23,K-8,Elizabeth Public Schools,848,86.80%,"$10,486 ",9.6,2019
666,Academy for Urban Leadership Charter School,12-Jul,Academy for Urban Leadership Charter School,552,78.10%,"$11,684 ",9.5,2019
667,Mario Drago School No. 3,"PK, KG-8",Passaic City School District,803,99.50%,"$10,486 ",9.4,2019
668,Hubbard Middle School,8-Jun,Plainfield Public School District,715,87.70%,"$7,716 ",9.4,2019
669,Quitman Street School,"PK, KG-8",Newark Public School District,550,74.20%,"$12,167 ",9.4,2019
670,New Roberto Clemente,8-Jun,Paterson Public School District,509,82.70%,"$13,069 ",9.2,2019
671,McKinley Elementary School,"PK, KG-8",Newark Public School District,852,80.40%,"$9,994 ",9.1,2019
672,Martin Center for the Arts,"PK, KG-8",Jersey City Public Schools,440,90.90%,"$12,741 ",9,2019
673,Atlantic Community Charter School,K-8,Atlantic Community Charter School,388,97.20%,"$10,242 ",8.7,2019
674,School 10,K-8,Paterson Public School District,554,73.50%,"$8,827 ",8.7,2019
675,Dr. E. Alma Flagg School,K-8,Newark Public School District,487,70.20%,"$9,797 ",8.4,2019
676,Pleasantville Middle School,8-Jun,Pleasantville Public School District,760,88.00%,"$14,470 ",8.3,2019
677,Dr. William H. Horton Elementary School,K-8,Newark Public School District,731,74.70%,"$9,470 ",8.3,2019
678,New York Avenue School,"PK, KG-8",Atlantic City School District,584,97.40%,"$13,378 ",8.2,2019
679,Indian Ave School,K-8,Bridgeton City School District,670,91.20%,"$12,054 ",8.1,2019
680,Lincoln Elementary School,"PK, KG-8",Newark Public School District,416,60.10%,"$10,024 ",8.1,2019
681,Woodlynne Boro Public School,"PK, KG-8",Woodlynne School District,380,90.30%,"$13,716 ",8,2019
682,Rafael Hernandez School,"PK, KG-8",Newark Public School District,762,82.00%,"$8,503 ",7.9,2019
683,Toussaint Louverture-Marquis de Lafayette School No. 6,"PK, KG-8",Elizabeth Public Schools,"1,085",84.10%,"$9,262 ",7.9,2019
684,Buckshutem Road School,K-8,Bridgeton City School District,594,89.60%,"$10,609 ",7.9,2019
685,Juan Pablo Duarte - Jose Julian Marti School No 28,"PK, KG-8",Elizabeth Public Schools,952,90.80%,"$9,410 ",7.9,2019
686,Quarter Mile Lane School,"PK, KG-8",Bridgeton City School District,772,87.20%,"$10,618 ",7.6,2019
687,Pennsylvania Ave School,"PK, KG-8",Atlantic City School District,583,95.00%,"$14,638 ",7.6,2019
688,Thirteenth Avenue School,"PK, KG-8",Newark Public School District,638,80.60%,"$10,835 ",7.5,2019
689,Senator Frank Lautenberg School,K-8,Paterson Public School District,606,75.40%,"$8,560 ",7.4,2019
690,Chancellor Avenue School,K-8,Newark Public School District,462,78.80%,"$10,224 ",7.3,2019
691,Louise A. Spencer Elementary School,"PK, KG-8",Newark Public School District,766,75.70%,"$12,119 ",7.3,2019
692,University Middle School,8-Jun,Irvington Public School District,758,88.30%,"$9,378 ",7.2,2019
693,Cherry Street School,K-8,Bridgeton City School District,588,96.30%,"$11,205 ",7.2,2019
694,Trenton Stem-to-Civics Charter School,12-Jun,Trenton Stem-to-Civics Charter School,589,41.30%,"$8,463 ",7.2,2019
695,Paulsboro Junior High School,8-Jul,Paulsboro School District,158,83.50%,"$8,440 ",7.1,2019
696,Broad Street School,K-8,Bridgeton City School District,932,92.00%,"$13,961 ",7,2019
697,School 20,K-8,Paterson Public School District,457,57.50%,"$10,935 ",6.9,2019
698,Uptown School Complex,"PK, KG-8",Atlantic City School District,559,96.40%,"$14,625 ",6.9,2019
699,Hedgepeth Williams Middle School,8-Jun,Trenton Public School District,674,85.30%,"$11,121 ",6.8,2019
700,School 21,"PK, KG-8",Paterson Public School District,747,84.10%,"$8,480 ",6.8,2019
701,College Achieve Central Charter School,K-12,College Achieve Central Charter School,985,67.40%,"$8,250 ",6.7,2019
702,George Washington Carver Elementary School,"PK, KG-8",Newark Public School District,476,67.20%,"$10,378 ",6.7,2019
703,Oakwood Avenue Community School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,231,81.40%,"$10,552 ",6.6,2019
704,Thomas H. Dudley Family School,"PK, KG-8",Camden City School District,500,56.20%,"$19,328 ",6.4,2019
705,School 12,K-8,Paterson Public School District,517,81.40%,"$9,638 ",6.3,2019
706,Joyce Kilmer School,K-8,Trenton Public School District,370,81.90%,"$14,475 ",6.3,2019
707,Belmont Runyon Elementary School,"PK, KG-8",Newark Public School District,489,77.70%,"$13,240 ",6.2,2019
708,Dr. Martin Luther King Junior Educational Complex,"PK, KG-8",Paterson Public School District,660,79.40%,"$12,303 ",5.9,2019
709,Chaplain Charles Watters School,"PK, KG-8",Jersey City Public Schools,727,95.30%,"$11,181 ",5.7,2019
710,Lindenwold Middle School,8-May,Lindenwold Public School District,840,78.90%,"$8,274 ",5.7,2019
711,Luis Munoz-Rivera Middle School,8-Jun,Trenton Public School District,483,86.30%,"$12,350 ",5.7,2019
712,Egg Harbor City Community School,8-Apr,Egg Harbor City School District,257,78.60%,"$12,120 ",5.6,2019
713,Fairfield Township School,"PK, KG-8",Fairfield Township School District,556,36.00%,"$13,433 ",5.5,2019
714,Cooper's Poynt Family School,"PK, KG-8",Camden City School District,425,66.80%,"$18,278 ",5.4,2019
715,Thomas Jefferson School No. 1,K-8,Passaic City School District,788,99.20%,"$11,482 ",4.8,2019
716,Dunn Middle School,8-Jun,Trenton Public School District,893,80.20%,"$10,513 ",4.8,2019
717,Newcomers,11-Mar,Paterson Public School District,205,50.20%,$946 ,4.7,2019
718,Ezra L. Nolan School,8-Jun,Jersey City Public Schools,305,95.70%,"$12,859 ",4.6,2019
719,College Achieve Greater Asbury Park Charter School,K-9,College Achieve Greater Asbury Park Charter School,231,50.60%,"$13,303 ",4.6,2019
720,Salem Middle School,8-Mar,Salem City School District,412,88.10%,"$9,419 ",4.5,2019
721,Theodore Roosevelt School No. 10,"PK, KG-8",Passaic City School District,905,99.60%,"$10,200 ",4.2,2019
722,Henry B. Wilson Family School,K-8,Camden City School District,503,64.60%,"$17,638 ",4.1,2019
723,Veterans Memorial Family School,"PK, KG-8",Camden City School District,458,53.30%,"$16,878 ",3.8,2019
724,William B. Cruise Memorial School No. 11,K-8,Passaic City School District,"1,253",99.70%,"$9,572 ",3.4,2019
725,Etta Gero School No. 9,K-8,Passaic City School District,690,99.90%,"$10,703 ",3.4,2019
726,Eagle Academy for Young Men of Newark,12-Jun,Newark Public School District,239,54.00%,"$13,274 ",3.3,2019
727,Martin Luther King Junior School No. 6,"PK, KG-8",Passaic City School District,"1,124",99.30%,"$10,342 ",3.1,2019
728,Casimir Pulaski School No. 8,"PK, KG-8",Passaic City School District,532,99.10%,"$11,142 ",2.5,2019
