rank,school,type,grades,address,city,zip,county,district,year
366,Philip G. Vroom Community School,Public,"PK, KG-8",18 West 26th St,Bayonne,07002,Hudson County,Bayonne School District,2020
367,Environment Community Opportunity (ECO) Charter School,"Public, Charter",K-8,817 Carpenter Street,Camden,08102,Camden County,Environment Community Opportunity (ECO) Charter School,2020
368,John A. Carusi Middle School,Public,6-8,315 Roosevelt Dr.,Cherry Hill,08034,Camden County,Cherry Hill School District,2020
369,Quinton Township School,Public,"PK, KG-8",8 Robinson Street,Quinton,08072,Salem County,Quinton Township School District,2020
370,Joseph E. Soehl Middle School,Public,6-8,300 East Henry St.,Linden,07036,Union County,Linden Public School District,2020
371,Ogdensburg Borough School,Public,"PK, KG-8",100 Main Street,Ogdensburg,07439,Sussex County,Ogdensburg Borough School District,2020
372,Samuel S. Yellin Elementary School,Public,4-8,111 Warwick Road,Stratford,08084,Camden County,Stratford School District,2020
373,Charles W. Lewis Middle School,Public,6-8,875 Erial Road,Blackwood,08012,Camden County,Gloucester Township Public Schools,2020
374,Lincoln Middle School,Public,6-8,400  Dunellen Avenue,Dunellen,08812,Middlesex County,Dunellen Public School District,2020
375,Washington Community School #9,Public,"PK, KG-8",191 Avenue B,Bayonne,07002,Hudson County,Bayonne School District,2020
376,Walter T. Bergen Middle School,Public,5-8,225 Glenwild Avenue,Bloomingdale,07403,Passaic County,Bloomingdale School District,2020
377,Eastampton Township Community School,Public,"PK, KG-8",1 Student Drive,Eastampton,08060,Burlington County,Eastampton Township School District,2020
378,Williamstown Middle School,Public,5-8,561 Clayton Rd,Williamstown,08094,Gloucester County,Monroe Township Public School District,2020
379,Horace Mann Community School,Public,"PK, KG-8",25 West 38th Street,Bayonne,07002,Hudson County,Bayonne School District,2020
380,Alpha Borough School,Public,"PK, KG-8",817 North Boulevard,Alpha,08865,Warren County,Alpha Borough School District,2020
381,Horace Mann Elementary School,Public,1-8,1215  83rd Street,North Bergen,07047,Hudson County,North Bergen School District,2020
382,Veterans Memorial Middle School,Public,6-8,105 Hendrickson Avenue,Brick,08724,Ocean County,Brick Township Public School District,2020
383,Franklin Borough School,Public,"PK, KG-8",50 Washington Avenue,Franklin,07416,Sussex County,Franklin Borough School District,2020
384,Toms River Intermediate School South,Public,6-8,1675 Pinewald Road,Beachwood,08722,Ocean County,Toms River Regional School District,2020
385,Roselle Park Middle School,Public,6-8,57 W Grant Ave,Roselle Park,07204,Union County,Roselle Park Public School District,2020
386,Benjamin Banneker Preparatory Charter School,"Public, Charter",K-8,11 South Sunset Road,Willingboro,08046,Burlington County,Benjamin Banneker Preparatory Charter School,2020
387,Franklin Middle School at Sampson G. Smith Campus,Public,6-8,1649 Amwell Road,Somerset,08873,Somerset County,Franklin Township Public School District,2020
388,First Avenue School,Public,"PK, KG-8",214 First Ave,Newark,07107,Essex County,Newark Public School District,2020
389,Alexander Batcho Intermediate School,Public,5-8,100 North 13th Avenue,Manville,08835,Somerset County,Manville School District,2020
390,Somerville Middle School,Public,6-8,51 West Cliff St.,Somerville,08876,Somerset County,Somerville Public School District,2020
391,Deerfield Township Elementary School,Public,"PK, KG-8",419  Morton Ave,Rosenhayn,08352,Cumberland County,Deerfield Township School District,2020
392,Memorial Middle School,Public,6-8,375 River Drive,Elmwood Park,07407,Bergen County,Elmwood Park School District,2020
393,The Village Charter School,"Public, Charter",K-8,101 Sullivan Way,Trenton,08638,Mercer County,The Village Charter School,2020
394,Garfield Middle School,Public,6-8,175 Lanza Ave,Garfield,07026,Bergen County,Garfield Public School District,2020
395,Emerson Middle School,Public,6-8,318 - 18th Street,Union City,07087,Hudson County,Union City School District,2020
396,Bell Oaks Upper Elementary School,Public,5-8,256  Anderson Avenue,Bellmawr,08031,Camden County,Bellmawr Public School District,2020
397,Sgt. Dominick Pilla Middle School,Public,6-8,3133 S Lincoln Ave,Vineland,08361,Cumberland County,Vineland Public School District,2020
398,Pace Charter School of Hamilton,"Public, Charter",K-8,1949 Hamilton Avenue,Hamilton,08619,Mercer County,Pace Charter School of Hamilton,2020
399,Middle Township Elementary #4,Public,6-8,300 E Pacific Ave,Cape May Court House,08210,Cape May County,Middle Township Public School District,2020
400,Christopher Columbus Middle School,Public,6-8,350 Piaget Avenue,Clifton,07011,Passaic County,Clifton Public School District,2020
501,Jersey City Community Charter School,"Public, Charter",K-8,128 Danforth Avenue,Jersey City,07305,Hudson County,Jersey City Community Charter School,2020
502,Prospect Park School No. 1,Public,"PK, KG-8",94 Brown Avenue,Prospect Park,07508,Passaic County,Prospect Park Public School District,2020
503,Alexander Hamilton Academy,Public,K-8,11  27 16th Avenue,Paterson,07501,Passaic County,Paterson Public School District,2020
504,Buena Regional Middle School,Public,6-8,175 Weymouth Rd,Buena,08310,Atlantic County,Buena Regional School District,2020
505,Lincoln Elementary School,Public,"PK, KG-8",87 Richelieu Ter,Newark,07106,Essex County,Newark Public School District,2020
506,College Achieve Paterson Charter School,"Public, Charter, Alternative",K-10,21 Market Street,Paterson,07501,Passaic County,College Achieve Paterson Charter School,2020
507,Rosa Parks Community School,Public,3-7,369 Main Street,Orange,07050,Essex County,ORANGE BOARD OF EDUCATION School District,2020
508,Lincoln Avenue Elementary School,Public,"PK, KG-7",216 Lincoln Ave,Orange,07050,Essex County,ORANGE BOARD OF EDUCATION School District,2020
509,Madison Monroe School No. 16,Public,"PK, KG-8",1091 North Ave,Elizabeth,07201,Union County,Elizabeth Public Schools,2020
510,Chessie Dentley Roberts Academy School No. 30,Public,"PK, KG-8",730 Pennsylvania Ave,Elizabeth,07208,Union County,Elizabeth Public Schools,2020
511,Lakehurst Elementary School,Public,"PK, KG-8",301 Union Ave,Lakehurst,08733,Ocean County,Lakehurst School District,2020
512,Red Bank Middle School,Public,4-8,101 Harding Road,Red Bank,07701,Monmouth County,Red Bank Borough Public School District,2020
513,Mario Drago School No. 3,Public,"PK, KG-8",155 Van Houten Ave.,Passaic,07055,Passaic County,Passaic City School District,2020
514,Joseph R. Bolger Middle School,Public,6-8,100 Palmer Place,Keansburg,07734,Monmouth County,Keansburg School District,2020
515,Paul Robeson Charter School for the Humanities,"Public, Charter",3-8,643 Indiana Ave,Trenton,08638,Mercer County,Paul Robeson Charter School for the Humanities,2020
516,John Marshal School No. 20,Public,K-8,521 Magnolia Ave,Elizabeth,07206,Union County,Elizabeth Public Schools,2020
517,Pleasantville Middle School,Public,6-8,801 Mill Road,Pleasantville,08232,Atlantic County,Pleasantville Public School District,2020
518,Commercial Township School,Public,"PK, KG-8",1308 North Avenue,Port Norris,08349,Cumberland County,Commercial Township School District,2020
519,Texas Avenue School,Public,K-8,2523 Arctic Avenue,Atlantic City,08401,Atlantic County,Atlantic City School District,2020
520,Dr. Orlando Edreira Academy School No. 26,Public,"PK, KG-8",1014 South Elmora Avenue,Elizabeth,07202,Union County,Elizabeth Public Schools,2020
521,Franklin Middle School at Hamilton Street Campus,Public,6-8,415 Francis Street,Somerset,08873,Somerset County,Franklin Township Public School District,2020
522,South Street Elementary School,Public,"PK, KG-8",44-48 Hermon Street,Newark,07105,Essex County,Newark Public School District,2020
523,School 2,Public,K-8,22 Passaic Street,Paterson,07501,Passaic County,Paterson Public School District,2020
524,Joseph Battin School No 4,Public,K-8,300 South Broad Street,Elizabeth,07202,Union County,Elizabeth Public Schools,2020
525,Camden's Promise Charter School,"Public, Charter, Alternative","PK, KG-12",879 Beideman Ave,Camden,08105,Camden County,Camden's Promise Charter School,2020
526,School 3,Public,K-8,448 Main Street,Paterson,07501,Passaic County,Paterson Public School District,2020
527,Ivy Hill Elementary School,Public,"PK, KG-8",107 Ivy Street,Newark,07106,Essex County,Newark Public School District,2020
528,Red Bank Charter School,"Public, Charter","PK, KG-8",58 Oakland Street,Red Bank,07701,Monmouth County,Red Bank Charter School,2020
529,Dr. Hani Awadallah School,Public,"PK, KG-8",515 Marshall Street,Paterson,07503,Passaic County,Paterson Public School District,2020
530,Hackensack Middle School,Public,5-8,360 Union Street,Hackensack,07601,Bergen County,Hackensack School District,2020
531,College Achieve Central Charter School,"Public, Charter, Alternative",K-12,365 Emerson Ave,Plainfield,07062,Union County,College Achieve Central Charter School,2020
532,Riverside Middle School,Public,6-8,112 E Washington Street,Riverside,08075,Burlington County,Riverside Township School District,2020
533,Camden Prep Inc.,"Public, Alternative",K-10,1575 Mt. Ephraim Ave,Camden,08104,Camden County,Camden Prep Inc.,2020
534,McKinley Elementary School,Public,"PK, KG-8",1 Colonnade Pl,Newark,07104,Essex County,Newark Public School District,2020
535,Abington Avenue School,Public,"PK, KG-8",209 Abington Avenue,Newark,07107,Essex County,Newark Public School District,2020
536,Dr. Antonia Pantoja School No. 27,Public,"PK, KG-8",505 -517 Morris Avenue,Elizabeth,07208,Union County,Elizabeth Public Schools,2020
537,Harriet Tubman Elementary School,Public,"PK, KG-8",504 S Tenth St,Newark,07103,Essex County,Newark Public School District,2020
538,West Avenue School,Public,K-8,51 North West Avenue,Bridgeton,08302,Cumberland County,Bridgeton City School District,2020
539,Dr. E. Alma Flagg School,Public,K-8,150 Third St,Newark,07104,Essex County,Newark Public School District,2020
540,Long Branch Middle School,Public,6-8,350 Indiana Avenue,Long Branch,07740,Monmouth County,LONG BRANCH PUBLIC SCHOOL District,2020
541,University Heights Charter School,"Public, Charter","PK, KG-8",74 Hartford Street,Newark,07103,Essex County,University Heights Charter School,2020
542,School 25,Public,"PK, KG-8",287 Trenton Avenue,Paterson,07503,Passaic County,Paterson Public School District,2020
543,Camden Street Elementary School,Public,"PK, KG-8",281 Camden St,Newark,07103,Essex County,Newark Public School District,2020
544,Marion P. Thomas Charter School,"Public, Charter, Alternative","PK, KG-12",125 Sussex Ave,Newark,07103,Essex County,Marion P. Thomas Charter School,2020
545,Walnut Street School,Public,6-8,411 Walnut St,Delanco,08075,Burlington County,Delanco Township School District,2020
546,Lawnside School,Public,"PK, KG-8",426 East Charleston Ave,Lawnside,08045,Camden County,Lawnside School Distric,2020
547,William C. McGinnis Middle School,Public,5-8,271 State Street,Perth Amboy,08861,Middlesex County,Perth Amboy Public School District,2020
548,School 18,Public,1-8,51 E  18th Street,Paterson,07524,Passaic County,Paterson Public School District,2020
549,Abraham Lincoln School No. 14,Public,K-8,50 Grove Street,Elizabeth,07202,Union County,Elizabeth Public Schools,2020
550,Thomas W. Wallace Junior Middle School,Public,6-8,688 North Mill Road,Vineland,08360,Cumberland County,Vineland Public School District,2020
551,Wildwood Middle School,Public,6-8,4300 Pacific Ave,Wildwood,08260,Cape May County,Wildwood City School District,2020
552,Chaplain Charles Watters School,Public,"PK, KG-8",220 Virginia Ave,Jersey City,07304,Hudson County,Jersey City Public Schools,2020
553,School 24,Public,"PK, KG-8",50 Nineteenth Avenue,Paterson,07513,Passaic County,Paterson Public School District,2020
554,Park Avenue Elementary School,Public,"PK, KG-8",231 Park Ave,Orange,07050,Essex County,ORANGE BOARD OF EDUCATION School District,2020
555,Robert Morris School No. 18,Public,"PK, KG-8",860 Cross Ave,Elizabeth,07208,Union County,Elizabeth Public Schools,2020
556,Paul Robeson Community School for the Arts,Public,"PK, KG-8",199 Commercial Ave,New Brunswick,08901,Middlesex County,New Brunswick School District,2020
557,President Barack Obama Elementary School,Public,"PK, KG-8",1830 Kennedy Blvd,Jersey City,07305,Hudson County,Jersey City Public Schools,2020
558,iPrep Academy School No 8,Public,K-8,221-227 Court Street,Elizabeth,07206,Union County,Elizabeth Public Schools,2020
559,Juan Pablo Duarte - Jose Julian Marti School No 28,Public,"PK, KG-8",25 First Street,Elizabeth,07206,Union County,Elizabeth Public Schools,2020
560,University Middle School,Public,6-8,255 Myrtle Ave,Irvington,07111,Essex County,Irvington Public School District,2020
561,School 26,Public,"PK, KG-8",1 East 32nd Street,Paterson,07514,Passaic County,Paterson Public School District,2020
562,Janis E. Dismus Middle School,Public,6-8,325 Tryon Avenue,Englewood,07631,Bergen County,Englewood Public School District,2020
563,Elliott Street Elementary School,Public,"PK, KG-8",721 Summer Avenue,Newark,07104,Essex County,Newark Public School District,2020
564,Lakeside Middle School,Public,6-8,2 N  Sharp St,Millville,08332,Cumberland County,Millville School District,2020
565,School 8,Public,K-8,35 Chadwick Street,Paterson,07503,Passaic County,Paterson Public School District,2020
566,Dr. Martin Luther King Junior Educational Complex,Public,"PK, KG-8",851 E  28th Street,Paterson,07513,Passaic County,Paterson Public School District,2020
567,George Washington Carver Elementary School,Public,"PK, KG-8",333 Clinton Pl,Newark,07112,Essex County,Newark Public School District,2020
568,Christopher Columbus School No. 15,Public,K-8,511 Third Ave,Elizabeth,07202,Union County,Elizabeth Public Schools,2020
569,Trenton Stem-to-Civics Charter School,"Public, Charter",6-12,1555 Pennington Raod,Ewing,08618,Mercer County,Trenton Stem-to-Civics Charter School,2020
570,Avon Avenue School,Public,"PK, KG-8",219 Avon Ave,Newark,07108,Essex County,Newark Public School District,2020
571,Lindenwold Middle School,Public,5-8,40 White Horse Avenue,Lindenwold,08021,Camden County,Lindenwold Public School District,2020
572,Octavio V. Catto Community Family School,Public,"PK, KG-8",3100 Westfield Ave,Camden,08105,Camden County,Camden City School District,2020
573,Benjamin Franklin School No. 13,Public,K-8,248 Ripley Pl,Elizabeth,07206,Union County,Elizabeth Public Schools,2020
574,Indian Ave School,Public,K-8,399 Indian Avenue,Bridgeton,08302,Cumberland County,Bridgeton City School District,2020
575,South Seventeenth Street School,Public,K-8,619 S Seventeenth St,Newark,07103,Essex County,Newark Public School District,2020
576,Martin Luther King Junior School No. 6,Public,"PK, KG-8",85 Hamilton Ave.,Passaic,07055,Passaic County,Passaic City School District,2020
577,Atlantic Community Charter School,"Public, Charter",K-8,112 South New York Rd,Galloway,08205,Atlantic County,Atlantic Community Charter School,2020
578,New Brunswick Middle School,Public,6-8,1125 Livingston Avenue,New Brunswick,08901,Middlesex County,New Brunswick School District,2020
579,Winfield Scott School No. 2,Public,"PK, KG-8",125 Madison Ave,Elizabeth,07201,Union County,Elizabeth Public Schools,2020
580,Whitney E. Houston Academy,Public,"PK, KG-8",215 Dodd St,East Orange,07017,Essex County,East Orange School District,2020
581,Oakwood Avenue Community School,Public,"PK, KG-7",135 Oakwood Ave,Orange,07050,Essex County,ORANGE BOARD OF EDUCATION School District,2020
582,Theodore Roosevelt School No. 10,Public,"PK, KG-8",151 Harrison St.,Passaic,07055,Passaic County,Passaic City School District,2020
583,Nicholas S. Lacorte-Peterstown School No. 3,Public,K-8,700 Second Ave,Elizabeth,07202,Union County,Elizabeth Public Schools,2020
584,Quarter Mile Lane School,Public,"PK, KG-8",300 Quarter Mile Lane,Bridgeton,08302,Cumberland County,Bridgeton City School District,2020
585,School 16,Public,"PK, KG-8",11 22nd Avenue,Paterson,07513,Passaic County,Paterson Public School District,2020
586,Hawkins Street School,Public,K-8,8 Hawkins St,Newark,07105,Essex County,Newark Public School District,2020
587,Leap Academy University Charter School,"Public, Charter, Alternative",K-12,130 North Broadway,Camden,08102,Camden County,LEAP Academy University Charter School,2020
588,Thirteenth Avenue School,Public,"PK, KG-8",359 Thirteenth Ave,Newark,07103,Essex County,Newark Public School District,2020
589,Mastery Schools of Camden Inc.,"Public, Alternative",K-12,1001 North 17th Street,Camden,08105,Camden County,Mastery Schools of Camden Inc.,2020
590,Freedom Prep Charter School,"Public, Charter, Alternative",K-12,1000 Atlantic AVE,Camden,08104,Camden County,Freedom Prep Charter School,2020
591,Penns Grove Middle School,Public,6-8,351 Maple Avenue,Penns Grove,08069,Salem County,Penns Grove-Carneys Point Regional School District,2020
592,George Washington Academy School No. 1,Public,"PK, KG-8",250 Broadway,Elizabeth,07206,Union County,Elizabeth Public Schools,2020
593,Egg Harbor City Community School,Public,4-8,730 Havana Avenue,Egg Harbor City,08215,Atlantic County,Egg Harbor City School District,2020
594,Hedgepeth Williams Middle School,Public,6-8,301 Gladstone Ave,Trenton,08629,Mercer County,Trenton Public School District,2020
595,Pennsylvania Ave School,Public,"PK, KG-8",201 N. Pennsylvania Avenue,Atlantic City,08401,Atlantic County,Atlantic City School District,2020
596,Thomas H. Dudley Family School,Public,"PK, KG-8",2250 Berwick Street,Camden,08105,Camden County,Camden City School District,2020
597,KIPP: Cooper Norcross A New Jersey Nonprofit Corporation,"Public, Alternative",K-10,525 Clinton Street,Camden,08103,Camden County,KIPP: Cooper Norcross A New Jersey Nonprofit Corporation,2020
598,School 7,Public,5-8,106 Ramsey Street,Paterson,07501,Passaic County,Paterson Public School District,2020
599,Dr Martin Luther King Junior School Complex,Public,"PK, KG-8",1700 Marmora Avenue,Atlantic City,08401,Atlantic County,Atlantic City School District,2020
600,Speedway Avenue School,Public,K-8,701 South Orange Avenue,Newark,07106,Essex County,Newark Public School District,2020
601,Cherry Street School,Public,K-8,11 Cherry Street,Bridgeton,08302,Cumberland County,Bridgeton City School District,2020
602,New Roberto Clemente,Public,6-8,482-506 Market Street,Paterson,07501,Passaic County,Paterson Public School District,2020
603,School No. 5,Public,K-8,168 Monroe St.,Passaic,07055,Passaic County,Passaic City School District,2020
604,Peshine Avenue School,Public,"PK, KG-8",433 Peshine Avenue,Newark,07112,Essex County,Newark Public School District,2020
605,Millville Public Charter School,"Public, Charter",K-8,1101 Wheaton Avenue,Millville,08332,Cumberland County,Millville Public Charter School,2020
606,Union Avenue Middle School,Public,6-8,427     Union Ave,Irvington,07111,Essex County,Irvington Public School District,2020
607,Uptown School Complex,Public,"PK, KG-8",323 Madison Avenue,Atlantic City,08401,Atlantic County,Atlantic City School District,2020
608,Quitman Street School,Public,"PK, KG-8",21 Quitman St,Newark,07103,Essex County,Newark Public School District,2020
609,William B. Cruise Memorial School No. 11,Public,K-8,390 Gregory Ave.,Passaic,07055,Passaic County,Passaic City School District,2020
610,Sonia Sotomayor School No 25,Public,K-8,525 First Avenue,Elizabeth,07206,Union County,Elizabeth Public Schools,2020
611,Mckinley Community School,Public,"PK, KG-8",15 Van Dyke Ave,New Brunswick,08901,Middlesex County,New Brunswick School District,2020
612,Nicholas Murray Butler Academy School No. 23,Public,K-8,631-657 Westminstrer Avenue,Elizabeth,07208,Union County,Elizabeth Public Schools,2020
613,Toussaint Louverture-Marquis de Lafayette School No. 6,Public,"PK, KG-8",1071 Julia St,Elizabeth,07201,Union County,Elizabeth Public Schools,2020
614,Hawthorne Avenue School,Public,"PK, KG-8",428 Hawthorne Ave,Newark,07112,Essex County,Newark Public School District,2020
615,Fairfield Township School,Public,"PK, KG-8",375 Gouldtown  Woodruff Road,Bridgeton,08302,Cumberland County,Fairfield Township School District,2020
616,Louise A. Spencer Elementary School,Public,"PK, KG-8",66 Muhammad Ali Avenue,Newark,07108,Essex County,Newark Public School District,2020
617,Salem Middle School,Public,3-8,51 New Market Street,Salem,08079,Salem County,Salem City School District,2020
618,Buckshutem Road School,Public,K-8,550 Buckshutem Road,Bridgeton,08302,Cumberland County,Bridgeton City School District,2020
619,Belmont Runyon Elementary School,Public,"PK, KG-8",1 Belmont Runyon Way,Newark,07108,Essex County,Newark Public School District,2020
620,Mabel G. Homes School No. 5,Public,"PK, KG-8",650 Bayway Avenue,Elizabeth,07202,Union County,Elizabeth Public Schools,2020
621,Jerome Dunn Academy No 9,Public,K-8,125 Third Street,Elizabeth,07206,Union County,Elizabeth Public Schools,2020
622,Cleveland Avenue School,Public,"PK, KG-8",388 Bergen St,Newark,07103,Essex County,Newark Public School District,2020
623,Chancellor Avenue School,Public,K-8,321 Chancellor Ave,Newark,07112,Essex County,Newark Public School District,2020
624,Daniel F. Ryan Elementary School No. 19,Public,1-8,320 Highland Ave.,Passaic,07055,Passaic County,Passaic City School District,2020
625,Martin Center for the Arts,Public,"PK, KG-8",59 Wilkinson Ave,Jersey City,07305,Hudson County,Jersey City Public Schools,2020
626,Broad Street School,Public,K-8,251 West Broad Street,Bridgeton,08302,Cumberland County,Bridgeton City School District,2020
627,Senator Frank Lautenberg School,Public,K-8,137 Carroll Street,Paterson,07501,Passaic County,Paterson Public School District,2020
628,Dunn Middle School,Public,6-8,401 Dayton Street,Trenton,08610,Mercer County,Trenton Public School District,2020
629,Etta Gero School No. 9,Public,K-8,140 First St.,Passaic,07055,Passaic County,Passaic City School District,2020
630,Sonia Sotomayor School #21,Public,K-8,225 Madison Street,Passaic,07055,Passaic County,Passaic City School District,2020
631,School 13,Public,K-8,690 East 23rd St,Paterson,07504,Passaic County,Paterson Public School District,2020
632,Rafael Hernandez School,Public,"PK, KG-8",345 Broadway,Newark,07104,Essex County,Newark Public School District,2020
633,School 12,Public,K-8,121 North Second Street,Paterson,07522,Passaic County,Paterson Public School District,2020
634,Dr. Henry H. Davis Elementary School,Public,"PK, KG-8",3425 Cramer Street,Camden,08105,Camden County,Camden City School District,2020
635,Ezra L. Nolan School,Public,6-8,88 Gates Ave,Jersey City,07305,Hudson County,Jersey City Public Schools,2020
636,Ollie Culbreth Junior School,Public,"PK, KG-8",153 Union St,Jersey City,07304,Hudson County,Jersey City Public Schools,2020
637,Rev. Dr. Frank Napier Junior School,Public,1-8,55 Clinton Street,Paterson,07522,Passaic County,Paterson Public School District,2020
638,Luis Mu?oz Marin Elementary School,Public,"PK, KG-8",663 Broadway,Newark,07104,Essex County,Newark Public School District,2020
639,Cooper's Poynt Family School,Public,"PK, KG-8",201 State Street,Camden,08102,Camden County,Camden City School District,2020
640,Whitney M. Young Junior School,Public,"PK, KG-8",135 Stegman St,Jersey City,07305,Hudson County,Jersey City Public Schools,2020
641,Dr. William H. Horton Elementary School,Public,K-8,291 N 7th St,Newark,07107,Essex County,Newark Public School District,2020
642,School 10,Public,K-8,48 Mercer Street,Paterson,07524,Passaic County,Paterson Public School District,2020
643,Young Men's Academy,Public,3-8,45 Smith Street,Paterson,07501,Passaic County,Paterson Public School District,2020
644,School 21,Public,"PK, KG-8",322 Tenth Avenue,Paterson,07514,Passaic County,Paterson Public School District,2020
645,New York Avenue School,Public,"PK, KG-8",411 N New York Avenue,Atlantic City,08401,Atlantic County,Atlantic City School District,2020
646,Casimir Pulaski School No. 8,Public,"PK, KG-8",100 Fourth St.,Passaic,07055,Passaic County,Passaic City School District,2020
647,Joyce Kilmer School,Public,K-8,1300 Stuyvesant Avenue,Trenton,08618,Mercer County,Trenton Public School District,2020
648,Henry B. Wilson Family School,Public,K-8,2250 South 8th Street,Camden,08104,Camden County,Camden City School District,2020
649,Veterans Memorial Family School,Public,"PK, KG-8",800 N 26th Street,Camden,08105,Camden County,Camden City School District,2020
