rank,school,type,grades,address,city,zip,county,district,year
698,Uptown School Complex,Public,"PK, KG-8",323 Madison Avenue,Atlantic City,08401,Atlantic County,Atlantic City School District,2019
699,Hedgepeth Williams Middle School,Public,6-8,301 Gladstone Ave,Trenton,08629,Mercer County,Trenton Public School District,2019
700,School 21,Public,"PK, KG-8",322 Tenth Avenue,Paterson,07514,Passaic County,Paterson Public School District,2019
701,College Achieve Central Charter School,"Public, Charter, Alternative",K-12,365 Emerson Ave,Plainfield,07062,Union County,College Achieve Central Charter School,2019
702,George Washington Carver Elementary School,Public,"PK, KG-8",333 Clinton Pl,Newark,07112,Essex County,Newark Public School District,2019
703,Oakwood Avenue Community School,Public,"PK, KG-7",135 Oakwood Ave,Orange,07050,Essex County,ORANGE BOARD OF EDUCATION School District,2019
704,Thomas H. Dudley Family School,Public,"PK, KG-8",2250 Berwick Street,Camden,08105,Camden County,Camden City School District,2019
705,School 12,Public,K-8,121 North Second Street,Paterson,07522,Passaic County,Paterson Public School District,2019
706,Joyce Kilmer School,Public,K-8,1300 Stuyvesant Avenue,Trenton,08618,Mercer County,Trenton Public School District,2019
707,Belmont Runyon Elementary School,Public,"PK, KG-8",1 Belmont Runyon Way,Newark,07108,Essex County,Newark Public School District,2019
708,Dr. Martin Luther King Junior Educational Complex,Public,"PK, KG-8",851 E  28th Street,Paterson,07513,Passaic County,Paterson Public School District,2019
709,Chaplain Charles Watters School,Public,"PK, KG-8",220 Virginia Ave,Jersey City,07304,Hudson County,Jersey City Public Schools,2019
710,Lindenwold Middle School,Public,5-8,40 White Horse Avenue,Lindenwold,08021,Camden County,Lindenwold Public School District,2019
711,Luis Munoz-Rivera Middle School,Public,6-8,400 N  Montgomery Street,Trenton,08618,Mercer County,Trenton Public School District,2019
712,Egg Harbor City Community School,Public,4-8,730 Havana Avenue,Egg Harbor City,08215,Atlantic County,Egg Harbor City School District,2019
713,Fairfield Township School,Public,"PK, KG-8",375 Gouldtown  Woodruff Road,Bridgeton,08302,Cumberland County,Fairfield Township School District,2019
714,Cooper's Poynt Family School,Public,"PK, KG-8",201 State Street,Camden,08102,Camden County,Camden City School District,2019
715,Thomas Jefferson School No. 1,Public,K-8,390 Van Houten Ave.,Passaic,07055,Passaic County,Passaic City School District,2019
716,Dunn Middle School,Public,6-8,401 Dayton Street,Trenton,08610,Mercer County,Trenton Public School District,2019
717,Newcomers,"Public, Alternative",3-11,482-506 Market Street,Paterson,07501,Passaic County,Paterson Public School District,2019
718,Ezra L. Nolan School,Public,6-8,88 Gates Ave,Jersey City,07305,Hudson County,Jersey City Public Schools,2019
719,College Achieve Greater Asbury Park Charter School,"Public, Charter, Alternative",K-9,508 3rd Avenue,Asbury Park,07712,Monmouth County,College Achieve Greater Asbury Park Charter School,2019
720,Salem Middle School,Public,3-8,51 New Market Street,Salem,08079,Salem County,Salem City School District,2019
721,Theodore Roosevelt School No. 10,Public,"PK, KG-8",151 Harrison St.,Passaic,07055,Passaic County,Passaic City School District,2019
722,Henry B. Wilson Family School,Public,K-8,2250 South 8th Street,Camden,08104,Camden County,Camden City School District,2019
723,Veterans Memorial Family School,Public,"PK, KG-8",800 N 26th Street,Camden,08105,Camden County,Camden City School District,2019
724,William B. Cruise Memorial School No. 11,Public,K-8,390 Gregory Ave.,Passaic,07055,Passaic County,Passaic City School District,2019
725,Etta Gero School No. 9,Public,K-8,140 First St.,Passaic,07055,Passaic County,Passaic City School District,2019
726,Eagle Academy for Young Men of Newark,Public,6-12,279 Chancellor Avenue,Newark,07112,Essex County,Newark Public School District,2019
727,Martin Luther King Junior School No. 6,Public,"PK, KG-8",85 Hamilton Ave.,Passaic,07055,Passaic County,Passaic City School District,2019
728,Casimir Pulaski School No. 8,Public,"PK, KG-8",100 Fourth St.,Passaic,07055,Passaic County,Passaic City School District,2019
